,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,g1,gm,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,7,exp_117,1.0,1.184965000000433,0.22,0.4,0.42000000000000004,0.49,1.0,0.79,0.5,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4791,0.5916,1,0.1471
1,7,exp_88,0.0,1.5199799999971875,0.38,0.5,0.3,0.5,0.0,0.4,0.4,0.5,0.6,1.0,1.0,TwoStageMixtureNoScaling,0.4842,0.5246,1,0.6903
2,7,catch_9,1.0,0.65063000000373,0.72,0.5,0.18,0.48,1.0,0.4,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.482,0.4363,1,0.1948
3,7,exp_15,1.0,0.4018399999986869,0.29,0.4,0.18,0.7,1.0,0.5,0.5,0.6,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.4803,0.581,0,0.2405
4,7,exp_52,0.0,0.4077449999967357,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.48,0.5841,1,0.6158
5,7,exp_60,1.0,0.3835600000020349,0.21,0.5,0.18,0.41,0.0,0.62,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,0.4832,0.5458,0,0.5492
6,7,exp_108,1.0,0.4025450000044657,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,0.4745,0.6243,1,0.6979
7,7,exp_19,0.0,0.42309499999822575,0.17,0.6,0.43,0.28,1.0,0.8300000000000001,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.4795,0.5887,1,0.2676
8,7,catch_6,0.0,0.4203899999993155,0.59,0.5,0.19,0.23,0.0,0.27,0.5,0.5,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.4701,0.3516,0,0.7122
9,7,catch_1,0.0,0.4519450000007637,0.41,0.5,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,0.5,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.4826,0.444,0,0.2666
10,7,exp_36,1.0,0.5867750000033993,0.7,0.5,0.2,0.79,0.0,0.32,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,0.4846,0.5052,1,2.6843
11,7,exp_27,1.0,0.18707000000006518,0.17,0.6,0.2,0.3,1.0,0.3,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4782,0.5989,0,0.0775
12,7,exp_1,0.0,0.4830800000054296,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.5,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.4816,0.5676,1,0.5292
13,7,exp_102,0.0,0.4012549999970943,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,0.4821,0.5622,0,0.7978
14,7,catch_4,1.0,1.1243650000032503,0.31,0.5,0.4,0.19,0.0,0.73,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.4801,0.4163,0,0.2375
15,7,exp_94,0.0,0.23277999999839813,0.38,0.5,0.3,0.5,0.0,0.4,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,0.4842,0.5246,0,0.377
16,7,exp_68,0.0,0.3816999999980908,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.48,0.5842,0,0.3908
17,7,exp_3,0.0,0.0896850000062259,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.4799,0.5855,1,0.2683
18,7,exp_53,1.0,0.4339800000016112,0.32,0.4,0.6900000000000001,0.49,1.0,0.82,0.5,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4826,0.555,0,1.0988
19,7,exp_80,0.0,0.38855999999935736,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.5,0.6,1.0,1.0,TwoStageMixtureNoScaling,0.4825,0.5571,1,0.2619
20,7,exp_26,1.0,0.5370549999934155,0.17,0.5,0.2,0.3,0.0,0.3,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,0.4832,0.5466,1,0.256
21,7,exp_67,1.0,0.6513150000028545,0.51,0.6,0.42000000000000004,0.72,1.0,0.52,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4819,0.565,0,0.2769
22,7,exp_114,0.0,0.4244449999968056,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.4775,0.6042,0,0.5378
23,7,exp_25,1.0,0.4399100000010803,0.17,0.6,0.2,0.3,1.0,0.3,0.5,0.4,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.4803,0.5812,0,0.1318
24,7,exp_59,0.0,0.4435799999992596,0.21,0.6,0.18,0.41,1.0,0.62,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.4762,0.6134,1,0.4132
25,7,exp_46,1.0,0.661455000001355,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.6,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.4845,0.5113,1,0.1542
26,7,exp_37,1.0,0.9873099999967964,0.7,0.4,0.2,0.79,1.0,0.32,0.5,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4843,0.5224,1,1.0214
27,7,exp_84,0.0,0.3697450000036042,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.4809,0.5751,0,0.4362
28,7,catch_3,1.0,0.39319000000250526,0.38,0.5,0.58,0.19,1.0,0.6799999999999999,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.4782,0.4007,0,0.3164
29,7,exp_73,0.0,0.4243200000054203,0.2,0.6,0.4,0.8,1.0,0.6799999999999999,0.5,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.463,0.6799,1,0.3537
30,7,exp_78,0.0,0.1787499999991851,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,0.4532,0.7148,1,1.2922
31,7,exp_57,1.0,0.32223000000533647,0.21,0.6,0.18,0.41,1.0,0.62,0.5,0.4,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.4786,0.5958,1,0.1645
32,7,catch_5,0.0,0.5523250000041444,0.49,0.5,0.32,0.4,1.0,0.43,0.5,0.5,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.4837,0.4631,0,0.1848
33,7,exp_45,0.0,0.5119999999951106,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.5,0.6,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.4819,0.565,1,1.9064
34,7,exp_101,1.0,0.3802149999974063,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4827,0.5547,1,0.2121
35,7,exp_113,0.0,0.4478900000031572,0.22,0.6,0.42000000000000004,0.49,1.0,0.79,0.5,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.4761,0.614,0,0.8098
36,7,exp_69,1.0,0.4294599999993807,0.51,0.4,0.42000000000000004,0.72,1.0,0.52,0.5,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4832,0.5465,0,0.7411
