,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,g1,gm,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,3,exp_1,0.0,0.3921100000152365,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.5,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.64,0.9611,1,0.2803
1,3,exp_116,0.0,0.2629399999277666,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.4057,0.9957,1,0.1971
2,3,exp_42,1.0,0.1741199999814853,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,0.839,0.8782,1,0.4447
3,3,exp_9,0.0,0.3947100000223145,0.29,0.6,0.18,0.7,1.0,0.5,0.5,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.4019,0.9959,1,1.3641
4,3,exp_84,0.0,0.334084999980405,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.5277,0.9835,1,0.2643
5,3,exp_104,0.0,0.4389049999881536,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.4,0.5,0.6,1.0,1.0,TwoStageMixtureNoScaling,0.5191,0.9847,1,0.3151
6,3,exp_96,0.0,0.4377850000746548,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.5,0.6,1.0,1.0,TwoStageMixtureNoScaling,0.73,0.9324,1,1.1581
7,3,catch_8,1.0,0.4038099999306724,0.32,0.5,0.37,0.22,0.0,0.5,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.6133,0.0323,0,0.5634
8,3,exp_91,0.0,0.27983000001404434,0.38,0.6,0.3,0.5,1.0,0.4,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.7663,0.9172,1,0.6478
9,3,exp_89,0.0,0.3726050000404939,0.38,0.6,0.3,0.5,1.0,0.4,0.5,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.9138,0.8206,1,0.6593
10,3,exp_68,0.0,0.330989999929443,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.7052,0.9414,1,0.1773
11,3,exp_29,0.0,0.3715550000779331,0.17,0.4,0.2,0.3,1.0,0.3,0.5,0.6,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.4861,0.9888,1,0.2061
12,3,exp_114,0.0,0.4405649999389425,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.3892,0.9966,1,0.5583
13,3,catch_3,1.0,0.4114899999694899,0.38,0.5,0.58,0.19,1.0,0.6799999999999999,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.3576,0.002,0,0.1308
14,3,exp_60,0.0,0.7658550000051036,0.21,0.5,0.18,0.41,0.0,0.62,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.5415,0.9814,1,0.6899
15,3,exp_36,1.0,0.5478799999691546,0.7,0.5,0.2,0.79,0.0,0.32,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,1.0397,0.6146,1,2.1937
16,3,exp_74,0.0,0.4117949999636039,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.2268,0.9999,1,0.1087
17,3,catch_0,1.0,0.5059399999445304,0.72,0.5,0.2,0.19,0.0,0.3,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.2383,0.0001,0,0.2961
18,3,exp_94,0.0,0.41108500002883375,0.38,0.5,0.3,0.5,0.0,0.4,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,0.9686,0.7595,0,0.1585
19,3,exp_30,0.0,0.3595849999692291,0.17,0.5,0.2,0.3,0.0,0.3,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,0.6639,0.9545,1,1.2558
20,3,exp_47,1.0,0.3451800000621006,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.5,0.6,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.8678,0.8586,0,1.3805
