,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,g1,gm,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,16,exp_53,1.0,0.3951950000000652,0.32,0.4,0.6900000000000001,0.49,1.0,0.82,0.5,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.7632,0.6052,1.0,2.0008
1,16,exp_67,0.0,0.4732049999993178,0.51,0.6,0.42000000000000004,0.72,1.0,0.52,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.7613,0.614,1.0,1.3161
2,16,exp_101,0.0,0.44148000000038884,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.6,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.7682,0.5773,1.0,0.6791
3,16,exp_45,0.0,0.7111649999997463,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.5,0.6,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.7484,0.3381,0.0,0.1583
4,16,exp_82,1.0,0.80775499999983,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,0.7742,0.5043,0.0,0.7296
5,16,exp_10,0.0,0.5249649999996182,0.29,0.5,0.18,0.7,0.0,0.5,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.7461,0.6669,1.0,0.7212
6,16,exp_117,0.0,0.7509499999996624,0.22,0.4,0.42000000000000004,0.49,1.0,0.79,0.5,0.6,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.7642,0.6001,0.0,0.6718
7,16,exp_50,0.0,0.6979099999998579,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.7335,0.6994,1.0,0.5814
8,16,catch_9,1.0,0.6387400000003399,0.72,0.5,0.18,0.48,1.0,0.4,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.6934,0.2253,0.0,1.9374
9,16,exp_52,0.0,0.5425800000002491,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.7535,0.6439,0.0,1.0918
10,16,exp_42,1.0,0.7675300000000279,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,0.7518,0.3488,1.0,0.2106
11,16,exp_1,0.0,0.5229349999999977,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.5,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.7358,0.3046,0.0,0.6847
12,16,exp_107,0.0,0.3660350000000326,0.4,0.6,0.21000000000000002,0.78,1.0,0.3,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.7436,0.6738,0.0,0.1124
13,16,exp_40,1.0,0.5426100000003935,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.4,0.5,0.6,1.0,0.0,TwoStageMixtureNoScaling,0.6944,0.2268,0.0,0.7947
14,16,exp_84,1.0,0.4878399999997346,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,0.7735,0.4716,,
15,16,exp_80,1.0,0.5675400000000372,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.5,0.6,1.0,0.0,TwoStageMixtureNoScaling,0.7545,0.3578,1.0,0.4288
16,16,exp_58,1.0,0.3701449999999022,0.21,0.5,0.18,0.41,0.0,0.62,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,0.7726,0.5401,1.0,0.9085
17,16,catch_5,1.0,0.5098250000001863,0.49,0.5,0.32,0.4,1.0,0.43,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.7441,0.3258,0.0,0.8815
18,16,exp_99,1.0,0.5024299999995856,0.38,0.6,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.7682,0.5773,0.0,0.792
19,16,catch_2,1.0,1.4310050000003538,0.6,0.5,0.22000000000000003,0.38,0.0,0.4,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.6246,0.1442,0.0,0.347
20,16,exp_78,1.0,0.605125,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.6,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.7007,0.7624,1.0,0.8576
21,16,exp_19,1.0,0.4874749999998603,0.17,0.6,0.43,0.28,1.0,0.8300000000000001,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.7735,0.5265,1.0,1.3148
