,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,g1,gm,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,2,exp_90,0.0,0.24580999999307096,0.38,0.5,0.3,0.5,0.0,0.4,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.4097,0.5596,1,0.4465
1,2,exp_27,0.0,0.21771500000613744,0.17,0.6,0.2,0.3,1.0,0.3,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.3585,0.7947,1,0.1632
2,2,catch_0,1.0,0.06604999999399297,0.72,0.5,0.2,0.19,0.0,0.3,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.1307,0.0019,0,0.1037
3,2,catch_4,1.0,0.3978300000017043,0.31,0.5,0.4,0.19,0.0,0.73,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.2257,0.0318,0,0.1756
4,2,exp_47,1.0,0.20046999998157844,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.5,0.6,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.2778,0.0742,0,0.3467
5,2,exp_37,1.0,0.08166999998502433,0.7,0.4,0.2,0.79,1.0,0.32,0.5,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.3461,0.177,0,0.196
6,2,catch_5,1.0,0.505925000004936,0.49,0.5,0.32,0.4,1.0,0.43,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.2991,0.0991,0,0.2178
7,2,exp_19,1.0,0.23791500000515955,0.17,0.6,0.43,0.28,1.0,0.8300000000000001,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4109,0.5363,0,0.5187
8,2,exp_29,0.0,0.15445500001078472,0.17,0.4,0.2,0.3,1.0,0.3,0.5,0.6,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.3703,0.7632,0,0.8235
9,2,exp_50,0.0,0.11777499999152496,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.3036,0.8948,1,0.1856
10,2,exp_82,1.0,0.23623000000952743,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,0.3956,0.3315,1,0.3014
11,2,exp_20,1.0,0.2698099999979604,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,0.4115,0.5162,1,0.0897
12,2,exp_78,0.0,0.1999550000182353,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,0.1203,0.9989,1,0.1053
13,2,exp_43,1.0,0.2906549999897834,0.48,0.6,0.16999999999999996,0.81,1.0,0.79,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.2674,0.0638,0,0.2417
14,2,exp_64,0.0,0.09744000001228414,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.4,0.5,0.6,1.0,1.0,TwoStageMixtureNoScaling,0.3138,0.8804,1,0.1587
