,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,g1,gm,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,6,exp_74,0.0,1.1662750000032829,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.5903,0.9299,1.0,0.5426
1,6,catch_1,1.0,1.7991800000017977,0.41,0.5,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.6913,0.1317,0.0,0.8689
2,6,exp_43,1.0,2.3346200000015087,0.48,0.6,0.16999999999999996,0.81,1.0,0.79,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.75,0.1855,0.0,0.4326
3,6,exp_64,1.0,0.9069049999963027,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.4,0.5,0.6,1.0,0.0,TwoStageMixtureNoScaling,0.8666,0.5516,1.0,0.2717
4,6,exp_82,1.0,0.7942799999945565,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,0.8635,0.4212,1.0,1.0405
5,6,exp_27,1.0,0.8775900000036927,0.17,0.6,0.2,0.3,1.0,0.3,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.7832,0.7716,0.0,0.1279
6,6,exp_52,0.0,0.6441549999945564,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.7971,0.7509,1.0,0.7352
7,6,exp_8,1.0,1.0204349999985423,0.29,0.5,0.18,0.7,0.0,0.5,0.4,0.5,0.6,1.0,0.0,TwoStageMixtureNoScaling,0.8547,0.6166,0.0,0.1548
8,6,exp_47,1.0,0.9313600000024308,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.5,0.6,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.6809,0.1238,0.0,0.3099
9,6,exp_67,1.0,0.948230000001844,0.51,0.6,0.42000000000000004,0.72,1.0,0.52,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.8311,0.6865,1.0,0.3297
10,6,exp_42,1.0,0.5685550000052899,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,0.7108,0.1476,0.0,0.0922
