,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,g1,gm,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,8,exp_69,1.0,1.501,0.51,0.4,0.42000000000000004,0.72,1.0,0.52,0.5,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.5551,0.6829,1,1.0435
1,8,exp_59,0.0,1.293,0.21,0.6,0.18,0.41,1.0,0.62,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.5668,0.6383,1,1.7621
2,8,catch_5,1.0,0.746,0.49,0.5,0.32,0.4,1.0,0.43,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.454,0.1304,0,0.1558
3,8,exp_96,1.0,1.484,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.5,0.6,1.0,0.0,TwoStageMixtureNoScaling,0.58,0.5482,0,0.6102
4,8,exp_10,0.0,1.111,0.29,0.5,0.18,0.7,0.0,0.5,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.5297,0.7509,0,0.2588
5,8,exp_40,1.0,0.103,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.4,0.5,0.6,1.0,0.0,TwoStageMixtureNoScaling,0.3791,0.0641,0,0.8845
6,8,exp_60,0.0,0.161,0.21,0.5,0.18,0.41,0.0,0.62,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,0.5817,0.4936,1,0.335
7,8,exp_99,0.0,0.598,0.38,0.6,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.5325,0.7445,1,0.1573
8,8,exp_90,0.0,0.921,0.38,0.5,0.3,0.5,0.0,0.4,0.4,0.5,0.6,0.0,1.0,TwoStageMixtureNoScaling,0.5636,0.6519,1,1.9304
9,8,exp_102,0.0,1.426,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,0.58,0.5482,1,0.3098
10,8,exp_22,0.0,1.14,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,0.5775,0.425,0,0.5492
