,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,g1,gm,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,14,exp_59,0.0,0.9801400000001304,0.21,0.6,0.18,0.41,1.0,0.62,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,1.0454,0.1417,0,0.5391
1,14,exp_9,1.0,1.079185000000056,0.29,0.6,0.18,0.7,1.0,0.5,0.5,0.4,0.5,1.0,0.0,TwoStageMixtureNoScaling,1.1708,0.2669,0,1.2621
2,14,catch_1,1.0,0.8229850000003353,0.41,0.5,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.9085,0.0748,0,0.6629
3,14,exp_1,0.0,1.232280000000028,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.5,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,1.2237,0.5687,0,0.3346
4,14,exp_84,1.0,0.964635000000475,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,0.9804,0.1049,0,1.3235
5,14,exp_30,0.0,1.6767650000003633,0.17,0.5,0.2,0.3,0.0,0.3,0.6,0.5,0.4,1.0,1.0,TwoStageMixtureNoScaling,1.2074,0.3411,0,2.9509
6,14,exp_27,0.0,2.0778299999998415,0.17,0.6,0.2,0.3,1.0,0.3,0.5,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,1.232,0.487,0,1.861
7,14,exp_104,0.0,1.6641300000001211,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.4,0.5,0.6,1.0,1.0,TwoStageMixtureNoScaling,1.1563,0.7317,1,1.9614
8,14,exp_82,1.0,2.207809999999823,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.5,0.6,0.0,0.0,TwoStageMixtureNoScaling,1.1033,0.1867,1,2.8406
9,14,exp_36,1.0,1.2343349999999627,0.7,0.5,0.2,0.79,0.0,0.32,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,1.0614,0.1528,0,2.0471
10,14,exp_52,0.0,1.7842800000000278,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,1.1828,0.6867,1,2.6736
11,14,exp_15,1.0,0.7084600000001956,0.29,0.4,0.18,0.7,1.0,0.5,0.5,0.6,0.5,1.0,0.0,TwoStageMixtureNoScaling,1.0871,0.1726,0,0.805
12,14,exp_60,1.0,0.6989950000003445,0.21,0.5,0.18,0.41,0.0,0.62,0.6,0.5,0.4,0.0,0.0,TwoStageMixtureNoScaling,0.9906,0.1099,0,1.3216
13,14,exp_115,1.0,0.8482949999996927,0.22,0.6,0.42000000000000004,0.49,1.0,0.79,0.5,0.4,0.5,0.0,0.0,TwoStageMixtureNoScaling,1.2154,0.6034,1,2.4543
14,14,exp_68,0.0,1.1668899999998976,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.6,0.5,0.4,0.0,1.0,TwoStageMixtureNoScaling,1.2184,0.5922,1,0.9518
