,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,7,exp_117,1.0,1.184965000000433,0.22,0.4,0.42000000000000004,0.49,1.0,0.79,0.6,0.0,0.0,TwoStageBetween,0.4865,0.4992,0,0.1025
1,7,exp_88,0.0,1.5199799999971875,0.38,0.5,0.3,0.5,0.0,0.4,0.5,1.0,1.0,TwoStageBetween,0.4854,0.5407,0,0.2365
2,7,catch_9,1.0,0.65063000000373,0.72,0.5,0.18,0.48,1.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.4859,0.5319,0,0.4738
3,7,exp_15,1.0,0.4018399999986869,0.29,0.4,0.18,0.7,1.0,0.5,0.6,1.0,0.0,TwoStageBetween,0.4643,0.682,1,0.5946
4,7,exp_52,0.0,0.4077449999967357,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,0.484,0.5624,1,0.2998
5,7,exp_60,1.0,0.3835600000020349,0.21,0.5,0.18,0.41,0.0,0.62,0.5,0.0,0.0,TwoStageBetween,0.4806,0.5953,1,0.9244
6,7,exp_108,1.0,0.4025450000044657,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.5,0.0,0.0,TwoStageBetween,0.4806,0.5951,0,0.5973
7,7,exp_19,0.0,0.42309499999822575,0.17,0.6,0.43,0.28,1.0,0.8300000000000001,0.4,0.0,1.0,TwoStageBetween,0.4865,0.496,0,0.457
8,7,catch_6,0.0,0.4203899999993155,0.59,0.5,0.19,0.23,0.0,0.27,0.5,1.0,1.0,TwoStageBetween,0.4757,0.3716,0,0.531
9,7,catch_1,0.0,0.4519450000007637,0.41,0.5,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,1.0,1.0,TwoStageBetween,0.4855,0.5404,0,0.1477
10,7,exp_36,1.0,0.5867750000033993,0.7,0.5,0.2,0.79,0.0,0.32,0.5,0.0,0.0,TwoStageBetween,0.4863,0.518,1,2.3038
11,7,exp_27,1.0,0.18707000000006518,0.17,0.6,0.2,0.3,1.0,0.3,0.4,0.0,0.0,TwoStageBetween,0.4865,0.5075,1,0.4416
12,7,exp_1,0.0,0.4830800000054296,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.4,1.0,1.0,TwoStageBetween,0.4675,0.6689,1,0.5001
13,7,exp_102,0.0,0.4012549999970943,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,1.0,1.0,TwoStageBetween,0.484,0.562,0,0.4822
14,7,catch_4,1.0,1.1243650000032503,0.31,0.5,0.4,0.19,0.0,0.73,0.5,1.0,0.0,TwoStageBetween,0.4832,0.4287,0,0.5884
15,7,exp_94,0.0,0.23277999999839813,0.38,0.5,0.3,0.5,0.0,0.4,0.5,1.0,1.0,TwoStageBetween,0.4854,0.5407,1,0.3835
