,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,17,exp_114,0.0,1.0921899999957532,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,0.0,1.0,TwoStageBetween,1.4582,0.4616,0.0,3.5717
1,17,exp_115,0.0,1.083649999985937,0.22,0.6,0.42000000000000004,0.49,1.0,0.79,0.4,0.0,1.0,TwoStageBetween,1.4574,0.4887,0.0,0.4999
2,17,exp_22,1.0,1.0714049999951385,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,1.0,0.0,TwoStageBetween,1.3778,0.2229,0.0,3.5097
3,17,exp_107,0.0,2.1536299999861512,0.4,0.6,0.21000000000000002,0.78,1.0,0.3,0.4,0.0,1.0,TwoStageBetween,1.4177,0.6503,0.0,1.172
4,17,exp_69,0.0,2.1581399999849964,0.51,0.4,0.42000000000000004,0.72,1.0,0.52,0.6,0.0,1.0,TwoStageBetween,1.4581,0.451,0.0,1.033
5,17,exp_88,0.0,1.0915649999806192,0.38,0.5,0.3,0.5,0.0,0.4,0.5,1.0,1.0,TwoStageBetween,1.452,0.3882,0.0,0.7127
6,17,exp_50,0.0,0.5268050000013318,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,1.4196,0.6459,,
7,17,exp_67,0.0,1.6102449999889359,0.51,0.6,0.42000000000000004,0.72,1.0,0.52,0.4,0.0,1.0,TwoStageBetween,1.4553,0.5121,1.0,0.6147
8,17,catch_2,1.0,1.076600000000326,0.6,0.5,0.22000000000000003,0.38,0.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.754,0.0101,0.0,0.7965
9,17,exp_27,1.0,1.0648999999975786,0.17,0.6,0.2,0.3,1.0,0.3,0.4,0.0,0.0,TwoStageBetween,1.4549,0.5155,0.0,1.4383
10,17,catch_9,1.0,1.0628900000010617,0.72,0.5,0.18,0.48,1.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.6911,0.0064,0.0,0.7115
11,17,exp_46,1.0,1.0776149999874178,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,0.8003,0.0136,0.0,0.549
