,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,11,exp_90,0.0,0.8456600000208709,0.38,0.5,0.3,0.5,0.0,0.4,0.5,0.0,1.0,TwoStageBetween,1.1307,0.3961,1.0,1.7673
1,11,exp_98,0.0,0.4831000000122003,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,0.0,1.0,TwoStageBetween,1.1359,0.4245,1.0,0.9879
2,11,exp_64,1.0,0.597925000009127,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,1.0,0.0,TwoStageBetween,1.1407,0.4882,1.0,1.3698
3,11,exp_91,1.0,1.1561600000131875,0.38,0.6,0.3,0.5,1.0,0.4,0.4,0.0,0.0,TwoStageBetween,1.1288,0.388,1.0,0.8548
4,11,exp_53,0.0,0.8234450000163633,0.32,0.4,0.6900000000000001,0.49,1.0,0.82,0.6,0.0,1.0,TwoStageBetween,1.1395,0.5211,1.0,0.6653
5,11,exp_99,0.0,0.6189750000194181,0.38,0.6,0.49000000000000005,0.58,1.0,0.6900000000000001,0.4,0.0,1.0,TwoStageBetween,1.1354,0.421,0.0,0.9435
6,11,exp_50,0.0,0.9078199999930804,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,1.1348,0.5605,1.0,1.448
7,11,exp_57,1.0,1.032409999985248,0.21,0.6,0.18,0.41,1.0,0.62,0.4,1.0,0.0,TwoStageBetween,0.9165,0.1182,0.0,1.4447
8,11,exp_101,1.0,0.7412650000187568,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.6,0.0,0.0,TwoStageBetween,1.1271,0.381,0.0,0.2176
9,11,exp_113,0.0,1.028154999978142,0.22,0.6,0.42000000000000004,0.49,1.0,0.79,0.4,1.0,1.0,TwoStageBetween,1.1378,0.4389,1.0,1.0148
10,11,exp_107,1.0,0.892374999995809,0.4,0.6,0.21000000000000002,0.78,1.0,0.3,0.4,0.0,0.0,TwoStageBetween,1.1388,0.529,0.0,3.6955
11,11,exp_23,1.0,0.5400099999969825,0.17,0.4,0.43,0.28,1.0,0.8300000000000001,0.6,1.0,0.0,TwoStageBetween,1.0591,0.2404,0.0,0.6226
