,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,6,exp_74,0.0,1.1662750000032829,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.5,0.0,1.0,TwoStageBetween,0.6251,0.907,0,1.1457
1,6,catch_1,1.0,1.7991800000017977,0.41,0.5,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,1.0,0.0,TwoStageBetween,0.7195,0.1642,1,0.3713
2,6,exp_43,1.0,2.3346200000015087,0.48,0.6,0.16999999999999996,0.81,1.0,0.79,0.4,0.0,0.0,TwoStageBetween,0.802,0.272,0,0.1918
3,6,exp_64,1.0,0.9069049999963027,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,1.0,0.0,TwoStageBetween,0.8417,0.6261,1,0.5221
4,6,exp_82,1.0,0.7942799999945565,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,0.0,0.0,TwoStageBetween,0.8557,0.4416,0,0.7161
5,6,exp_27,1.0,0.8775900000036927,0.17,0.6,0.2,0.3,1.0,0.3,0.4,0.0,0.0,TwoStageBetween,0.8193,0.6899,1,0.9099
6,6,exp_52,0.0,0.6441549999945564,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,0.8188,0.6909,1,0.2994
7,6,exp_8,1.0,1.0204349999985423,0.29,0.5,0.18,0.7,0.0,0.5,0.5,1.0,0.0,TwoStageBetween,0.8448,0.6143,1,0.7346
8,6,exp_47,1.0,0.9313600000024308,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.6,1.0,0.0,TwoStageBetween,0.788,0.2482,0,0.0946
9,6,exp_67,1.0,0.948230000001844,0.51,0.6,0.42000000000000004,0.72,1.0,0.52,0.4,0.0,0.0,TwoStageBetween,0.8376,0.6405,1,0.3979
10,6,exp_42,1.0,0.5685550000052899,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,0.7952,0.2599,0,0.7307
11,6,exp_101,1.0,0.8811300000015181,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.6,0.0,0.0,TwoStageBetween,0.8399,0.6328,1,1.5013
12,6,exp_104,1.0,1.3118149999936577,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.5,1.0,0.0,TwoStageBetween,0.7905,0.7453,0,0.7818
13,6,catch_0,1.0,1.0570850000004284,0.72,0.5,0.2,0.19,0.0,0.3,0.5,1.0,0.0,TwoStageBetween,0.4304,0.0196,0,0.2891
