,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,2,exp_90,0.0,0.24580999999307096,0.38,0.5,0.3,0.5,0.0,0.4,0.5,0.0,1.0,TwoStageBetween,0.3923,0.6139,0,0.3351
1,2,exp_27,0.0,0.21771500000613744,0.17,0.6,0.2,0.3,1.0,0.3,0.4,0.0,1.0,TwoStageBetween,0.327,0.8409,1,0.0723
2,2,catch_0,1.0,0.06604999999399297,0.72,0.5,0.2,0.19,0.0,0.3,0.5,1.0,0.0,TwoStageBetween,0.1013,0.0004,0,0.1294
3,2,catch_4,1.0,0.3978300000017043,0.31,0.5,0.4,0.19,0.0,0.73,0.5,1.0,0.0,TwoStageBetween,0.1646,0.0084,0,0.1645
4,2,exp_47,1.0,0.20046999998157844,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.6,1.0,0.0,TwoStageBetween,0.3058,0.1218,0,0.2963
5,2,exp_37,1.0,0.08166999998502433,0.7,0.4,0.2,0.79,1.0,0.32,0.6,0.0,0.0,TwoStageBetween,0.3692,0.2695,1,0.7973
6,2,catch_5,1.0,0.505925000004936,0.49,0.5,0.32,0.4,1.0,0.43,0.5,1.0,0.0,TwoStageBetween,0.2894,0.0982,0,0.1013
7,2,exp_19,1.0,0.23791500000515955,0.17,0.6,0.43,0.28,1.0,0.8300000000000001,0.4,0.0,0.0,TwoStageBetween,0.3924,0.613,1,0.6239
8,2,exp_29,0.0,0.15445500001078472,0.17,0.4,0.2,0.3,1.0,0.3,0.6,0.0,1.0,TwoStageBetween,0.3319,0.8311,0,0.4457
9,2,exp_50,0.0,0.11777499999152496,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,0.3255,0.8439,1,0.5684
10,2,exp_82,1.0,0.23623000000952743,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,0.0,0.0,TwoStageBetween,0.3972,0.438,1,0.1881
11,2,exp_20,1.0,0.2698099999979604,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,0.0,0.0,TwoStageBetween,0.3945,0.5949,0,0.8746
