,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,12,catch_8,1.0,0.688,0.32,0.5,0.37,0.22,0.0,0.5,0.5,1.0,0.0,TwoStageBetween,0.836,0.057,0.0,2.2174
1,12,exp_68,0.0,1.336,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,0.0,1.0,TwoStageBetween,1.1735,0.6679,0.0,1.6703
2,12,exp_91,1.0,0.67,0.38,0.6,0.3,0.5,1.0,0.4,0.4,0.0,0.0,TwoStageBetween,1.2128,0.5011,1.0,2.7132
3,12,exp_26,0.0,0.692,0.17,0.5,0.2,0.3,0.0,0.3,0.5,0.0,1.0,TwoStageBetween,1.1418,0.7262,0.0,0.9392
4,12,exp_43,1.0,0.897,0.48,0.6,0.16999999999999996,0.81,1.0,0.79,0.4,0.0,0.0,TwoStageBetween,0.8819,0.0717,0.0,1.2012
5,12,exp_80,1.0,1.228,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,1.0,0.0,TwoStageBetween,1.1515,0.2671,0.0,1.6308
6,12,exp_47,1.0,0.572,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.6,1.0,0.0,TwoStageBetween,0.929,0.0899,0.0,1.7153
7,12,exp_60,0.0,1.19,0.21,0.5,0.18,0.41,0.0,0.62,0.5,0.0,1.0,TwoStageBetween,1.1345,0.2425,1.0,0.8153
8,12,exp_82,1.0,1.176,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,0.0,0.0,TwoStageBetween,1.1515,0.2671,1.0,1.5421
9,12,exp_101,0.0,1.541,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.6,0.0,1.0,TwoStageBetween,1.1944,0.612,0.0,0.2968
10,12,exp_1,1.0,1.208,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.4,1.0,0.0,TwoStageBetween,1.1861,0.6371,1.0,1.7142
11,12,exp_116,0.0,0.657,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,0.0,1.0,TwoStageBetween,1.1189,0.7585,1.0,2.2863
12,12,exp_107,0.0,0.745,0.4,0.6,0.21000000000000002,0.78,1.0,0.3,0.4,0.0,1.0,TwoStageBetween,1.0724,0.8096,1.0,1.4615
