,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,4,exp_46,1.0,0.3722349999952712,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,0.2591,0.056,0,0.2501
1,4,exp_42,1.0,0.2878149999960442,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,0.2591,0.056,0,0.0549
2,4,exp_80,1.0,0.3942349999997532,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,1.0,0.0,TwoStageBetween,0.3286,0.1428,0,0.2104
3,4,exp_57,0.0,0.32736499999737134,0.21,0.6,0.18,0.41,1.0,0.62,0.4,1.0,1.0,TwoStageBetween,0.357,0.2006,0,0.2084
4,4,exp_37,1.0,0.29976500000339,0.7,0.4,0.2,0.79,1.0,0.32,0.6,0.0,0.0,TwoStageBetween,0.3404,0.1646,0,0.5317
5,4,exp_101,1.0,0.457670000003418,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.6,0.0,0.0,TwoStageBetween,0.4067,0.401,0,1.1851
6,4,catch_3,1.0,0.3946349999969243,0.38,0.5,0.58,0.19,1.0,0.6799999999999999,0.5,1.0,0.0,TwoStageBetween,0.319,0.127,0,0.956
7,4,exp_23,0.0,0.25970999999844935,0.17,0.4,0.43,0.28,1.0,0.8300000000000001,0.6,1.0,1.0,TwoStageBetween,0.4093,0.4286,1,0.6396
8,4,exp_73,0.0,0.3423499999989872,0.2,0.6,0.4,0.8,1.0,0.6799999999999999,0.4,1.0,1.0,TwoStageBetween,0.3092,0.8877,1,0.1131
9,4,exp_50,0.0,0.018009999999776483,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,0.4003,0.6453,0,0.983
10,4,exp_1,1.0,0.2707749999972293,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.4,1.0,0.0,TwoStageBetween,0.4092,0.5728,0,0.0646
11,4,exp_22,1.0,0.07416000000375789,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,1.0,0.0,TwoStageBetween,0.3948,0.3251,0,0.2435
12,4,exp_102,1.0,0.3453349999981583,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,1.0,0.0,TwoStageBetween,0.4121,0.5104,0,0.2063
13,4,exp_115,0.0,0.26706500000000233,0.22,0.6,0.42000000000000004,0.49,1.0,0.79,0.4,0.0,1.0,TwoStageBetween,0.4081,0.415,1,0.3839
14,4,catch_6,1.0,0.24077000000397675,0.59,0.5,0.19,0.23,0.0,0.27,0.5,1.0,0.0,TwoStageBetween,0.2178,0.0272,0,0.1255
15,4,exp_91,1.0,0.7725199999986216,0.38,0.6,0.3,0.5,1.0,0.4,0.4,0.0,0.0,TwoStageBetween,0.3992,0.3485,0,0.2281
16,4,catch_4,1.0,0.30961499999830266,0.31,0.5,0.4,0.19,0.0,0.73,0.5,1.0,0.0,TwoStageBetween,0.2347,0.0373,0,0.3992
17,4,exp_52,0.0,0.1555999999982305,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,0.4003,0.6453,0,0.2957
18,4,exp_89,0.0,0.3397100000001956,0.38,0.6,0.3,0.5,1.0,0.4,0.4,1.0,1.0,TwoStageBetween,0.4098,0.5648,1,0.403
19,4,exp_99,0.0,0.05568499999935739,0.38,0.6,0.49000000000000005,0.58,1.0,0.6900000000000001,0.4,0.0,1.0,TwoStageBetween,0.4067,0.401,0,0.1327
20,4,exp_25,0.0,0.32093000000168104,0.17,0.6,0.2,0.3,1.0,0.3,0.4,1.0,1.0,TwoStageBetween,0.3977,0.6599,0,0.9201
21,4,exp_47,1.0,0.27001000000018394,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.6,1.0,0.0,TwoStageBetween,0.2875,0.0845,0,0.1387
22,4,exp_36,1.0,0.7828599999993457,0.7,0.5,0.2,0.79,0.0,0.32,0.5,0.0,0.0,TwoStageBetween,0.3701,0.2348,0,1.0271
23,4,exp_15,0.0,0.8271849999946426,0.29,0.4,0.18,0.7,1.0,0.5,0.6,1.0,1.0,TwoStageBetween,0.4079,0.4128,1,0.1086
24,4,exp_20,1.0,0.4935049999985495,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,0.0,0.0,TwoStageBetween,0.3948,0.3251,0,0.2213
25,4,exp_60,1.0,0.49517999999807216,0.21,0.5,0.18,0.41,0.0,0.62,0.5,0.0,0.0,TwoStageBetween,0.3262,0.1388,0,0.4184
26,4,exp_58,1.0,1.0579149999975923,0.21,0.5,0.18,0.41,0.0,0.62,0.5,0.0,0.0,TwoStageBetween,0.3262,0.1388,0,0.3672
27,4,catch_5,1.0,0.24527500000112923,0.49,0.5,0.32,0.4,1.0,0.43,0.5,1.0,0.0,TwoStageBetween,0.3762,0.2531,0,0.5782
28,4,exp_9,1.0,1.054855000002135,0.29,0.6,0.18,0.7,1.0,0.5,0.4,1.0,0.0,TwoStageBetween,0.4079,0.4128,1,0.2136
29,4,exp_116,1.0,0.38932000000204425,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,0.4118,0.5249,0,1.2035
30,4,catch_7,1.0,0.17102999999769963,0.48,0.5,0.21000000000000002,0.28,1.0,0.52,0.5,1.0,0.0,TwoStageBetween,0.2071,0.0217,0,0.279
31,4,exp_68,0.0,0.03928500000620261,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,0.0,1.0,TwoStageBetween,0.41,0.5617,1,0.3918
32,4,exp_43,1.0,0.3336750000016764,0.48,0.6,0.16999999999999996,0.81,1.0,0.79,0.4,0.0,0.0,TwoStageBetween,0.2337,0.0367,0,0.1308
33,4,exp_82,1.0,0.6256300000023329,0.29,0.5,0.22000000000000003,0.61,0.0,0.8099999999999999,0.5,0.0,0.0,TwoStageBetween,0.3286,0.1428,0,0.2743
34,4,catch_2,1.0,0.8681950000026263,0.6,0.5,0.22000000000000003,0.38,0.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.24,0.041,0,0.3161
35,4,exp_35,1.0,0.2943049999958603,0.7,0.6,0.2,0.79,1.0,0.32,0.4,0.0,0.0,TwoStageBetween,0.3404,0.1646,0,0.305
36,4,exp_30,0.0,0.3823899999989662,0.17,0.5,0.2,0.3,0.0,0.3,0.5,1.0,1.0,TwoStageBetween,0.4105,0.5548,1,0.0982
37,4,exp_114,1.0,0.23412000000104308,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,0.4118,0.5249,0,0.3754
38,4,exp_53,0.0,0.3469200000035344,0.32,0.4,0.6900000000000001,0.49,1.0,0.82,0.6,0.0,1.0,TwoStageBetween,0.4113,0.5388,1,0.4555
39,4,exp_3,1.0,0.4619500000044936,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.4,0.0,0.0,TwoStageBetween,0.4005,0.356,0,0.2344
40,4,exp_74,0.0,0.4441999999980908,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.5,0.0,1.0,TwoStageBetween,0.3404,0.8354,0,0.2783
