,subject_id,condition,choice,rt,p1,gp,m0,p0,presentation01,m1,gm,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,19,exp_78,0.0,0.573,0.2,0.5,0.4,0.8,0.0,0.6799999999999999,0.5,1.0,1.0,TwoStageBetween,0.3386,0.9999,1,0.3075
1,19,exp_8,0.0,0.621,0.29,0.5,0.18,0.7,0.0,0.5,0.5,1.0,1.0,TwoStageBetween,0.5485,0.9972,1,0.6242
2,19,exp_9,0.0,0.986,0.29,0.6,0.18,0.7,1.0,0.5,0.4,1.0,1.0,TwoStageBetween,0.5054,0.9983,1,0.5843
3,19,catch_1,1.0,0.44,0.41,0.5,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,1.0,0.0,TwoStageBetween,0.8946,0.0345,0,0.8502
4,19,exp_25,0.0,0.547,0.17,0.6,0.2,0.3,1.0,0.3,0.4,1.0,1.0,TwoStageBetween,0.6983,0.9891,1,1.3816
5,19,exp_114,0.0,0.664,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,0.0,1.0,TwoStageBetween,0.5637,0.9966,1,0.3319
6,19,catch_0,1.0,0.862,0.72,0.5,0.2,0.19,0.0,0.3,0.5,1.0,0.0,TwoStageBetween,0.311,0.0,0,0.2876
7,19,exp_115,0.0,0.577,0.22,0.6,0.42000000000000004,0.49,1.0,0.79,0.4,0.0,1.0,TwoStageBetween,0.524,0.9979,1,0.3674
8,19,exp_88,0.0,0.428,0.38,0.5,0.3,0.5,0.0,0.4,0.5,1.0,1.0,TwoStageBetween,1.1666,0.859,1,0.8905
9,19,exp_90,0.0,0.555,0.38,0.5,0.3,0.5,0.0,0.4,0.5,0.0,1.0,TwoStageBetween,1.1666,0.859,1,1.3389
10,19,exp_68,0.0,0.629,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,0.0,1.0,TwoStageBetween,1.032,0.9254,1,1.5827
11,19,exp_113,0.0,0.382,0.22,0.6,0.42000000000000004,0.49,1.0,0.79,0.4,1.0,1.0,TwoStageBetween,0.5234,0.9979,1,0.5039
12,19,exp_10,0.0,0.792,0.29,0.5,0.18,0.7,0.0,0.5,0.5,0.0,1.0,TwoStageBetween,0.5485,0.9972,1,0.7161
13,19,exp_59,0.0,1.06,0.21,0.6,0.18,0.41,1.0,0.62,0.4,0.0,1.0,TwoStageBetween,0.6978,0.9892,1,1.072
14,19,catch_6,1.0,0.514,0.59,0.5,0.19,0.23,0.0,0.27,0.5,1.0,0.0,TwoStageBetween,0.4093,0.0004,0,0.3036
15,19,exp_40,1.0,0.415,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,1.0119,0.9323,1,1.9794
16,19,exp_116,0.0,0.318,0.22,0.5,0.42000000000000004,0.49,0.0,0.79,0.5,0.0,1.0,TwoStageBetween,0.5637,0.9966,1,0.4319
17,19,catch_9,1.0,0.444,0.72,0.5,0.18,0.48,1.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.7246,0.0129,0,0.5397
18,19,exp_47,0.0,1.745,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.6,1.0,1.0,TwoStageBetween,1.0865,0.9031,1,1.8839
19,19,catch_7,1.0,0.543,0.48,0.5,0.21000000000000002,0.28,1.0,0.52,0.5,1.0,0.0,TwoStageBetween,0.5803,0.004,0,0.4674
20,19,exp_94,0.0,0.532,0.38,0.5,0.3,0.5,0.0,0.4,0.5,1.0,1.0,TwoStageBetween,1.1666,0.859,1,1.9605
21,19,exp_102,0.0,0.41,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,1.0,1.0,TwoStageBetween,0.9356,0.954,1,0.2964
22,19,exp_67,1.0,0.409,0.51,0.6,0.42000000000000004,0.72,1.0,0.52,0.4,0.0,0.0,TwoStageBetween,0.9928,0.9384,1,1.0196
23,19,exp_45,1.0,1.658,0.48,0.4,0.16999999999999996,0.81,1.0,0.79,0.6,0.0,0.0,TwoStageBetween,1.088,0.9025,1,1.3236
24,19,exp_35,0.0,0.571,0.7,0.6,0.2,0.79,1.0,0.32,0.4,0.0,1.0,TwoStageBetween,1.3619,0.5984,0,2.191
25,19,exp_46,1.0,0.43,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,1.0,0.0,TwoStageBetween,1.0119,0.9323,1,1.3919
26,19,exp_50,0.0,0.359,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,0.8906,0.9638,1,0.582
27,19,exp_26,0.0,0.458,0.17,0.5,0.2,0.3,0.0,0.3,0.5,0.0,1.0,TwoStageBetween,0.7456,0.9848,1,1.5751
28,19,exp_69,0.0,0.644,0.51,0.4,0.42000000000000004,0.72,1.0,0.52,0.6,0.0,1.0,TwoStageBetween,1.0728,0.9093,1,0.7196
29,19,exp_52,0.0,0.443,0.32,0.5,0.6900000000000001,0.49,0.0,0.82,0.5,0.0,1.0,TwoStageBetween,0.8906,0.9638,1,0.8677
30,19,exp_42,1.0,0.556,0.48,0.5,0.16999999999999996,0.81,0.0,0.79,0.5,0.0,0.0,TwoStageBetween,1.0119,0.9323,1,0.3771
31,19,exp_73,0.0,0.499,0.2,0.6,0.4,0.8,1.0,0.6799999999999999,0.4,1.0,1.0,TwoStageBetween,0.3162,1.0,1,0.1727
32,19,exp_96,0.0,0.509,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,1.0,1.0,TwoStageBetween,0.9356,0.954,1,1.7991
33,19,exp_3,0.0,1.075,0.49,0.6,0.53,0.79,1.0,0.8300000000000001,0.4,0.0,1.0,TwoStageBetween,0.8255,0.9749,1,0.541
34,19,exp_20,0.0,0.447,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,0.0,1.0,TwoStageBetween,0.8887,0.9641,1,0.7958
35,19,catch_3,1.0,1.042,0.38,0.5,0.58,0.19,1.0,0.6799999999999999,0.5,1.0,0.0,TwoStageBetween,0.5488,0.0029,0,0.7318
36,19,exp_108,0.0,0.564,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.5,0.0,1.0,TwoStageBetween,0.6342,0.9935,1,0.4101
37,19,catch_2,1.0,0.619,0.6,0.5,0.22000000000000003,0.38,0.0,0.4,0.5,1.0,0.0,TwoStageBetween,0.6967,0.0106,0,0.4407
38,19,exp_89,0.0,0.539,0.38,0.6,0.3,0.5,1.0,0.4,0.4,1.0,1.0,TwoStageBetween,1.1337,0.8791,1,0.647
39,19,exp_15,0.0,0.844,0.29,0.4,0.18,0.7,1.0,0.5,0.6,1.0,1.0,TwoStageBetween,0.5982,0.9953,1,0.4258
40,19,exp_18,0.0,0.87,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,0.0,1.0,TwoStageBetween,0.8887,0.9641,1,1.3407
41,19,catch_5,1.0,0.375,0.49,0.5,0.32,0.4,1.0,0.43,0.5,1.0,0.0,TwoStageBetween,1.1434,0.1092,0,3.342
42,19,exp_57,0.0,0.722,0.21,0.6,0.18,0.41,1.0,0.62,0.4,1.0,1.0,TwoStageBetween,0.6968,0.9892,1,0.9129
43,19,exp_107,0.0,0.609,0.4,0.6,0.21000000000000002,0.78,1.0,0.3,0.4,0.0,1.0,TwoStageBetween,0.5938,0.9955,1,0.2524
44,19,exp_53,0.0,0.51,0.32,0.4,0.6900000000000001,0.49,1.0,0.82,0.6,0.0,1.0,TwoStageBetween,0.9364,0.9538,1,0.4921
45,19,exp_37,1.0,0.533,0.7,0.4,0.2,0.79,1.0,0.32,0.6,0.0,0.0,TwoStageBetween,1.373,0.5519,0,0.3066
46,19,exp_64,0.0,0.44,0.51,0.5,0.42000000000000004,0.72,0.0,0.52,0.5,1.0,1.0,TwoStageBetween,1.032,0.9254,1,1.7287
47,19,exp_104,0.0,0.324,0.4,0.5,0.21000000000000002,0.78,0.0,0.3,0.5,1.0,1.0,TwoStageBetween,0.6342,0.9935,1,0.2982
48,19,exp_22,0.0,0.424,0.17,0.5,0.43,0.28,0.0,0.8300000000000001,0.5,1.0,1.0,TwoStageBetween,0.8887,0.9641,0,0.9759
49,19,exp_27,0.0,0.452,0.17,0.6,0.2,0.3,1.0,0.3,0.4,0.0,1.0,TwoStageBetween,0.6993,0.989,1,0.7724
50,19,exp_58,0.0,0.61,0.21,0.5,0.18,0.41,0.0,0.62,0.5,0.0,1.0,TwoStageBetween,0.7599,0.9833,1,0.5976
51,19,exp_99,0.0,0.528,0.38,0.6,0.49000000000000005,0.58,1.0,0.6900000000000001,0.4,0.0,1.0,TwoStageBetween,0.8889,0.9641,1,2.2102
52,19,exp_30,0.0,0.506,0.17,0.5,0.2,0.3,0.0,0.3,0.5,1.0,1.0,TwoStageBetween,0.7456,0.9848,1,0.5207
53,19,exp_98,0.0,0.543,0.38,0.5,0.49000000000000005,0.58,0.0,0.6900000000000001,0.5,0.0,1.0,TwoStageBetween,0.9356,0.954,1,0.8285
54,19,exp_60,0.0,0.476,0.21,0.5,0.18,0.41,0.0,0.62,0.5,0.0,1.0,TwoStageBetween,0.7599,0.9833,1,0.4859
55,19,catch_8,1.0,0.607,0.32,0.5,0.37,0.22,0.0,0.5,0.5,1.0,0.0,TwoStageBetween,0.8594,0.0288,0,0.3618
56,19,exp_101,0.0,0.448,0.38,0.4,0.49000000000000005,0.58,1.0,0.6900000000000001,0.6,0.0,1.0,TwoStageBetween,0.9852,0.9407,1,0.7159
