,subject_id,condition,choice,rt,p1,gp,last_stage_favours,p0,gm,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,151,exp_22,1.0,0.6768999999761581,0.17,0.5,1.0,0.28,0.5,0.8300000000000001,0.0,0.43,0.0,TwoStageBetween,0.7428,0.6964,1,1.5141
1,151,exp_43,1.0,0.31490000009536745,0.48,0.6,0.0,0.81,0.4,0.79,1.0,0.16999999999999996,0.0,TwoStageBetween,0.7506,0.3215,0,1.0793
2,151,exp_82,0.0,0.6722999999523163,0.29,0.5,0.0,0.61,0.5,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageBetween,0.7623,0.6414,1,0.2696
3,151,exp_91,0.0,0.34960000002384184,0.38,0.6,0.0,0.5,0.4,0.4,1.0,0.3,1.0,TwoStageBetween,0.7559,0.6618,1,0.9027
4,151,exp_20,1.0,0.382,0.17,0.5,0.0,0.28,0.5,0.8300000000000001,0.0,0.43,0.0,TwoStageBetween,0.7428,0.6964,0,0.6416
5,151,exp_101,0.0,0.4547999999523163,0.38,0.4,0.0,0.58,0.6,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageBetween,0.7143,0.7527,1,0.486
6,151,exp_18,0.0,0.3525,0.17,0.5,0.0,0.28,0.5,0.8300000000000001,0.0,0.43,1.0,TwoStageBetween,0.7428,0.6964,1,0.1795
7,151,exp_23,1.0,0.452,0.17,0.4,1.0,0.28,0.6,0.8300000000000001,1.0,0.43,0.0,TwoStageBetween,0.7504,0.6772,1,0.1639
8,151,catch_1,1.0,0.4378999999761581,0.41,0.5,1.0,0.29,0.5,0.5900000000000001,1.0,0.42000000000000004,0.0,TwoStageBetween,0.5082,0.0608,0,0.1812
9,151,catch_3,1.0,0.5110999999046326,0.38,0.5,1.0,0.19,0.5,0.6799999999999999,1.0,0.58,0.0,TwoStageBetween,0.3837,0.0184,0,0.312
10,151,exp_30,0.0,0.9555,0.17,0.5,1.0,0.3,0.5,0.3,0.0,0.2,1.0,TwoStageBetween,0.623,0.8634,1,0.1135
11,151,exp_89,1.0,1.022100000023842,0.38,0.6,1.0,0.5,0.4,0.4,1.0,0.3,0.0,TwoStageBetween,0.7464,0.6877,1,0.5332
12,151,catch_0,1.0,0.33730000007152555,0.72,0.5,1.0,0.19,0.5,0.3,0.0,0.2,0.0,TwoStageBetween,0.2138,0.0006,0,0.0861
13,151,catch_4,1.0,0.39520000004768374,0.31,0.5,1.0,0.19,0.5,0.73,0.0,0.4,0.0,TwoStageBetween,0.3634,0.0143,0,0.1551
14,151,exp_114,0.0,0.44970000004768373,0.22,0.5,0.0,0.49,0.5,0.79,0.0,0.42000000000000004,1.0,TwoStageBetween,0.5547,0.9139,1,0.6365
15,151,exp_27,1.0,0.6018000000715256,0.17,0.6,0.0,0.3,0.4,0.3,1.0,0.2,0.0,TwoStageBetween,0.6126,0.8724,1,0.1857
