,subject_id,condition,choice,rt,p1,gp,last_stage_favours,p0,gm,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,111,exp_53,0.0,0.8441000000238419,0.32,0.4,0.0,0.49,0.6,0.82,1.0,0.6900000000000001,1.0,TwoStageBetween,0.9911,0.6079,1,0.2734
1,111,exp_73,1.0,0.6437000000476837,0.2,0.6,1.0,0.8,0.4,0.6799999999999999,1.0,0.4,0.0,TwoStageBetween,0.9584,0.6961,1,0.0724
2,111,catch_5,1.0,0.4035,0.49,0.5,1.0,0.4,0.5,0.43,1.0,0.32,0.0,TwoStageBetween,0.8349,0.1487,0,0.2262
3,111,exp_80,1.0,0.7968999999761581,0.29,0.5,1.0,0.61,0.5,0.8099999999999999,0.0,0.22000000000000003,0.0,TwoStageBetween,0.6774,0.0627,0,0.2414
4,111,exp_94,1.0,0.846,0.38,0.5,1.0,0.5,0.5,0.4,0.0,0.3,0.0,TwoStageBetween,0.9928,0.3881,0,0.7435
5,111,catch_2,1.0,0.43010000002384186,0.6,0.5,1.0,0.38,0.5,0.4,0.0,0.22000000000000003,0.0,TwoStageBetween,0.5804,0.033,0,1.6922
6,111,exp_68,1.0,0.8155,0.51,0.5,0.0,0.72,0.5,0.52,0.0,0.42000000000000004,0.0,TwoStageBetween,1.0055,0.4984,1,0.3416
7,111,exp_88,0.0,0.593,0.38,0.5,1.0,0.5,0.5,0.4,0.0,0.3,1.0,TwoStageBetween,0.9928,0.3881,1,0.501
8,111,catch_9,1.0,0.4312000000476837,0.72,0.5,1.0,0.48,0.5,0.4,1.0,0.18,0.0,TwoStageBetween,0.5011,0.0172,0,0.2594
9,111,exp_23,1.0,0.549,0.17,0.4,1.0,0.28,0.6,0.8300000000000001,1.0,0.43,0.0,TwoStageBetween,0.8941,0.2032,0,0.252
10,111,exp_113,0.0,0.5798999999761582,0.22,0.6,1.0,0.49,0.4,0.79,1.0,0.42000000000000004,1.0,TwoStageBetween,0.9822,0.3518,0,2.1512
11,111,exp_108,1.0,0.5618999999761581,0.4,0.5,0.0,0.78,0.5,0.3,0.0,0.21000000000000002,0.0,TwoStageBetween,1.0023,0.5486,0,1.3631
12,111,exp_19,1.0,0.6411000000238418,0.17,0.6,0.0,0.28,0.4,0.8300000000000001,1.0,0.43,0.0,TwoStageBetween,0.9211,0.2359,0,1.3226
13,111,exp_114,1.0,1.2597999999523166,0.22,0.5,0.0,0.49,0.5,0.79,0.0,0.42000000000000004,0.0,TwoStageBetween,0.989,0.3738,0,0.2726
14,111,exp_99,0.0,0.7055,0.38,0.6,0.0,0.58,0.4,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageBetween,1.003,0.4469,1,3.9052
15,111,exp_8,1.0,0.7127999999523162,0.29,0.5,1.0,0.7,0.5,0.5,0.0,0.18,0.0,TwoStageBetween,0.855,0.1651,1,1.8835
16,111,exp_59,1.0,0.5123000000715255,0.21,0.6,0.0,0.41,0.4,0.62,1.0,0.18,0.0,TwoStageBetween,0.6949,0.0695,0,0.4055
17,111,exp_47,1.0,0.5316000000238419,0.48,0.4,1.0,0.81,0.6,0.79,1.0,0.16999999999999996,0.0,TwoStageBetween,0.5209,0.0205,0,0.9314
18,111,exp_102,0.0,0.6895,0.38,0.5,1.0,0.58,0.5,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageBetween,0.9999,0.4235,1,0.6456
19,111,exp_36,1.0,1.1208000000715255,0.7,0.5,0.0,0.79,0.5,0.32,0.0,0.2,0.0,TwoStageBetween,0.8732,0.1816,0,0.572
