,subject_id,condition,choice,rt,p1,gp,last_stage_favours,p0,gm,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,44,exp_36,1.0,0.797,0.7,0.5,0.0,0.79,0.5,0.32,0.0,0.2,0.0,TwoStageBetween,0.6818,0.5364,1,2.3293
1,44,exp_74,0.0,0.41,0.2,0.5,0.0,0.8,0.5,0.6799999999999999,0.0,0.4,1.0,TwoStageBetween,0.2796,0.9921,1,0.5047
2,44,catch_4,1.0,0.368,0.31,0.5,1.0,0.19,0.5,0.73,0.0,0.4,0.0,TwoStageBetween,0.4563,0.0698,0,1.2034
3,44,catch_2,1.0,0.367,0.6,0.5,1.0,0.38,0.5,0.4,0.0,0.22000000000000003,0.0,TwoStageBetween,0.4714,0.0794,0,0.9663
4,44,exp_115,0.0,0.408,0.22,0.6,0.0,0.49,0.4,0.79,1.0,0.42000000000000004,1.0,TwoStageBetween,0.4258,0.947,1,0.2893
5,44,exp_59,0.0,0.269,0.21,0.6,0.0,0.41,0.4,0.62,1.0,0.18,1.0,TwoStageBetween,0.5259,0.8779,1,1.5513
6,44,exp_27,0.0,0.565,0.17,0.6,0.0,0.3,0.4,0.3,1.0,0.2,1.0,TwoStageBetween,0.5055,0.8955,1,0.4135
7,44,exp_50,0.0,0.286,0.32,0.5,0.0,0.49,0.5,0.82,0.0,0.6900000000000001,1.0,TwoStageBetween,0.5579,0.8453,0,0.3475
8,44,exp_91,0.0,0.546,0.38,0.6,0.0,0.5,0.4,0.4,1.0,0.3,1.0,TwoStageBetween,0.6316,0.7333,1,0.3903
9,44,exp_104,0.0,0.494,0.4,0.5,1.0,0.78,0.5,0.3,0.0,0.21000000000000002,1.0,TwoStageBetween,0.4623,0.9264,1,0.6626
10,44,exp_15,0.0,0.12,0.29,0.4,1.0,0.7,0.6,0.5,1.0,0.18,1.0,TwoStageBetween,0.4341,0.9427,1,0.2085
11,44,exp_46,1.0,0.39,0.48,0.5,1.0,0.81,0.5,0.79,0.0,0.16999999999999996,0.0,TwoStageBetween,0.6159,0.7638,1,2.4159
12,44,exp_25,0.0,0.455,0.17,0.6,1.0,0.3,0.4,0.3,1.0,0.2,1.0,TwoStageBetween,0.5178,0.8851,1,0.7186
13,44,exp_98,0.0,0.332,0.38,0.5,0.0,0.58,0.5,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageBetween,0.5754,0.8244,0,0.2776
14,44,exp_57,0.0,0.514,0.21,0.6,1.0,0.41,0.4,0.62,1.0,0.18,1.0,TwoStageBetween,0.5384,0.8659,1,0.3441
15,44,exp_68,0.0,0.174,0.51,0.5,0.0,0.72,0.5,0.52,0.0,0.42000000000000004,1.0,TwoStageBetween,0.6005,0.7893,1,0.1401
16,44,exp_88,0.0,0.498,0.38,0.5,1.0,0.5,0.5,0.4,0.0,0.3,1.0,TwoStageBetween,0.6365,0.7227,1,0.2807
17,44,exp_18,0.0,0.369,0.17,0.5,0.0,0.28,0.5,0.8300000000000001,0.0,0.43,1.0,TwoStageBetween,0.5672,0.8345,1,0.2107
18,44,exp_102,0.0,0.149,0.38,0.5,1.0,0.58,0.5,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageBetween,0.5754,0.8244,1,0.1087
19,44,exp_22,0.0,0.364,0.17,0.5,1.0,0.28,0.5,0.8300000000000001,0.0,0.43,1.0,TwoStageBetween,0.5672,0.8345,1,0.1672
20,44,exp_20,0.0,0.402,0.17,0.5,0.0,0.28,0.5,0.8300000000000001,0.0,0.43,1.0,TwoStageBetween,0.5672,0.8345,1,0.4146
21,44,catch_5,1.0,0.332,0.49,0.5,1.0,0.4,0.5,0.43,1.0,0.32,0.0,TwoStageBetween,0.615,0.2343,0,0.2713
22,44,exp_3,0.0,0.371,0.49,0.6,0.0,0.79,0.4,0.8300000000000001,1.0,0.53,1.0,TwoStageBetween,0.5526,0.8512,1,0.3194
23,44,catch_9,1.0,0.509,0.72,0.5,1.0,0.48,0.5,0.4,1.0,0.18,0.0,TwoStageBetween,0.473,0.0804,0,0.2127
24,44,exp_116,0.0,0.47,0.22,0.5,0.0,0.49,0.5,0.79,0.0,0.42000000000000004,1.0,TwoStageBetween,0.4312,0.9443,1,1.2014
25,44,exp_94,0.0,0.199,0.38,0.5,1.0,0.5,0.5,0.4,0.0,0.3,1.0,TwoStageBetween,0.6365,0.7227,1,0.2228
26,44,exp_113,0.0,0.78,0.22,0.6,1.0,0.49,0.4,0.79,1.0,0.42000000000000004,1.0,TwoStageBetween,0.4366,0.9414,1,0.1422
27,44,exp_53,0.0,0.459,0.32,0.4,0.0,0.49,0.6,0.82,1.0,0.6900000000000001,1.0,TwoStageBetween,0.5517,0.8521,0,0.0903
28,44,exp_60,0.0,0.658,0.21,0.5,0.0,0.41,0.5,0.62,0.0,0.18,1.0,TwoStageBetween,0.5322,0.872,1,0.3209
29,44,catch_8,1.0,0.392,0.32,0.5,1.0,0.22,0.5,0.5,0.0,0.37,0.0,TwoStageBetween,0.5377,0.1333,0,0.1752
30,44,exp_99,0.0,0.115,0.38,0.6,0.0,0.58,0.4,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageBetween,0.5693,0.832,1,0.4166
31,44,exp_42,0.0,0.344,0.48,0.5,0.0,0.81,0.5,0.79,0.0,0.16999999999999996,1.0,TwoStageBetween,0.6159,0.7638,1,0.2159
32,44,exp_89,0.0,0.484,0.38,0.6,1.0,0.5,0.4,0.4,1.0,0.3,1.0,TwoStageBetween,0.6412,0.7119,1,0.475
33,44,exp_96,0.0,0.773,0.38,0.5,1.0,0.58,0.5,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageBetween,0.5754,0.8244,1,1.2344
34,44,exp_40,1.0,0.44,0.48,0.5,1.0,0.81,0.5,0.79,0.0,0.16999999999999996,0.0,TwoStageBetween,0.6159,0.7638,1,0.5425
35,44,exp_73,0.0,2.581,0.2,0.6,1.0,0.8,0.4,0.6799999999999999,1.0,0.4,1.0,TwoStageBetween,0.2824,0.9917,1,0.6601
36,44,exp_101,0.0,1.292,0.38,0.4,0.0,0.58,0.6,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageBetween,0.5693,0.832,1,0.9263
37,44,exp_114,0.0,0.526,0.22,0.5,0.0,0.49,0.5,0.79,0.0,0.42000000000000004,1.0,TwoStageBetween,0.4312,0.9443,1,1.7945
38,44,exp_82,0.0,0.347,0.29,0.5,0.0,0.61,0.5,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageBetween,0.5029,0.8976,1,0.4837
39,44,exp_80,0.0,0.729,0.29,0.5,1.0,0.61,0.5,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageBetween,0.5029,0.8976,1,1.0457
40,44,exp_8,0.0,0.862,0.29,0.5,1.0,0.7,0.5,0.5,0.0,0.18,1.0,TwoStageBetween,0.4287,0.9455,0,0.2597
41,44,exp_90,0.0,0.352,0.38,0.5,0.0,0.5,0.5,0.4,0.0,0.3,1.0,TwoStageBetween,0.6365,0.7227,0,1.2967
42,44,exp_45,1.0,0.455,0.48,0.4,0.0,0.81,0.6,0.79,1.0,0.16999999999999996,0.0,TwoStageBetween,0.6104,0.7732,1,0.2438
43,44,exp_9,0.0,0.461,0.29,0.6,1.0,0.7,0.4,0.5,1.0,0.18,1.0,TwoStageBetween,0.4341,0.9427,1,0.2477
44,44,exp_10,0.0,0.376,0.29,0.5,0.0,0.7,0.5,0.5,0.0,0.18,1.0,TwoStageBetween,0.4287,0.9455,1,0.3813
45,44,exp_1,0.0,0.451,0.49,0.6,1.0,0.79,0.4,0.8300000000000001,1.0,0.53,1.0,TwoStageBetween,0.565,0.8371,1,0.3954
46,44,exp_107,0.0,0.341,0.4,0.6,0.0,0.78,0.4,0.3,1.0,0.21000000000000002,1.0,TwoStageBetween,0.4566,0.93,1,0.3528
47,44,catch_3,1.0,0.445,0.38,0.5,1.0,0.19,0.5,0.6799999999999999,1.0,0.58,0.0,TwoStageBetween,0.4039,0.0427,0,0.1192
48,44,exp_58,0.0,0.126,0.21,0.5,0.0,0.41,0.5,0.62,0.0,0.18,1.0,TwoStageBetween,0.5322,0.872,1,1.0006
49,44,catch_6,1.0,0.48,0.59,0.5,1.0,0.23,0.5,0.27,0.0,0.19,0.0,TwoStageBetween,0.3213,0.0157,0,0.1947
50,44,catch_7,1.0,0.117,0.48,0.5,1.0,0.28,0.5,0.52,1.0,0.21000000000000002,0.0,TwoStageBetween,0.4081,0.0445,0,0.3911
51,44,catch_0,1.0,0.054,0.72,0.5,1.0,0.19,0.5,0.3,0.0,0.2,0.0,TwoStageBetween,0.2502,0.0043,0,0.2245
52,44,catch_1,1.0,0.815,0.41,0.5,1.0,0.29,0.5,0.5900000000000001,1.0,0.42000000000000004,0.0,TwoStageBetween,0.5419,0.1375,0,0.4061
53,44,exp_29,0.0,0.715,0.17,0.4,0.0,0.3,0.6,0.3,1.0,0.2,1.0,TwoStageBetween,0.5055,0.8955,1,1.6982
54,44,exp_78,0.0,0.341,0.2,0.5,1.0,0.8,0.5,0.6799999999999999,0.0,0.4,1.0,TwoStageBetween,0.2796,0.9921,1,0.1205
55,44,exp_43,1.0,0.486,0.48,0.6,0.0,0.81,0.4,0.79,1.0,0.16999999999999996,0.0,TwoStageBetween,0.6104,0.7732,1,1.1119
56,44,exp_37,0.0,0.471,0.7,0.4,0.0,0.79,0.6,0.32,1.0,0.2,1.0,TwoStageBetween,0.6808,0.5496,0,0.5148
