,subject_id,condition,choice,rt,p1,gp,last_stage_favours,p0,gm,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,5,catch_0,1.0,0.8775,0.72,0.5,1.0,0.19,0.5,0.3,0.0,0.2,0.0,TwoStageBetween,0.5412,0.029,0.0,0.1187
1,5,exp_69,0.0,0.6896999999284744,0.51,0.4,0.0,0.72,0.6,0.52,1.0,0.42000000000000004,1.0,TwoStageBetween,0.968,0.4333,1.0,0.2953
2,5,exp_45,1.0,0.5766000000238418,0.48,0.4,0.0,0.81,0.6,0.79,1.0,0.16999999999999996,0.0,TwoStageBetween,0.3657,0.0042,0.0,1.2779
3,5,exp_52,1.0,0.725,0.32,0.5,0.0,0.49,0.5,0.82,0.0,0.6900000000000001,0.0,TwoStageBetween,0.9688,0.4393,1.0,0.4256
4,5,exp_113,1.0,0.629,0.22,0.6,1.0,0.49,0.4,0.79,1.0,0.42000000000000004,0.0,TwoStageBetween,0.7739,0.1264,0.0,0.4624
5,5,exp_98,1.0,0.6783000000715256,0.38,0.5,0.0,0.58,0.5,0.6900000000000001,0.0,0.49000000000000005,0.0,TwoStageBetween,0.9075,0.2638,0.0,0.893
6,5,catch_8,1.0,0.5236000000238419,0.32,0.5,1.0,0.22,0.5,0.5,0.0,0.37,0.0,TwoStageBetween,0.7748,0.127,0.0,1.7686
7,5,exp_94,1.0,1.076,0.38,0.5,1.0,0.5,0.5,0.4,0.0,0.3,0.0,TwoStageBetween,0.9134,0.2737,0.0,0.3247
8,5,exp_96,1.0,0.42229999995231626,0.38,0.5,1.0,0.58,0.5,0.6900000000000001,0.0,0.49000000000000005,0.0,TwoStageBetween,0.9075,0.2638,0.0,1.6574
9,5,exp_25,1.0,0.5296000000238419,0.17,0.6,1.0,0.3,0.4,0.3,1.0,0.2,0.0,TwoStageBetween,0.8694,0.2115,0.0,0.4159
10,5,exp_80,1.0,0.5248000000715256,0.29,0.5,1.0,0.61,0.5,0.8099999999999999,0.0,0.22000000000000003,0.0,TwoStageBetween,0.4462,0.012,0.0,0.4667
11,5,exp_30,1.0,0.5252999999523162,0.17,0.5,1.0,0.3,0.5,0.3,0.0,0.2,0.0,TwoStageBetween,0.8955,0.2455,1.0,0.8603
12,5,exp_116,1.0,0.6069000000953675,0.22,0.5,0.0,0.49,0.5,0.79,0.0,0.42000000000000004,0.0,TwoStageBetween,0.7911,0.1386,0.0,0.2004
13,5,exp_90,1.0,0.5591999999284745,0.38,0.5,0.0,0.5,0.5,0.4,0.0,0.3,0.0,TwoStageBetween,0.9134,0.2737,1.0,0.2931
14,5,exp_73,0.0,0.4309000000953674,0.2,0.6,1.0,0.8,0.4,0.6799999999999999,1.0,0.4,1.0,TwoStageBetween,0.9244,0.2937,0.0,0.5385
15,5,exp_107,0.0,0.6058999999761582,0.4,0.6,0.0,0.78,0.4,0.3,1.0,0.21000000000000002,1.0,TwoStageBetween,0.9692,0.4426,1.0,2.624
16,5,exp_26,0.0,0.7077999999523162,0.17,0.5,0.0,0.3,0.5,0.3,0.0,0.2,1.0,TwoStageBetween,0.8955,0.2455,0.0,0.5064
17,5,exp_57,1.0,0.5707000000476837,0.21,0.6,1.0,0.41,0.4,0.62,1.0,0.18,0.0,TwoStageBetween,0.4614,0.0141,0.0,1.7554
18,5,exp_40,1.0,0.43110000002384186,0.48,0.5,1.0,0.81,0.5,0.79,0.0,0.16999999999999996,0.0,TwoStageBetween,0.3716,0.0046,0.0,0.2518
19,5,exp_1,1.0,0.5323000000715256,0.49,0.6,1.0,0.79,0.4,0.8300000000000001,1.0,0.53,0.0,TwoStageBetween,0.8238,0.1651,1.0,1.4847
20,5,catch_5,1.0,0.5995,0.49,0.5,1.0,0.4,0.5,0.43,1.0,0.32,0.0,TwoStageBetween,0.7559,0.1146,0.0,0.4158
21,5,exp_108,0.0,0.734,0.4,0.5,0.0,0.78,0.5,0.3,0.0,0.21000000000000002,1.0,TwoStageBetween,0.9344,0.3148,0.0,0.6546
22,5,exp_89,1.0,0.6868000000715255,0.38,0.6,1.0,0.5,0.4,0.4,1.0,0.3,0.0,TwoStageBetween,0.881,0.2258,0.0,0.1619
23,5,exp_23,1.0,0.5057000000476837,0.17,0.4,1.0,0.28,0.6,0.8300000000000001,1.0,0.43,0.0,TwoStageBetween,0.6162,0.05,0.0,0.9106
24,5,exp_74,0.0,0.5852999999523163,0.2,0.5,0.0,0.8,0.5,0.6799999999999999,0.0,0.4,1.0,TwoStageBetween,0.9339,0.3135,1.0,0.7913
25,5,exp_53,0.0,0.4155,0.32,0.4,0.0,0.49,0.6,0.82,1.0,0.6900000000000001,1.0,TwoStageBetween,0.972,0.5087,1.0,0.3953
26,5,exp_82,1.0,0.5587999999523163,0.29,0.5,0.0,0.61,0.5,0.8099999999999999,0.0,0.22000000000000003,0.0,TwoStageBetween,0.4462,0.012,0.0,0.6272
27,5,exp_59,1.0,0.5333000000715256,0.21,0.6,0.0,0.41,0.4,0.62,1.0,0.18,0.0,TwoStageBetween,0.5432,0.0295,0.0,0.4977
28,5,exp_91,1.0,0.8513999999761581,0.38,0.6,0.0,0.5,0.4,0.4,1.0,0.3,0.0,TwoStageBetween,0.9576,0.3809,1.0,0.7789
29,5,exp_9,1.0,0.3632000000476837,0.29,0.6,1.0,0.7,0.4,0.5,1.0,0.18,0.0,TwoStageBetween,0.5705,0.0363,0.0,0.8795
30,5,exp_46,1.0,0.8883999999761582,0.48,0.5,1.0,0.81,0.5,0.79,0.0,0.16999999999999996,0.0,TwoStageBetween,0.3716,0.0046,0.0,0.2337
31,5,exp_99,0.0,0.3767999999523163,0.38,0.6,0.0,0.58,0.4,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageBetween,0.9564,0.3763,0.0,1.5875
32,5,exp_22,1.0,0.606,0.17,0.5,1.0,0.28,0.5,0.8300000000000001,0.0,0.43,0.0,TwoStageBetween,0.7122,0.0899,0.0,0.4448
33,5,exp_18,1.0,0.6353999999761581,0.17,0.5,0.0,0.28,0.5,0.8300000000000001,0.0,0.43,0.0,TwoStageBetween,0.7122,0.0899,0.0,1.0192
34,5,exp_88,1.0,0.5232000000476837,0.38,0.5,1.0,0.5,0.5,0.4,0.0,0.3,0.0,TwoStageBetween,0.9134,0.2737,0.0,0.9772
35,5,exp_60,1.0,0.5884000000953674,0.21,0.5,0.0,0.41,0.5,0.62,0.0,0.18,0.0,TwoStageBetween,0.4576,0.0135,0.0,0.7892
36,5,exp_47,1.0,0.3125,0.48,0.4,1.0,0.81,0.6,0.79,1.0,0.16999999999999996,0.0,TwoStageBetween,0.3228,0.002,0.0,0.6957
37,5,exp_37,1.0,0.4566000000238419,0.7,0.4,0.0,0.79,0.6,0.32,1.0,0.2,0.0,TwoStageBetween,0.7962,0.1424,0.0,0.0837
38,5,exp_64,1.0,0.4867000000476837,0.51,0.5,1.0,0.72,0.5,0.52,0.0,0.42000000000000004,0.0,TwoStageBetween,0.954,0.368,1.0,0.4263
39,5,exp_78,1.0,0.5672999999523163,0.2,0.5,1.0,0.8,0.5,0.6799999999999999,0.0,0.4,0.0,TwoStageBetween,0.9339,0.3135,1.0,0.3694
40,5,exp_117,1.0,0.5466000000238419,0.22,0.4,0.0,0.49,0.6,0.79,1.0,0.42000000000000004,0.0,TwoStageBetween,0.808,0.1517,0.0,0.4238
41,5,exp_19,1.0,1.0847000000476834,0.17,0.6,0.0,0.28,0.4,0.8300000000000001,1.0,0.43,0.0,TwoStageBetween,0.8134,0.1562,1.0,1.9584
42,5,exp_84,1.0,0.6367000000476837,0.29,0.5,0.0,0.61,0.5,0.8099999999999999,0.0,0.22000000000000003,0.0,TwoStageBetween,0.4462,0.012,0.0,0.1663
43,5,catch_9,1.0,0.2528000000715256,0.72,0.5,1.0,0.48,0.5,0.4,1.0,0.18,0.0,TwoStageBetween,0.4373,0.0108,0.0,0.3562
44,5,catch_4,1.0,0.43260000002384186,0.31,0.5,1.0,0.19,0.5,0.73,0.0,0.4,0.0,TwoStageBetween,0.5519,0.0315,0.0,0.4437
45,5,exp_104,0.0,0.6061000000238419,0.4,0.5,1.0,0.78,0.5,0.3,0.0,0.21000000000000002,1.0,TwoStageBetween,0.9344,0.3148,0.0,0.1123
46,5,catch_1,1.0,0.45669999992847443,0.41,0.5,1.0,0.29,0.5,0.5900000000000001,1.0,0.42000000000000004,0.0,TwoStageBetween,0.6916,0.0799,0.0,0.9607
47,5,catch_2,1.0,1.0048000000715256,0.6,0.5,1.0,0.38,0.5,0.4,0.0,0.22000000000000003,0.0,TwoStageBetween,0.5593,0.0334,0.0,0.181
48,5,exp_102,1.0,0.4245,0.38,0.5,1.0,0.58,0.5,0.6900000000000001,0.0,0.49000000000000005,0.0,TwoStageBetween,0.9075,0.2638,0.0,0.7527
49,5,exp_68,1.0,0.39869999992847444,0.51,0.5,0.0,0.72,0.5,0.52,0.0,0.42000000000000004,0.0,TwoStageBetween,0.954,0.368,0.0,0.3815
50,5,exp_67,0.0,0.42559999990463254,0.51,0.6,0.0,0.72,0.4,0.52,1.0,0.42000000000000004,1.0,TwoStageBetween,0.9721,0.4832,0.0,0.5488
51,5,exp_10,1.0,0.35180000007152556,0.29,0.5,0.0,0.7,0.5,0.5,0.0,0.18,0.0,TwoStageBetween,0.5696,0.0361,0.0,0.3438
52,5,catch_6,1.0,0.45870000004768374,0.59,0.5,1.0,0.23,0.5,0.27,0.0,0.19,0.0,TwoStageBetween,0.6276,0.0539,0.0,1.3654
53,5,exp_101,1.0,0.5228999999761581,0.38,0.4,0.0,0.58,0.6,0.6900000000000001,1.0,0.49000000000000005,0.0,TwoStageBetween,0.9322,0.3098,0.0,0.3444
54,5,exp_115,1.0,0.5037000000476837,0.22,0.6,0.0,0.49,0.4,0.79,1.0,0.42000000000000004,0.0,TwoStageBetween,0.8876,0.2345,0.0,0.8468
55,5,catch_3,1.0,0.3853999999761581,0.38,0.5,1.0,0.19,0.5,0.6799999999999999,1.0,0.58,0.0,TwoStageBetween,0.7538,0.1134,0.0,3.3132
56,5,exp_43,1.0,0.4916999999284744,0.48,0.6,0.0,0.81,0.4,0.79,1.0,0.16999999999999996,0.0,TwoStageBetween,0.4354,0.0106,0.0,0.4834
57,5,exp_29,1.0,0.4690999999046326,0.17,0.4,0.0,0.3,0.6,0.3,1.0,0.2,0.0,TwoStageBetween,0.9186,0.2829,0.0,1.318
58,5,exp_42,1.0,0.4348999999761581,0.48,0.5,0.0,0.81,0.5,0.79,0.0,0.16999999999999996,0.0,TwoStageBetween,0.3716,0.0046,0.0,0.3674
59,5,exp_27,1.0,0.4366999999284744,0.17,0.6,0.0,0.3,0.4,0.3,1.0,0.2,0.0,TwoStageBetween,0.952,0.3615,0.0,1.2458
60,5,exp_35,1.0,0.2973999999761581,0.7,0.6,0.0,0.79,0.4,0.32,1.0,0.2,0.0,TwoStageBetween,0.8462,0.1862,0.0,0.4541
