,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,4-alternatives,exp_46,1.0,0.3722349999952712,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.2828,0.0665,0,0.2361
1,4-alternatives,exp_42,1.0,0.2878149999960442,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,0.0,0.0,TwoStageBetween,0.2828,0.0665,0,0.5534
2,4-alternatives,exp_80,1.0,0.3942349999997532,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,1.0,0.0,TwoStageBetween,0.3534,0.16,0,0.2431
3,4-alternatives,exp_50,0.0,0.018009999999776483,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.419,0.6421,1,0.6731
4,4-alternatives,exp_22,1.0,0.07416000000375789,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,1.0,0.0,TwoStageBetween,0.4156,0.3393,0,0.7856
5,4-alternatives,exp_102,1.0,0.3453349999981583,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,1.0,0.0,TwoStageBetween,0.4307,0.5147,1,1.9338
6,4-alternatives,catch_6,1.0,0.24077000000397675,0.23,0.59,0.5,0.5,0.27,0.19,0.0,1.0,0.0,TwoStageBetween,0.2361,0.0317,0,0.5994
7,4-alternatives,catch_4,1.0,0.30961499999830266,0.19,0.31,0.5,0.5,0.73,0.4,0.0,1.0,0.0,TwoStageBetween,0.2546,0.0435,0,0.2503
8,4-alternatives,exp_52,0.0,0.1555999999982305,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.419,0.6421,0,0.1041
9,4-alternatives,exp_36,1.0,0.7828599999993457,0.79,0.7,0.5,0.5,0.32,0.2,0.0,0.0,0.0,TwoStageBetween,0.3915,0.248,0,0.1892
10,4-alternatives,exp_20,1.0,0.4935049999985495,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,0.0,0.0,TwoStageBetween,0.4156,0.3393,1,0.132
11,4-alternatives,exp_60,1.0,0.49517999999807216,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,0.0,TwoStageBetween,0.3509,0.1555,0,0.71
12,4-alternatives,exp_58,1.0,1.0579149999975923,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,0.0,TwoStageBetween,0.3509,0.1555,1,0.4084
13,4-alternatives,exp_116,1.0,0.38932000000204425,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,0.0,TwoStageBetween,0.4302,0.5324,1,0.2026
14,4-alternatives,exp_68,0.0,0.03928500000620261,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.4286,0.5622,0,0.2981
15,4-alternatives,exp_82,1.0,0.6256300000023329,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,0.0,TwoStageBetween,0.3534,0.16,1,0.2045
16,4-alternatives,catch_2,1.0,0.8681950000026263,0.38,0.6,0.5,0.5,0.4,0.22000000000000003,0.0,1.0,0.0,TwoStageBetween,0.2602,0.0476,0,0.1424
17,4-alternatives,exp_30,0.0,0.3823899999989662,0.3,0.17,0.5,0.5,0.3,0.2,0.0,1.0,1.0,TwoStageBetween,0.4289,0.5581,0,0.5136
18,4-alternatives,exp_114,1.0,0.23412000000104308,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,0.0,TwoStageBetween,0.4302,0.5324,1,1.2337
19,4-alternatives,exp_74,0.0,0.4441999999980908,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,0.0,1.0,TwoStageBetween,0.3584,0.8305,0,0.2264
20,4-alternatives,exp_96,0.0,0.27563000000372995,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,1.0,1.0,TwoStageBetween,0.4307,0.5147,1,0.559
21,4-alternatives,catch_8,1.0,0.3028699999995297,0.22,0.32,0.5,0.5,0.5,0.37,0.0,1.0,0.0,TwoStageBetween,0.3345,0.1286,0,0.6885
