,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,6-alternatives,exp_74,0.0,1.1662750000032829,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,0.0,1.0,TwoStageBetween,0.581,0.9078,1,0.7376
1,6-alternatives,exp_64,1.0,0.9069049999963027,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,1.0,0.0,TwoStageBetween,0.7884,0.6237,1,0.6
2,6-alternatives,exp_82,1.0,0.7942799999945565,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,0.0,TwoStageBetween,0.7928,0.3927,1,0.5121
3,6-alternatives,exp_52,0.0,0.6441549999945564,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.765,0.6929,1,0.2997
4,6-alternatives,exp_8,1.0,1.0204349999985423,0.7,0.29,0.5,0.5,0.5,0.18,0.0,1.0,0.0,TwoStageBetween,0.7972,0.5815,0,0.4497
5,6-alternatives,exp_42,1.0,0.5685550000052899,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,0.0,0.0,TwoStageBetween,0.7121,0.2127,0,2.3047
6,6-alternatives,exp_104,1.0,1.3118149999936577,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,1.0,0.0,TwoStageBetween,0.74,0.7433,1,0.7157
7,6-alternatives,catch_0,1.0,1.0570850000004284,0.19,0.72,0.5,0.5,0.3,0.2,0.0,1.0,0.0,TwoStageBetween,0.381,0.0155,0,0.1791
8,6-alternatives,exp_84,1.0,1.622974999998463,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,0.0,TwoStageBetween,0.7928,0.3927,0,1.3739
9,6-alternatives,exp_90,1.0,0.4758399999991525,0.5,0.38,0.5,0.5,0.4,0.3,0.0,0.0,0.0,TwoStageBetween,0.8025,0.5389,0,0.4016
10,6-alternatives,exp_102,1.0,0.8674600000012433,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,1.0,0.0,TwoStageBetween,0.7916,0.6104,1,0.7091
11,6-alternatives,exp_114,0.0,0.5796000000046333,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.7625,0.6986,1,0.4772
12,6-alternatives,exp_18,0.0,0.7423149999957531,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,0.0,1.0,TwoStageBetween,0.804,0.5057,0,0.3173
13,6-alternatives,exp_30,0.0,0.9806200000019744,0.3,0.17,0.5,0.5,0.3,0.2,0.0,1.0,1.0,TwoStageBetween,0.7743,0.6693,1,0.4087
14,6-alternatives,exp_96,1.0,0.8695599999993574,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,1.0,0.0,TwoStageBetween,0.7916,0.6104,1,1.4593
15,6-alternatives,exp_58,1.0,1.1401800000020306,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,0.0,TwoStageBetween,0.7878,0.3717,1,1.0906
16,6-alternatives,exp_60,0.0,0.8993699999991804,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,1.0,TwoStageBetween,0.7878,0.3717,0,1.0663
17,6-alternatives,exp_26,0.0,0.8115550000001677,0.3,0.17,0.5,0.5,0.3,0.2,0.0,0.0,1.0,TwoStageBetween,0.7743,0.6693,0,0.5436
18,6-alternatives,exp_68,0.0,0.9493550000041724,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.7884,0.6237,0,1.2745
19,6-alternatives,exp_108,1.0,1.0263899999989663,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,0.0,0.0,TwoStageBetween,0.74,0.7433,1,0.2665
20,6-alternatives,exp_94,0.0,1.0491499999989755,0.5,0.38,0.5,0.5,0.4,0.3,0.0,1.0,1.0,TwoStageBetween,0.8025,0.5389,0,0.4249
21,6-alternatives,exp_116,0.0,0.5980200000049081,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.7625,0.6986,1,0.1599
22,6-alternatives,exp_46,1.0,0.4927599999937229,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.7121,0.2127,1,1.1896
23,6-alternatives,catch_4,1.0,0.33421999999694524,0.19,0.31,0.5,0.5,0.73,0.4,0.0,1.0,0.0,TwoStageBetween,0.54,0.0689,0,0.8337
24,6-alternatives,exp_88,0.0,0.33998499999870546,0.5,0.38,0.5,0.5,0.4,0.3,0.0,1.0,1.0,TwoStageBetween,0.8025,0.5389,0,2.3988
25,6-alternatives,exp_80,0.0,0.487095000004163,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,1.0,1.0,TwoStageBetween,0.7928,0.3927,0,1.567
26,6-alternatives,exp_36,1.0,0.5056499999992083,0.79,0.7,0.5,0.5,0.32,0.2,0.0,0.0,0.0,TwoStageBetween,0.7796,0.3439,0,0.264
27,6-alternatives,exp_40,1.0,0.26935499999672174,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.7121,0.2127,1,1.4886
28,6-alternatives,exp_50,0.0,0.7780150000036229,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.765,0.6929,0,1.1701
29,6-alternatives,exp_10,0.0,1.7207799999960698,0.7,0.29,0.5,0.5,0.5,0.18,0.0,0.0,1.0,TwoStageBetween,0.7972,0.5815,0,0.5427
30,6-alternatives,exp_22,1.0,1.1461899999994785,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,1.0,0.0,TwoStageBetween,0.804,0.5057,1,0.6005
31,6-alternatives,exp_98,0.0,0.1909200000008568,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,0.0,1.0,TwoStageBetween,0.7916,0.6104,0,0.6566
32,6-alternatives,exp_78,0.0,0.2714750000012573,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,1.0,1.0,TwoStageBetween,0.581,0.9078,0,0.7064
