,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,15-alternatives,exp_108,0.0,0.25059999991208315,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,0.0,1.0,TwoStageBetween,0.4407,0.9538,1,0.7484
1,15-alternatives,exp_60,1.0,0.4382299999706447,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,0.0,TwoStageBetween,0.7151,0.3773,1,0.6691
2,15-alternatives,exp_80,0.0,0.4325800000224263,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,1.0,1.0,TwoStageBetween,0.726,0.4411,1,0.5776
3,15-alternatives,exp_26,0.0,0.4304550000233576,0.3,0.17,0.5,0.5,0.3,0.2,0.0,0.0,1.0,TwoStageBetween,0.5418,0.8948,1,0.4471
4,15-alternatives,catch_2,1.0,0.4499499999219552,0.38,0.6,0.5,0.5,0.4,0.22000000000000003,0.0,1.0,0.0,TwoStageBetween,0.243,0.0024,0,0.1652
5,15-alternatives,exp_74,0.0,0.2660850000102073,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,0.0,1.0,TwoStageBetween,0.2326,0.9982,1,0.1064
6,15-alternatives,catch_6,1.0,0.32109500002115965,0.23,0.59,0.5,0.5,0.27,0.19,0.0,1.0,0.0,TwoStageBetween,0.1825,0.0003,0,0.6191
7,15-alternatives,catch_8,1.0,0.40916999999899417,0.22,0.32,0.5,0.5,0.5,0.37,0.0,1.0,0.0,TwoStageBetween,0.3458,0.0161,0,0.1582
8,15-alternatives,exp_114,0.0,0.2809500000439584,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.4811,0.9342,1,0.4387
9,15-alternatives,exp_50,0.0,0.5172899999888614,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.529,0.9043,0,1.6738
10,15-alternatives,exp_68,0.0,0.4626949999947101,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.6231,0.8148,1,0.3083
11,15-alternatives,exp_8,0.0,0.37814499996602535,0.7,0.29,0.5,0.5,0.5,0.18,0.0,1.0,1.0,TwoStageBetween,0.6105,0.8301,1,0.2769
12,15-alternatives,exp_40,1.0,0.42420000000856817,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.5129,0.0848,0,0.6417
13,15-alternatives,exp_94,0.0,0.42747499991673976,0.5,0.38,0.5,0.5,0.4,0.3,0.0,1.0,1.0,TwoStageBetween,0.7066,0.6534,1,1.2243
14,15-alternatives,catch_4,1.0,0.09363000001758336,0.19,0.31,0.5,0.5,0.73,0.4,0.0,1.0,0.0,TwoStageBetween,0.2338,0.0019,0,0.2012
15,15-alternatives,exp_20,1.0,0.386255000019446,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,0.0,0.0,TwoStageBetween,0.7115,0.636,1,2.1038
16,15-alternatives,exp_58,0.0,0.6116000000620261,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,1.0,TwoStageBetween,0.7151,0.3773,1,0.9124
17,15-alternatives,exp_78,0.0,0.2441549999639392,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,1.0,1.0,TwoStageBetween,0.2326,0.9982,1,0.6148
18,15-alternatives,exp_30,0.0,0.5015950000379235,0.3,0.17,0.5,0.5,0.3,0.2,0.0,1.0,1.0,TwoStageBetween,0.5418,0.8948,1,0.8425
19,15-alternatives,exp_18,1.0,0.5158700000029057,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,0.0,0.0,TwoStageBetween,0.7115,0.636,1,0.4807
20,15-alternatives,catch_0,1.0,0.2524900001008064,0.19,0.72,0.5,0.5,0.3,0.2,0.0,1.0,0.0,TwoStageBetween,0.1415,0.0,0,0.1167
21,15-alternatives,exp_98,0.0,0.0582799999974668,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,0.0,1.0,TwoStageBetween,0.6289,0.8073,1,0.4813
22,15-alternatives,exp_36,0.0,0.971739999949932,0.79,0.7,0.5,0.5,0.32,0.2,0.0,0.0,1.0,TwoStageBetween,0.6442,0.2137,0,0.3346
23,15-alternatives,exp_104,0.0,0.7915800000773743,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,1.0,1.0,TwoStageBetween,0.4407,0.9538,1,0.322
24,15-alternatives,exp_46,1.0,0.19782999996095896,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.5129,0.0848,0,0.5325
25,15-alternatives,exp_84,1.0,0.4965749999973923,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,0.0,TwoStageBetween,0.726,0.4411,1,0.6798
26,15-alternatives,exp_82,1.0,0.5052649999270217,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,0.0,TwoStageBetween,0.726,0.4411,1,3.0166
