,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,0-attributes,exp_53,0.0,0.675,0.49,0.32,0.6,0.4,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,0.8052,0.5164,1,1.5642
1,0-attributes,exp_69,0.0,0.811,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.8017,0.4364,0,1.2515
2,0-attributes,exp_89,0.0,0.435,0.5,0.38,0.4,0.6,0.4,0.3,1.0,1.0,1.0,TwoStageBetween,0.7974,0.4082,0,0.5186
3,0-attributes,exp_73,1.0,0.485,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,1.0,0.0,TwoStageBetween,0.7449,0.7371,1,0.6773
4,0-attributes,exp_107,1.0,0.521,0.78,0.4,0.4,0.6,0.3,0.21000000000000002,1.0,0.0,0.0,TwoStageBetween,0.7978,0.5869,0,0.4355
5,0-attributes,exp_67,1.0,0.537,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,0.0,0.0,TwoStageBetween,0.8047,0.5282,0,0.9298
6,0-attributes,exp_47,1.0,0.648,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.3418,0.0091,0,0.2457
7,0-attributes,exp_113,0.0,0.487,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,0.7992,0.4186,0,0.2159
8,0-attributes,catch_9,1.0,0.418,0.48,0.72,0.5,0.5,0.4,0.18,1.0,1.0,0.0,TwoStageBetween,0.4086,0.0212,0,0.6894
9,0-attributes,exp_59,1.0,0.406,0.41,0.21,0.4,0.6,0.62,0.18,1.0,0.0,0.0,TwoStageBetween,0.5949,0.1003,1,0.2272
10,0-attributes,exp_9,0.0,0.493,0.7,0.29,0.4,0.6,0.5,0.18,1.0,1.0,1.0,TwoStageBetween,0.7156,0.2156,0,0.3596
11,0-attributes,exp_115,1.0,0.352,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,0.0,0.0,TwoStageBetween,0.8017,0.4366,0,1.0196
12,0-attributes,exp_27,0.0,0.681,0.3,0.17,0.4,0.6,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,0.8055,0.4939,0,0.4935
13,0-attributes,exp_37,1.0,0.288,0.79,0.7,0.6,0.4,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,0.6564,0.1488,1,1.1145
