,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,5-attributes,exp_59,0.0,0.2748100000008708,0.41,0.21,0.4,0.6,0.62,0.18,1.0,0.0,1.0,TwoStageBetween,0.6947,0.7286,1,0.8439
1,5-attributes,exp_23,1.0,0.2360850000004284,0.28,0.17,0.6,0.4,0.8300000000000001,0.43,1.0,1.0,0.0,TwoStageBetween,0.7473,0.4787,1,0.5478
2,5-attributes,exp_35,1.0,0.4256249999997672,0.79,0.7,0.4,0.6,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,0.7388,0.4028,1,0.1726
3,5-attributes,exp_67,0.0,0.4447199999995064,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.6427,0.8108,1,0.1734
4,5-attributes,catch_5,1.0,1.3174699999999722,0.4,0.49,0.5,0.5,0.43,0.32,1.0,1.0,0.0,TwoStageBetween,0.588,0.131,0,1.2096
5,5-attributes,exp_113,0.0,0.47636499999952503,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,0.4869,0.9379,1,0.1347
6,5-attributes,exp_37,1.0,0.3107399999998743,0.79,0.7,0.6,0.4,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,0.6995,0.2803,0,0.4418
7,5-attributes,exp_25,0.0,0.7972200000004377,0.3,0.17,0.4,0.6,0.3,0.2,1.0,1.0,1.0,TwoStageBetween,0.5656,0.8876,1,0.716
8,5-attributes,exp_99,0.0,0.32099499999999537,0.58,0.38,0.4,0.6,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,0.6287,0.8276,1,0.1994
9,5-attributes,exp_15,0.0,0.815400000000489,0.7,0.29,0.6,0.4,0.5,0.18,1.0,1.0,1.0,TwoStageBetween,0.7408,0.584,0,0.4306
10,5-attributes,exp_117,0.0,0.5772950000000419,0.49,0.22,0.6,0.4,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.6663,0.7781,0,0.6944
11,5-attributes,exp_91,0.0,0.43573999999987434,0.5,0.38,0.4,0.6,0.4,0.3,1.0,0.0,1.0,TwoStageBetween,0.704,0.7087,0,0.1136
12,5-attributes,exp_47,1.0,0.34915999999979974,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.5572,0.1058,0,2.4238
13,5-attributes,catch_3,1.0,0.4753950000003679,0.19,0.38,0.5,0.5,0.6799999999999999,0.58,1.0,1.0,0.0,TwoStageBetween,0.3808,0.0221,0,0.3474
14,5-attributes,exp_69,0.0,0.3138649999999907,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.7122,0.6891,0,0.4119
15,5-attributes,exp_107,0.0,0.3753349999997299,0.78,0.4,0.4,0.6,0.3,0.21000000000000002,1.0,0.0,1.0,TwoStageBetween,0.4757,0.9434,1,0.4699
16,5-attributes,exp_19,1.0,0.3188849999996601,0.28,0.17,0.4,0.6,0.8300000000000001,0.43,1.0,0.0,0.0,TwoStageBetween,0.6669,0.7771,0,0.48
17,5-attributes,exp_1,0.0,0.5083800000002375,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,1.0,1.0,TwoStageBetween,0.6384,0.8161,1,0.2099
18,5-attributes,exp_57,1.0,0.6697000000004191,0.41,0.21,0.4,0.6,0.62,0.18,1.0,1.0,0.0,TwoStageBetween,0.706,0.7041,1,2.1169
19,5-attributes,exp_89,0.0,0.5010849999999628,0.5,0.38,0.4,0.6,0.4,0.3,1.0,1.0,1.0,TwoStageBetween,0.7145,0.6831,1,1.128
20,5-attributes,exp_115,0.0,0.34314999999967405,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.4733,0.9445,1,0.6471
21,5-attributes,exp_29,0.0,0.4135050000004703,0.3,0.17,0.6,0.4,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,0.6859,0.7454,0,0.4719
22,5-attributes,exp_53,0.0,0.3496949999999488,0.49,0.32,0.6,0.4,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,0.6658,0.7788,1,0.7348
23,5-attributes,catch_7,1.0,0.27894499999994876,0.28,0.48,0.5,0.5,0.52,0.21000000000000002,1.0,1.0,0.0,TwoStageBetween,0.2938,0.0062,0,0.1799
24,5-attributes,exp_43,1.0,0.36258999999973457,0.81,0.48,0.4,0.6,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.7446,0.4425,0,0.8841
25,5-attributes,exp_45,1.0,0.3770100000001257,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.5725,0.1177,0,0.2687
26,5-attributes,exp_73,0.0,0.4117649999997811,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,1.0,1.0,TwoStageBetween,0.2765,0.9956,1,0.2982
27,5-attributes,catch_9,1.0,0.3614899999992922,0.48,0.72,0.5,0.5,0.4,0.18,1.0,1.0,0.0,TwoStageBetween,0.3492,0.0149,0,0.1285
28,5-attributes,exp_9,0.0,0.28311000000033526,0.7,0.29,0.4,0.6,0.5,0.18,1.0,1.0,1.0,TwoStageBetween,0.5379,0.9078,1,0.3704
29,5-attributes,exp_101,0.0,0.31307999999984165,0.58,0.38,0.6,0.4,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,0.7199,0.668,1,0.1455
30,5-attributes,exp_3,0.0,0.3244099999993341,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,0.0,1.0,TwoStageBetween,0.6234,0.8336,1,0.7278
31,5-attributes,exp_27,0.0,0.19974499999987894,0.3,0.17,0.4,0.6,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,0.5504,0.8991,1,1.8418
32,5-attributes,catch_1,1.0,0.4571150000001071,0.29,0.41,0.5,0.5,0.5900000000000001,0.42000000000000004,1.0,1.0,0.0,TwoStageBetween,0.4878,0.0626,0,0.1886
33,5-attributes,exp_21,1.0,0.33876000000047496,0.28,0.17,0.6,0.4,0.8300000000000001,0.43,1.0,0.0,0.0,TwoStageBetween,0.7476,0.5088,1,0.4708
34,5-attributes,exp_109,0.0,0.3501200000001118,0.78,0.4,0.6,0.4,0.3,0.21000000000000002,1.0,0.0,1.0,TwoStageBetween,0.6234,0.8336,1,0.8541
35,5-attributes,exp_49,0.0,0.4927200000002049,0.49,0.32,0.4,0.6,0.82,0.6900000000000001,1.0,1.0,1.0,TwoStageBetween,0.5901,0.867,1,0.8188
36,5-attributes,exp_95,0.0,0.429820000000298,0.5,0.38,0.6,0.4,0.4,0.3,1.0,1.0,1.0,TwoStageBetween,0.7463,0.5369,0,2.3648
37,5-attributes,catch_17,1.0,0.3519199999999255,0.4,0.68,0.5,0.5,0.3,0.22000000000000003,1.0,1.0,0.0,TwoStageBetween,0.4072,0.0297,0,0.2299
38,5-attributes,exp_75,0.0,0.4469449999998324,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,0.0,1.0,TwoStageBetween,0.2707,0.9961,1,0.327
39,5-attributes,catch_11,1.0,0.43958499999903144,0.18,0.58,0.5,0.5,0.5,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.1875,0.0003,0,0.1774
40,5-attributes,exp_51,0.0,0.2796699999999255,0.49,0.32,0.4,0.6,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,0.5747,0.8803,1,0.1608
41,5-attributes,exp_77,0.0,0.5201299999998883,0.8,0.2,0.6,0.4,0.6799999999999999,0.4,1.0,0.0,1.0,TwoStageBetween,0.4144,0.968,1,0.7826
42,5-attributes,catch_19,1.0,0.7050900000003166,0.48,0.59,0.5,0.5,0.48,0.31,1.0,1.0,0.0,TwoStageBetween,0.5363,0.0911,0,1.0468
43,5-attributes,exp_61,1.0,0.599635000000475,0.41,0.21,0.6,0.4,0.62,0.18,1.0,0.0,0.0,TwoStageBetween,0.71,0.3043,1,0.5136
44,5-attributes,exp_71,0.0,0.286820000000298,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,0.7217,0.6627,1,0.5436
45,5-attributes,exp_5,0.0,0.683985000000568,0.79,0.49,0.6,0.4,0.8300000000000001,0.53,1.0,0.0,1.0,TwoStageBetween,0.728,0.6419,1,1.2892
46,5-attributes,exp_55,1.0,0.905530000000028,0.49,0.32,0.6,0.4,0.82,0.6900000000000001,1.0,1.0,0.0,TwoStageBetween,0.6792,0.7573,1,0.51
47,5-attributes,exp_79,0.0,0.8317250000000931,0.8,0.2,0.6,0.4,0.6799999999999999,0.4,1.0,1.0,1.0,TwoStageBetween,0.426,0.964,1,1.043
