,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,8-attributes,exp_69,1.0,1.501,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,0.0,0.0,TwoStageBetween,0.6005,0.6835,1,0.7724
1,8-attributes,exp_59,0.0,1.293,0.41,0.21,0.4,0.6,0.62,0.18,1.0,0.0,1.0,TwoStageBetween,0.6279,0.5415,1,0.174
2,8-attributes,catch_5,1.0,0.746,0.4,0.49,0.5,0.5,0.43,0.32,1.0,1.0,0.0,TwoStageBetween,0.483,0.1214,0,0.3052
3,8-attributes,exp_99,0.0,0.598,0.58,0.38,0.4,0.6,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,0.5632,0.7706,0,0.1101
4,8-attributes,exp_115,0.0,1.238,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.4788,0.8826,1,0.1493
5,8-attributes,catch_7,1.0,0.312,0.28,0.48,0.5,0.5,0.52,0.21000000000000002,1.0,1.0,0.0,TwoStageBetween,0.2494,0.0067,0,0.1343
6,8-attributes,exp_67,0.0,0.412,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.5627,0.7716,1,0.3469
7,8-attributes,exp_107,0.0,0.429,0.78,0.4,0.4,0.6,0.3,0.21000000000000002,1.0,0.0,1.0,TwoStageBetween,0.4596,0.9,1,0.6869
8,8-attributes,exp_43,1.0,1.07,0.81,0.48,0.4,0.6,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.5863,0.2777,0,1.26
9,8-attributes,exp_101,0.0,0.225,0.58,0.38,0.6,0.4,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,0.6107,0.6486,1,2.5684
10,8-attributes,exp_1,1.0,0.272,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,1.0,0.0,TwoStageBetween,0.6088,0.6559,1,0.5056
11,8-attributes,exp_47,1.0,0.141,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.3991,0.0572,0,0.212
12,8-attributes,exp_91,0.0,0.643,0.5,0.38,0.4,0.6,0.4,0.3,1.0,0.0,1.0,TwoStageBetween,0.6047,0.6702,1,1.2854
13,8-attributes,exp_19,1.0,0.58,0.28,0.17,0.4,0.6,0.8300000000000001,0.43,1.0,0.0,0.0,TwoStageBetween,0.6033,0.6749,0,0.2519
14,8-attributes,exp_57,0.0,1.658,0.41,0.21,0.4,0.6,0.62,0.18,1.0,1.0,1.0,TwoStageBetween,0.623,0.412,0,0.8958
15,8-attributes,exp_29,0.0,0.84,0.3,0.17,0.6,0.4,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,0.5909,0.7106,1,0.3072
16,8-attributes,exp_27,0.0,0.033,0.3,0.17,0.4,0.6,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,0.5173,0.8403,1,0.1532
17,8-attributes,catch_1,1.0,0.091,0.29,0.41,0.5,0.5,0.5900000000000001,0.42000000000000004,1.0,1.0,0.0,TwoStageBetween,0.4105,0.0641,1,0.2508
18,8-attributes,exp_25,0.0,0.682,0.3,0.17,0.4,0.6,0.3,0.2,1.0,1.0,1.0,TwoStageBetween,0.5702,0.7572,1,0.4982
19,8-attributes,exp_117,0.0,0.707,0.49,0.22,0.6,0.4,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.5885,0.7167,1,1.7252
20,8-attributes,catch_9,1.0,0.342,0.48,0.72,0.5,0.5,0.4,0.18,1.0,1.0,0.0,TwoStageBetween,0.2914,0.0147,0,0.1123
21,8-attributes,exp_113,0.0,0.438,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,0.5348,0.8168,1,0.1148
22,8-attributes,exp_89,1.0,1.789,0.5,0.38,0.4,0.6,0.4,0.3,1.0,1.0,0.0,TwoStageBetween,0.6275,0.5465,1,0.4769
23,8-attributes,exp_73,0.0,0.303,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,1.0,1.0,TwoStageBetween,0.3229,0.9765,1,0.1939
24,8-attributes,exp_23,1.0,0.373,0.28,0.17,0.6,0.4,0.8300000000000001,0.43,1.0,1.0,0.0,TwoStageBetween,0.6084,0.3422,0,1.2264
25,8-attributes,catch_3,1.0,0.417,0.19,0.38,0.5,0.5,0.6799999999999999,0.58,1.0,1.0,0.0,TwoStageBetween,0.3434,0.0308,0,0.1836
26,8-attributes,exp_9,0.0,1.364,0.7,0.29,0.4,0.6,0.5,0.18,1.0,1.0,1.0,TwoStageBetween,0.5907,0.7111,1,1.5415
27,8-attributes,exp_35,1.0,0.169,0.79,0.7,0.4,0.6,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,0.6191,0.3886,1,0.1524
28,8-attributes,exp_15,1.0,0.435,0.7,0.29,0.6,0.4,0.5,0.18,1.0,1.0,0.0,TwoStageBetween,0.6183,0.3849,0,0.4202
29,8-attributes,exp_53,0.0,0.332,0.49,0.32,0.6,0.4,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,0.5652,0.7669,1,1.6361
30,8-attributes,exp_3,0.0,0.813,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,0.0,1.0,TwoStageBetween,0.5674,0.7628,1,0.3017
31,8-attributes,exp_45,1.0,0.519,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.451,0.0929,0,1.1403
32,8-attributes,exp_37,0.0,0.496,0.79,0.7,0.6,0.4,0.32,0.2,1.0,0.0,1.0,TwoStageBetween,0.5931,0.2951,1,0.2571
33,8-attributes,exp_31,0.0,0.374,0.3,0.17,0.6,0.4,0.3,0.2,1.0,1.0,1.0,TwoStageBetween,0.6222,0.5929,1,1.4114
34,8-attributes,exp_75,0.0,0.435,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,0.0,1.0,TwoStageBetween,0.2888,0.9859,1,0.0837
35,8-attributes,exp_51,0.0,0.35,0.49,0.32,0.4,0.6,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,0.5151,0.843,1,0.9537
36,8-attributes,exp_11,0.0,0.387,0.7,0.29,0.4,0.6,0.5,0.18,1.0,0.0,1.0,TwoStageBetween,0.5421,0.8059,1,2.8692
37,8-attributes,exp_85,1.0,1.568,0.61,0.29,0.6,0.4,0.8099999999999999,0.22000000000000003,1.0,0.0,0.0,TwoStageBetween,0.577,0.2566,0,1.8434
38,8-attributes,exp_97,0.0,1.31,0.58,0.38,0.4,0.6,0.6900000000000001,0.49000000000000005,1.0,1.0,1.0,TwoStageBetween,0.606,0.6658,1,0.2123
39,8-attributes,catch_11,1.0,0.406,0.18,0.58,0.5,0.5,0.5,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.1672,0.0005,0,0.1011
40,8-attributes,exp_77,0.0,0.454,0.8,0.2,0.6,0.4,0.6799999999999999,0.4,1.0,0.0,1.0,TwoStageBetween,0.3963,0.9443,1,0.2376
41,8-attributes,exp_79,0.0,0.642,0.8,0.2,0.6,0.4,0.6799999999999999,0.4,1.0,1.0,1.0,TwoStageBetween,0.4479,0.9096,1,0.2389
42,8-attributes,catch_13,1.0,0.105,0.21,0.52,0.5,0.5,0.27999999999999997,0.18,1.0,1.0,0.0,TwoStageBetween,0.2475,0.0065,0,0.2835
43,8-attributes,exp_61,1.0,0.895,0.41,0.21,0.6,0.4,0.62,0.18,1.0,0.0,0.0,TwoStageBetween,0.5695,0.2411,0,0.2058
44,8-attributes,exp_111,0.0,0.186,0.78,0.4,0.6,0.4,0.3,0.21000000000000002,1.0,1.0,1.0,TwoStageBetween,0.5936,0.7034,1,0.4496
