,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,12-attributes,exp_91,1.0,0.67,0.5,0.38,0.4,0.6,0.4,0.3,1.0,0.0,0.0,TwoStageBetween,1.1913,0.5089,1.0,1.065
1,12-attributes,exp_43,1.0,0.897,0.81,0.48,0.4,0.6,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.9299,0.0996,0.0,1.7908
2,12-attributes,exp_47,1.0,0.572,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.9445,0.1067,1.0,1.95
3,12-attributes,exp_101,0.0,1.541,0.58,0.38,0.6,0.4,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,1.1767,0.6009,1.0,2.5941
4,12-attributes,exp_1,1.0,1.208,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,1.0,0.0,TwoStageBetween,1.1796,0.5894,1.0,0.7278
5,12-attributes,exp_107,0.0,0.745,0.78,0.4,0.4,0.6,0.3,0.21000000000000002,1.0,0.0,1.0,TwoStageBetween,1.0855,0.7745,1.0,0.3997
6,12-attributes,exp_53,0.0,0.586,0.49,0.32,0.6,0.4,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,1.1248,0.7208,1.0,0.2436
7,12-attributes,exp_25,0.0,0.833,0.3,0.17,0.4,0.6,0.3,0.2,1.0,1.0,1.0,TwoStageBetween,1.141,0.6924,1.0,2.0041
8,12-attributes,exp_73,0.0,1.641,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,1.0,1.0,TwoStageBetween,0.7844,0.9509,1.0,0.6597
9,12-attributes,catch_7,1.0,0.664,0.28,0.48,0.5,0.5,0.52,0.21000000000000002,1.0,1.0,0.0,TwoStageBetween,0.5457,0.0091,0.0,1.2341
10,12-attributes,exp_59,1.0,0.485,0.41,0.21,0.4,0.6,0.62,0.18,1.0,0.0,0.0,TwoStageBetween,1.1182,0.25,0.0,2.4973
11,12-attributes,exp_99,0.0,1.172,0.58,0.38,0.4,0.6,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,1.1767,0.6009,0.0,2.2773
12,12-attributes,catch_3,1.0,0.751,0.19,0.38,0.5,0.5,0.6799999999999999,0.58,1.0,1.0,0.0,TwoStageBetween,0.7779,0.0463,0.0,0.3926
13,12-attributes,exp_27,0.0,0.89,0.3,0.17,0.4,0.6,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,1.1493,0.6757,1.0,1.1233
14,12-attributes,exp_69,0.0,0.571,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.1686,0.6275,0.0,0.8168
15,12-attributes,exp_113,0.0,0.716,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,1.1268,0.7174,0.0,0.579
16,12-attributes,exp_29,0.0,1.31,0.3,0.17,0.6,0.4,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,1.1493,0.6757,1.0,0.6595
17,12-attributes,exp_23,0.0,0.834,0.28,0.17,0.6,0.4,0.8300000000000001,0.43,1.0,1.0,1.0,TwoStageBetween,1.191,0.4587,1.0,2.7914
18,12-attributes,exp_19,0.0,0.801,0.28,0.17,0.4,0.6,0.8300000000000001,0.43,1.0,0.0,1.0,TwoStageBetween,1.1895,0.44,1.0,0.3535
19,12-attributes,exp_15,1.0,1.432,0.7,0.29,0.6,0.4,0.5,0.18,1.0,1.0,0.0,TwoStageBetween,1.1888,0.5375,0.0,0.8671
20,12-attributes,exp_45,1.0,0.927,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.9299,0.0996,0.0,0.64
21,12-attributes,exp_9,1.0,1.322,0.7,0.29,0.4,0.6,0.5,0.18,1.0,1.0,0.0,TwoStageBetween,1.1888,0.5375,0.0,1.2299
22,12-attributes,exp_37,1.0,0.86,0.79,0.7,0.6,0.4,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,1.1215,0.2547,0.0,0.2699
23,12-attributes,exp_89,1.0,1.146,0.5,0.38,0.4,0.6,0.4,0.3,1.0,1.0,0.0,TwoStageBetween,1.1899,0.5278,1.0,0.5938
24,12-attributes,exp_3,0.0,1.779,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,0.0,1.0,TwoStageBetween,1.1836,0.5709,1.0,0.346
25,12-attributes,exp_67,0.0,0.961,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.1686,0.6275,1.0,0.8625
26,12-attributes,catch_5,1.0,0.943,0.4,0.49,0.5,0.5,0.43,0.32,1.0,1.0,0.0,TwoStageBetween,1.0257,0.1565,0.0,1.6352
27,12-attributes,exp_117,0.0,0.687,0.49,0.22,0.6,0.4,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.1362,0.7014,1.0,0.9532
28,12-attributes,exp_115,0.0,1.132,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.1362,0.7014,1.0,1.0904
29,12-attributes,exp_35,1.0,0.366,0.79,0.7,0.4,0.6,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,1.1215,0.2547,0.0,0.3103
30,12-attributes,catch_1,1.0,0.43,0.29,0.41,0.5,0.5,0.5900000000000001,0.42000000000000004,1.0,1.0,0.0,TwoStageBetween,0.9011,0.0868,0.0,1.0309
31,12-attributes,exp_57,1.0,1.121,0.41,0.21,0.4,0.6,0.62,0.18,1.0,1.0,0.0,TwoStageBetween,1.128,0.2644,0.0,3.495
32,12-attributes,catch_9,1.0,1.32,0.48,0.72,0.5,0.5,0.4,0.18,1.0,1.0,0.0,TwoStageBetween,0.6393,0.0196,0.0,0.2885
33,12-attributes,exp_65,0.0,0.663,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,1.1623,0.6453,1.0,1.6611
34,12-attributes,exp_13,1.0,1.307,0.7,0.29,0.6,0.4,0.5,0.18,1.0,0.0,0.0,TwoStageBetween,1.1906,0.5186,1.0,3.4553
35,12-attributes,exp_7,1.0,0.657,0.79,0.49,0.6,0.4,0.8300000000000001,0.53,1.0,1.0,0.0,TwoStageBetween,1.1796,0.5894,1.0,2.5934
36,12-attributes,exp_111,0.0,0.804,0.78,0.4,0.6,0.4,0.3,0.21000000000000002,1.0,1.0,1.0,TwoStageBetween,1.0736,0.788,1.0,0.4437
37,12-attributes,catch_15,1.0,0.835,0.22,0.49,0.5,0.5,0.49000000000000005,0.3,1.0,1.0,0.0,TwoStageBetween,0.5764,0.012,0.0,0.9596
38,12-attributes,exp_31,0.0,0.564,0.3,0.17,0.6,0.4,0.3,0.2,1.0,1.0,1.0,TwoStageBetween,1.141,0.6924,1.0,0.7062
