,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,17-attributes,exp_115,0.0,1.083649999985937,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.4773,0.5259,,
1,17-attributes,exp_107,0.0,2.1536299999861512,0.78,0.4,0.4,0.6,0.3,0.21000000000000002,1.0,0.0,1.0,TwoStageBetween,1.428,0.6767,1.0,1.7179
2,17-attributes,exp_69,0.0,2.1581399999849964,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.4824,0.4636,0.0,1.4969
3,17-attributes,exp_67,0.0,1.6102449999889359,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.4774,0.5249,0.0,0.618
4,17-attributes,exp_27,1.0,1.0648999999975786,0.3,0.17,0.4,0.6,0.3,0.2,1.0,0.0,0.0,TwoStageBetween,1.4749,0.5405,0.0,0.5286
5,17-attributes,catch_9,1.0,1.0628900000010617,0.48,0.72,0.5,0.5,0.4,0.18,1.0,1.0,0.0,TwoStageBetween,0.7047,0.0061,0.0,1.4302
6,17-attributes,catch_1,1.0,1.0770100000081584,0.29,0.41,0.5,0.5,0.5900000000000001,0.42000000000000004,1.0,1.0,0.0,TwoStageBetween,1.1027,0.0556,0.0,0.6922
7,17-attributes,exp_59,1.0,1.6200649999955203,0.41,0.21,0.4,0.6,0.62,0.18,1.0,0.0,0.0,TwoStageBetween,1.1811,0.0785,0.0,0.5025
8,17-attributes,catch_3,1.0,1.0730150000017602,0.19,0.38,0.5,0.5,0.6799999999999999,0.58,1.0,1.0,0.0,TwoStageBetween,1.0042,0.0354,0.0,1.3611
9,17-attributes,exp_35,1.0,1.0834850000101142,0.79,0.7,0.4,0.6,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,1.3041,0.1355,0.0,1.9887
10,17-attributes,exp_3,1.0,1.0806900000025053,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,0.0,0.0,TwoStageBetween,1.4801,0.4129,0.0,0.8924
11,17-attributes,exp_9,0.0,1.0832999999984168,0.7,0.29,0.4,0.6,0.5,0.18,1.0,1.0,1.0,TwoStageBetween,1.4697,0.355,,
12,17-attributes,exp_89,1.0,1.0982500000100115,0.5,0.38,0.4,0.6,0.4,0.3,1.0,1.0,0.0,TwoStageBetween,1.4817,0.483,0.0,0.5905
13,17-attributes,exp_1,0.0,1.1069949999800883,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,1.0,1.0,TwoStageBetween,1.4786,0.5163,1.0,1.128
14,17-attributes,exp_43,1.0,1.0953999999910593,0.81,0.48,0.4,0.6,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.8889,0.0198,0.0,1.3591
15,17-attributes,exp_91,1.0,0.538509999983944,0.5,0.38,0.4,0.6,0.4,0.3,1.0,0.0,0.0,TwoStageBetween,1.4755,0.3812,1.0,0.4847
16,17-attributes,exp_45,1.0,1.0741050000069663,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.7431,0.0081,0.0,0.5576
17,17-attributes,exp_113,1.0,1.0945900000224356,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,1.0,0.0,TwoStageBetween,1.4498,0.6288,0.0,1.4942
18,17-attributes,exp_57,1.0,1.0963249999913387,0.41,0.21,0.4,0.6,0.62,0.18,1.0,1.0,0.0,TwoStageBetween,1.2708,0.1165,0.0,1.6204
19,17-attributes,exp_37,1.0,1.0981449999962931,0.79,0.7,0.6,0.4,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,1.2484,0.1055,0.0,1.591
20,17-attributes,exp_47,1.0,0.542684999993071,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.811,0.0126,0.0,0.7391
21,17-attributes,exp_53,0.0,1.621950000000652,0.49,0.32,0.6,0.4,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,1.4654,0.5819,1.0,1.5411
22,17-attributes,catch_5,1.0,0.5388849999872036,0.4,0.49,0.5,0.5,0.43,0.32,1.0,1.0,0.0,TwoStageBetween,1.2634,0.1127,0.0,0.8171
23,17-attributes,exp_101,1.0,1.0965649999852758,0.58,0.38,0.6,0.4,0.6900000000000001,0.49000000000000005,1.0,0.0,0.0,TwoStageBetween,1.4762,0.3852,1.0,1.3154
24,17-attributes,catch_7,1.0,1.0707650000113065,0.28,0.48,0.5,0.5,0.52,0.21000000000000002,1.0,1.0,0.0,TwoStageBetween,0.5977,0.0023,0.0,0.2166
25,17-attributes,exp_117,1.0,1.0908350000099745,0.49,0.22,0.6,0.4,0.79,0.42000000000000004,1.0,0.0,0.0,TwoStageBetween,1.4744,0.3755,1.0,2.6591
26,17-attributes,exp_19,1.0,1.0683999999891969,0.28,0.17,0.4,0.6,0.8300000000000001,0.43,1.0,0.0,0.0,TwoStageBetween,1.4249,0.2519,0.0,0.8354
27,17-attributes,exp_29,0.0,1.0922649999847636,0.3,0.17,0.6,0.4,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,1.4818,0.4347,1.0,0.4798
28,17-attributes,exp_23,1.0,1.0744750000012573,0.28,0.17,0.6,0.4,0.8300000000000001,0.43,1.0,1.0,0.0,TwoStageBetween,1.4129,0.2344,0.0,3.708
29,17-attributes,exp_25,0.0,1.08647499998915,0.3,0.17,0.4,0.6,0.3,0.2,1.0,1.0,1.0,TwoStageBetween,1.4442,0.6426,1.0,0.7437
30,17-attributes,exp_15,1.0,0.5496350000030361,0.7,0.29,0.6,0.4,0.5,0.18,1.0,1.0,0.0,TwoStageBetween,1.3817,0.1974,1.0,0.7805
31,17-attributes,exp_99,0.0,1.0841550000186544,0.58,0.38,0.4,0.6,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,1.4823,0.4673,1.0,1.4114
32,17-attributes,exp_73,0.0,1.0928249999997206,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,1.0,1.0,TwoStageBetween,1.0471,0.9491,1.0,0.5246
33,17-attributes,exp_103,0.0,1.0840249999891969,0.58,0.38,0.6,0.4,0.6900000000000001,0.49000000000000005,1.0,1.0,1.0,TwoStageBetween,1.4815,0.4872,1.0,0.9755
