,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,1-attributes,exp_27,0.0,0.3650849999976344,0.3,0.17,0.4,0.6,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,0.3296,0.7891,1,0.1926
1,1-attributes,catch_3,1.0,0.4235350000089966,0.19,0.38,0.5,0.5,0.6799999999999999,0.58,1.0,1.0,0.0,TwoStageBetween,0.271,0.096,0,0.4512
2,1-attributes,exp_25,0.0,0.026685000048018992,0.3,0.17,0.4,0.6,0.3,0.2,1.0,1.0,1.0,TwoStageBetween,0.3508,0.7186,0,0.0493
3,1-attributes,catch_9,1.0,0.18818999995710328,0.48,0.72,0.5,0.5,0.4,0.18,1.0,1.0,0.0,TwoStageBetween,0.2777,0.1055,0,0.175
4,1-attributes,exp_9,0.0,0.21383500000229105,0.7,0.29,0.4,0.6,0.5,0.18,1.0,1.0,1.0,TwoStageBetween,0.3406,0.7557,1,0.2639
5,1-attributes,exp_43,0.0,0.2504750000080094,0.81,0.48,0.4,0.6,0.79,0.16999999999999996,1.0,0.0,1.0,TwoStageBetween,0.3743,0.5599,0,0.2785
6,1-attributes,exp_101,0.0,0.22094999998807907,0.58,0.38,0.6,0.4,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,0.3476,0.7312,1,0.634
7,1-attributes,exp_19,1.0,0.1143150000134483,0.28,0.17,0.4,0.6,0.8300000000000001,0.43,1.0,0.0,0.0,TwoStageBetween,0.3533,0.7078,1,0.1201
8,1-attributes,exp_89,0.0,0.3692850000225008,0.5,0.38,0.4,0.6,0.4,0.3,1.0,1.0,1.0,TwoStageBetween,0.3738,0.567,0,0.4457
9,1-attributes,catch_7,1.0,0.5442599999951199,0.28,0.48,0.5,0.5,0.52,0.21000000000000002,1.0,1.0,0.0,TwoStageBetween,0.2498,0.0697,0,0.6636
10,1-attributes,catch_5,1.0,0.20471000001998615,0.4,0.49,0.5,0.5,0.43,0.32,1.0,1.0,0.0,TwoStageBetween,0.3435,0.2539,0,0.9753
11,1-attributes,exp_57,1.0,0.2743599999812432,0.41,0.21,0.4,0.6,0.62,0.18,1.0,1.0,0.0,TwoStageBetween,0.3701,0.6087,1,0.337
12,1-attributes,exp_53,0.0,0.3723499999614433,0.49,0.32,0.6,0.4,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,0.3373,0.7666,0,0.808
13,1-attributes,exp_15,0.0,0.22341500001493841,0.7,0.29,0.6,0.4,0.5,0.18,1.0,1.0,1.0,TwoStageBetween,0.3406,0.7557,0,0.5613
14,1-attributes,exp_37,0.0,0.03192999999737367,0.79,0.7,0.6,0.4,0.32,0.2,1.0,0.0,1.0,TwoStageBetween,0.3761,0.5085,0,0.4073
15,1-attributes,exp_117,0.0,0.23325999994995072,0.49,0.22,0.6,0.4,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.3073,0.8424,1,0.222
16,1-attributes,exp_91,0.0,0.2498599999817088,0.5,0.38,0.4,0.6,0.4,0.3,1.0,0.0,1.0,TwoStageBetween,0.3633,0.6575,0,0.1589
17,1-attributes,exp_73,1.0,0.3837100000237115,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,1.0,0.0,TwoStageBetween,0.2474,0.933,1,0.3769
18,1-attributes,catch_1,1.0,0.5653300000121817,0.29,0.41,0.5,0.5,0.5900000000000001,0.42000000000000004,1.0,1.0,0.0,TwoStageBetween,0.3172,0.1793,1,0.2261
19,1-attributes,exp_29,0.0,0.5442649999749847,0.3,0.17,0.6,0.4,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,0.3296,0.7891,1,0.3392
20,1-attributes,exp_69,0.0,0.2703249999904074,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.3514,0.716,1,0.5605
21,1-attributes,exp_115,0.0,0.29176500003086403,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.3073,0.8424,0,0.0963
22,1-attributes,exp_67,0.0,0.5650299999979325,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.3514,0.716,0,0.4738
23,1-attributes,exp_113,0.0,0.09015000000363216,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,0.3311,0.7848,1,0.2415
24,1-attributes,exp_1,0.0,0.6164749999879859,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,1.0,1.0,TwoStageBetween,0.3632,0.6581,1,0.2322
25,1-attributes,exp_45,0.0,0.5484399999841116,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,0.0,1.0,TwoStageBetween,0.3743,0.5599,0,0.2728
26,1-attributes,exp_3,0.0,0.5293650000239722,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,0.0,1.0,TwoStageBetween,0.3457,0.7383,1,0.0973
27,1-attributes,exp_99,0.0,0.57523499999661,0.58,0.38,0.4,0.6,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,0.3476,0.7312,0,0.8815
28,1-attributes,exp_23,1.0,0.15771500003756955,0.28,0.17,0.6,0.4,0.8300000000000001,0.43,1.0,1.0,0.0,TwoStageBetween,0.3684,0.6231,0,0.5207
29,1-attributes,exp_35,1.0,0.5220800000242889,0.79,0.7,0.4,0.6,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,0.3761,0.5085,0,0.1264
30,1-attributes,exp_47,1.0,0.4847799999988638,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.3755,0.4647,1,0.1752
31,1-attributes,exp_107,0.0,0.2902349999640137,0.78,0.4,0.4,0.6,0.3,0.21000000000000002,1.0,0.0,1.0,TwoStageBetween,0.3105,0.8357,1,0.33
32,1-attributes,exp_59,1.0,0.30751000001328066,0.41,0.21,0.4,0.6,0.62,0.18,1.0,0.0,0.0,TwoStageBetween,0.3562,0.6951,1,0.2123
33,1-attributes,catch_17,1.0,0.2658999999985099,0.4,0.68,0.5,0.5,0.3,0.22000000000000003,1.0,1.0,0.0,TwoStageBetween,0.2874,0.1208,0,0.0941
34,1-attributes,exp_33,1.0,0.18415000004461035,0.79,0.7,0.4,0.6,0.32,0.2,1.0,1.0,0.0,TwoStageBetween,0.3723,0.4138,1,0.2917
35,1-attributes,exp_7,0.0,0.32547499996144325,0.79,0.49,0.6,0.4,0.8300000000000001,0.53,1.0,1.0,1.0,TwoStageBetween,0.3632,0.6581,1,0.149
36,1-attributes,exp_95,0.0,0.04365000000689179,0.5,0.38,0.6,0.4,0.4,0.3,1.0,1.0,1.0,TwoStageBetween,0.3738,0.567,1,0.2194
37,1-attributes,exp_17,1.0,0.21090500004356727,0.28,0.17,0.4,0.6,0.8300000000000001,0.43,1.0,1.0,0.0,TwoStageBetween,0.3684,0.6231,0,0.3159
38,1-attributes,exp_39,0.0,0.26222500001313165,0.79,0.7,0.6,0.4,0.32,0.2,1.0,1.0,1.0,TwoStageBetween,0.3723,0.4138,1,0.0732
39,1-attributes,exp_77,0.0,0.4209799999953248,0.8,0.2,0.6,0.4,0.6799999999999999,0.4,1.0,0.0,1.0,TwoStageBetween,0.2261,0.9533,1,0.1648
40,1-attributes,exp_83,1.0,0.4289449999923818,0.61,0.29,0.4,0.6,0.8099999999999999,0.22000000000000003,1.0,0.0,0.0,TwoStageBetween,0.3496,0.7233,1,0.7475
41,1-attributes,exp_71,0.0,0.4696099999709986,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,0.3671,0.6323,0,0.2356
42,1-attributes,exp_5,0.0,0.4779949999647215,0.79,0.49,0.6,0.4,0.8300000000000001,0.53,1.0,0.0,1.0,TwoStageBetween,0.3457,0.7383,1,0.7351
43,1-attributes,catch_19,1.0,0.4904850000166334,0.48,0.59,0.5,0.5,0.48,0.31,1.0,1.0,0.0,TwoStageBetween,0.3346,0.2253,0,0.2317
44,1-attributes,exp_111,0.0,0.3412749999552034,0.78,0.4,0.6,0.4,0.3,0.21000000000000002,1.0,1.0,1.0,TwoStageBetween,0.3341,0.7763,1,0.8096
45,1-attributes,exp_13,0.0,0.29915999999502674,0.7,0.29,0.6,0.4,0.5,0.18,1.0,0.0,1.0,TwoStageBetween,0.3178,0.8193,1,0.3417
46,1-attributes,exp_31,0.0,0.26322000002255663,0.3,0.17,0.6,0.4,0.3,0.2,1.0,1.0,1.0,TwoStageBetween,0.3508,0.7186,0,1.2908
47,1-attributes,exp_41,1.0,0.13057500001741573,0.81,0.48,0.4,0.6,0.79,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.3755,0.4647,1,0.4668
48,1-attributes,exp_87,0.0,0.2766399999964051,0.61,0.29,0.6,0.4,0.8099999999999999,0.22000000000000003,1.0,1.0,1.0,TwoStageBetween,0.3659,0.6407,1,0.4796
49,1-attributes,exp_109,0.0,0.24887999997008592,0.78,0.4,0.6,0.4,0.3,0.21000000000000002,1.0,0.0,1.0,TwoStageBetween,0.3105,0.8357,1,0.1824
50,1-attributes,exp_79,0.0,0.3245500000193715,0.8,0.2,0.6,0.4,0.6799999999999999,0.4,1.0,1.0,1.0,TwoStageBetween,0.2474,0.933,1,0.2542
51,1-attributes,catch_11,1.0,0.2971450000186451,0.18,0.58,0.5,0.5,0.5,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.173,0.0145,0,0.1659
52,1-attributes,exp_61,0.0,0.3302350000012666,0.41,0.21,0.6,0.4,0.62,0.18,1.0,0.0,1.0,TwoStageBetween,0.3562,0.6951,1,0.2517
53,1-attributes,exp_97,0.0,0.2743550000013784,0.58,0.38,0.4,0.6,0.6900000000000001,0.49000000000000005,1.0,1.0,1.0,TwoStageBetween,0.3646,0.6498,1,0.0792
54,1-attributes,exp_103,0.0,0.2332750000059605,0.58,0.38,0.6,0.4,0.6900000000000001,0.49000000000000005,1.0,1.0,1.0,TwoStageBetween,0.3646,0.6498,1,0.5963
55,1-attributes,exp_85,0.0,0.4954799999832176,0.61,0.29,0.6,0.4,0.8099999999999999,0.22000000000000003,1.0,0.0,1.0,TwoStageBetween,0.3496,0.7233,1,1.2546
56,1-attributes,exp_11,0.0,0.3060950000071898,0.7,0.29,0.4,0.6,0.5,0.18,1.0,0.0,1.0,TwoStageBetween,0.3178,0.8193,1,0.0324
57,1-attributes,exp_55,0.0,0.1306099999928847,0.49,0.32,0.6,0.4,0.82,0.6900000000000001,1.0,1.0,1.0,TwoStageBetween,0.3569,0.6914,0,0.1595
58,1-attributes,catch_15,1.0,0.3996049999841489,0.22,0.49,0.5,0.5,0.49000000000000005,0.3,1.0,1.0,0.0,TwoStageBetween,0.2348,0.0544,0,0.1135
59,1-attributes,exp_65,0.0,0.25773000001208857,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,1.0,1.0,TwoStageBetween,0.3671,0.6323,1,0.2908
60,1-attributes,exp_51,0.0,0.26408499997342005,0.49,0.32,0.4,0.6,0.82,0.6900000000000001,1.0,0.0,1.0,TwoStageBetween,0.3373,0.7666,1,0.3841
61,1-attributes,catch_13,1.0,0.10114500002237035,0.21,0.52,0.5,0.5,0.27999999999999997,0.18,1.0,1.0,0.0,TwoStageBetween,0.2241,0.045,0,0.2775
62,1-attributes,exp_119,1.0,0.2289199999650009,0.49,0.22,0.6,0.4,0.79,0.42000000000000004,1.0,1.0,0.0,TwoStageBetween,0.3311,0.7848,1,0.4428
63,1-attributes,exp_75,0.0,0.3290450000204146,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,0.0,1.0,TwoStageBetween,0.2261,0.9533,1,0.1101
64,1-attributes,exp_49,0.0,0.197394999966491,0.49,0.32,0.4,0.6,0.82,0.6900000000000001,1.0,1.0,1.0,TwoStageBetween,0.3569,0.6914,1,1.8782
65,1-attributes,exp_63,1.0,0.21335999999428168,0.41,0.21,0.6,0.4,0.62,0.18,1.0,1.0,0.0,TwoStageBetween,0.3701,0.6087,1,0.1272
66,1-attributes,exp_81,0.0,0.5586999999941327,0.61,0.29,0.4,0.6,0.8099999999999999,0.22000000000000003,1.0,1.0,1.0,TwoStageBetween,0.3659,0.6407,0,0.5186
67,1-attributes,exp_105,0.0,0.2130650000181049,0.78,0.4,0.4,0.6,0.3,0.21000000000000002,1.0,1.0,1.0,TwoStageBetween,0.3341,0.7763,1,0.086
68,1-attributes,exp_21,1.0,0.3284099999582395,0.28,0.17,0.6,0.4,0.8300000000000001,0.43,1.0,0.0,0.0,TwoStageBetween,0.3533,0.7078,1,0.1472
69,1-attributes,exp_93,0.0,0.32256000000052154,0.5,0.38,0.6,0.4,0.4,0.3,1.0,0.0,1.0,TwoStageBetween,0.3633,0.6575,1,0.1922
