,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,0-alternatives,exp_40,1.0,0.441,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.4296,0.0188,0,1.0687
1,0-alternatives,exp_96,1.0,0.483,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,1.0,0.0,TwoStageBetween,0.8636,0.468,1,0.2252
2,0-alternatives,exp_74,0.0,0.382,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,0.0,1.0,TwoStageBetween,0.7214,0.8376,1,0.5898
3,0-alternatives,exp_88,0.0,0.91,0.5,0.38,0.5,0.5,0.4,0.3,0.0,1.0,1.0,TwoStageBetween,0.8565,0.4101,0,0.9754
4,0-alternatives,exp_50,0.0,0.301,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.841,0.6469,1,0.3769
5,0-alternatives,exp_90,0.0,0.448,0.5,0.38,0.5,0.5,0.4,0.3,0.0,0.0,1.0,TwoStageBetween,0.8565,0.4101,0,0.2873
6,0-alternatives,catch_0,1.0,0.294,0.19,0.72,0.5,0.5,0.3,0.2,0.0,1.0,0.0,TwoStageBetween,0.3168,0.004,0,0.3206
7,0-alternatives,exp_104,0.0,0.944,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,1.0,1.0,TwoStageBetween,0.845,0.6338,1,0.6941
8,0-alternatives,exp_98,0.0,0.709,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,0.0,1.0,TwoStageBetween,0.8636,0.468,1,0.5081
9,0-alternatives,exp_18,1.0,0.6,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,0.0,0.0,TwoStageBetween,0.7852,0.236,0,0.5743
10,0-alternatives,exp_114,1.0,0.52,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,0.0,TwoStageBetween,0.8623,0.4514,0,0.6621
11,0-alternatives,catch_8,1.0,0.488,0.22,0.32,0.5,0.5,0.5,0.37,0.0,1.0,0.0,TwoStageBetween,0.5977,0.0755,0,1.949
12,0-alternatives,exp_30,0.0,0.553,0.3,0.17,0.5,0.5,0.3,0.2,0.0,1.0,1.0,TwoStageBetween,0.8642,0.5124,1,0.1988
13,0-alternatives,exp_26,1.0,0.419,0.3,0.17,0.5,0.5,0.3,0.2,0.0,0.0,0.0,TwoStageBetween,0.8642,0.5124,1,1.3068
14,0-alternatives,exp_8,1.0,0.831,0.7,0.29,0.5,0.5,0.5,0.18,0.0,1.0,0.0,TwoStageBetween,0.7558,0.1974,1,0.4433
15,0-alternatives,exp_108,1.0,0.588,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,0.0,0.0,TwoStageBetween,0.845,0.6338,1,0.5261
16,0-alternatives,exp_10,0.0,0.543,0.7,0.29,0.5,0.5,0.5,0.18,0.0,0.0,1.0,TwoStageBetween,0.7558,0.1974,0,0.8484
17,0-alternatives,exp_102,0.0,0.642,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,1.0,1.0,TwoStageBetween,0.8636,0.468,1,0.195
18,0-alternatives,exp_36,1.0,0.937,0.79,0.7,0.5,0.5,0.32,0.2,0.0,0.0,0.0,TwoStageBetween,0.726,0.1657,0,2.9317
19,0-alternatives,catch_6,1.0,0.641,0.23,0.59,0.5,0.5,0.27,0.19,0.0,1.0,0.0,TwoStageBetween,0.3939,0.0125,0,0.1071
20,0-alternatives,exp_94,0.0,0.503,0.5,0.38,0.5,0.5,0.4,0.3,0.0,1.0,1.0,TwoStageBetween,0.8565,0.4101,0,0.8102
21,0-alternatives,exp_78,1.0,0.39,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,1.0,0.0,TwoStageBetween,0.7214,0.8376,1,0.876
22,0-alternatives,exp_68,0.0,0.557,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.8623,0.5436,1,1.7879
23,0-alternatives,exp_22,1.0,0.53,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,1.0,0.0,TwoStageBetween,0.7852,0.236,0,0.8033
24,0-alternatives,catch_4,1.0,0.499,0.19,0.31,0.5,0.5,0.73,0.4,0.0,1.0,0.0,TwoStageBetween,0.4163,0.0163,0,0.5331
25,0-alternatives,catch_2,1.0,0.492,0.38,0.6,0.5,0.5,0.4,0.22000000000000003,0.0,1.0,0.0,TwoStageBetween,0.4267,0.0182,0,0.4174
26,0-alternatives,exp_46,1.0,1.19,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.4296,0.0188,0,0.3005
27,0-alternatives,exp_60,1.0,0.418,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,0.0,TwoStageBetween,0.5729,0.0637,0,1.0992
28,0-alternatives,exp_82,1.0,0.539,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,0.0,TwoStageBetween,0.575,0.0647,0,0.9135
29,0-alternatives,exp_20,1.0,0.472,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,0.0,0.0,TwoStageBetween,0.7852,0.236,0,0.0815
30,0-alternatives,exp_84,1.0,0.466,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,0.0,TwoStageBetween,0.575,0.0647,0,0.4938
31,0-alternatives,exp_52,0.0,0.431,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.841,0.6469,0,0.9898
32,0-alternatives,exp_58,1.0,0.501,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,0.0,TwoStageBetween,0.5729,0.0637,0,0.5447
33,0-alternatives,exp_80,1.0,0.583,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,1.0,0.0,TwoStageBetween,0.575,0.0647,0,0.1823
34,0-alternatives,exp_42,1.0,0.571,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,0.0,0.0,TwoStageBetween,0.4296,0.0188,0,0.2068
35,0-alternatives,exp_64,0.0,1.321,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,1.0,1.0,TwoStageBetween,0.8623,0.5436,1,1.8645
36,0-alternatives,exp_116,0.0,0.549,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.8623,0.4514,0,1.6328
37,0-alternatives,exp_62,1.0,0.376,0.41,0.21,0.5,0.5,0.62,0.18,0.0,1.0,0.0,TwoStageBetween,0.5729,0.0637,0,0.8144
38,0-alternatives,exp_76,0.0,0.422,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,0.0,1.0,TwoStageBetween,0.7214,0.8376,1,0.2843
39,0-alternatives,exp_66,0.0,0.357,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.8623,0.5436,0,0.4251
40,0-alternatives,exp_24,0.0,0.566,0.3,0.17,0.5,0.5,0.3,0.2,0.0,1.0,1.0,TwoStageBetween,0.8642,0.5124,1,0.2262
41,0-alternatives,exp_112,1.0,0.315,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,1.0,0.0,TwoStageBetween,0.8623,0.4514,0,0.5211
42,0-alternatives,catch_10,1.0,0.471,0.31,0.51,0.5,0.5,0.32,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.4037,0.0141,0,0.3557
43,0-alternatives,catch_18,1.0,0.418,0.19,0.37,0.5,0.5,0.38,0.31,0.0,1.0,0.0,TwoStageBetween,0.5358,0.0486,0,0.4444
44,0-alternatives,catch_16,1.0,0.435,0.32,0.37,0.5,0.5,0.78,0.6799999999999999,0.0,1.0,0.0,TwoStageBetween,0.7977,0.2553,0,0.9901
