,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,3-alternatives,exp_116,0.0,0.2629399999277666,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.4239,0.9923,1,0.7313
1,3-alternatives,exp_42,1.0,0.1741199999814853,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,0.0,0.0,TwoStageBetween,0.8463,0.8372,1,1.9684
2,3-alternatives,exp_84,0.0,0.334084999980405,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,1.0,TwoStageBetween,0.5636,0.9705,1,0.2267
3,3-alternatives,exp_104,0.0,0.4389049999881536,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,1.0,1.0,TwoStageBetween,0.4623,0.9881,1,1.3261
4,3-alternatives,exp_96,0.0,0.4377850000746548,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,1.0,1.0,TwoStageBetween,0.6829,0.934,0,0.85
5,3-alternatives,catch_8,1.0,0.4038099999306724,0.22,0.32,0.5,0.5,0.5,0.37,0.0,1.0,0.0,TwoStageBetween,0.5678,0.0304,0,0.2003
6,3-alternatives,exp_68,0.0,0.330989999929443,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.7411,0.9077,1,0.7443
7,3-alternatives,exp_114,0.0,0.4405649999389425,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.4239,0.9923,1,0.5461
8,3-alternatives,exp_60,0.0,0.7658550000051036,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,1.0,TwoStageBetween,0.6224,0.9551,1,0.6421
9,3-alternatives,exp_36,1.0,0.5478799999691546,0.79,0.7,0.5,0.5,0.32,0.2,0.0,0.0,0.0,TwoStageBetween,1.0025,0.5201,1,1.6896
10,3-alternatives,exp_74,0.0,0.4117949999636039,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,0.0,1.0,TwoStageBetween,0.2464,0.9998,1,0.3649
11,3-alternatives,catch_0,1.0,0.5059399999445304,0.19,0.72,0.5,0.5,0.3,0.2,0.0,1.0,0.0,TwoStageBetween,0.2115,0.0001,0,0.305
12,3-alternatives,exp_94,0.0,0.41108500002883375,0.5,0.38,0.5,0.5,0.4,0.3,0.0,1.0,1.0,TwoStageBetween,0.8519,0.8323,0,0.4636
13,3-alternatives,exp_30,0.0,0.3595849999692291,0.3,0.17,0.5,0.5,0.3,0.2,0.0,1.0,1.0,TwoStageBetween,0.5481,0.9739,1,0.3162
14,3-alternatives,catch_4,1.0,0.5218100000638515,0.19,0.31,0.5,0.5,0.73,0.4,0.0,1.0,0.0,TwoStageBetween,0.4251,0.0078,0,0.5758
15,3-alternatives,exp_10,0.0,0.3982400000095368,0.7,0.29,0.5,0.5,0.5,0.18,0.0,0.0,1.0,TwoStageBetween,0.4297,0.9918,1,0.4854
16,3-alternatives,exp_80,0.0,0.341454999987036,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,1.0,1.0,TwoStageBetween,0.5636,0.9705,1,0.8195
17,3-alternatives,exp_64,0.0,0.4254750000545755,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,1.0,1.0,TwoStageBetween,0.7411,0.9077,1,0.1964
18,3-alternatives,catch_2,1.0,0.3826649999246001,0.38,0.6,0.5,0.5,0.4,0.22000000000000003,0.0,1.0,0.0,TwoStageBetween,0.4463,0.01,0,0.248
19,3-alternatives,catch_6,1.0,0.2997050000121817,0.23,0.59,0.5,0.5,0.27,0.19,0.0,1.0,0.0,TwoStageBetween,0.2771,0.0005,0,0.2236
20,3-alternatives,exp_58,0.0,0.4322500000707805,0.41,0.21,0.5,0.5,0.62,0.18,0.0,0.0,1.0,TwoStageBetween,0.6224,0.9551,1,0.293
21,3-alternatives,exp_8,0.0,0.40497999999206513,0.7,0.29,0.5,0.5,0.5,0.18,0.0,1.0,1.0,TwoStageBetween,0.4297,0.9918,1,0.6178
22,3-alternatives,exp_46,1.0,0.6520000000018626,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.8463,0.8372,1,1.3894
23,3-alternatives,exp_78,0.0,0.3029799999203533,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,1.0,1.0,TwoStageBetween,0.2464,0.9998,1,0.1778
24,3-alternatives,exp_20,0.0,0.4697350000496954,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,0.0,1.0,TwoStageBetween,0.6789,0.9356,1,0.914
25,3-alternatives,exp_90,0.0,0.2570850000483915,0.5,0.38,0.5,0.5,0.4,0.3,0.0,0.0,1.0,TwoStageBetween,0.8519,0.8323,1,0.2405
26,3-alternatives,exp_52,0.0,0.398685000021942,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.6329,0.9518,1,0.456
27,3-alternatives,exp_26,0.0,0.26368500001262873,0.3,0.17,0.5,0.5,0.3,0.2,0.0,0.0,1.0,TwoStageBetween,0.5481,0.9739,1,0.6279
28,3-alternatives,exp_108,0.0,0.2949650000082329,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,0.0,1.0,TwoStageBetween,0.4623,0.9881,1,0.5095
29,3-alternatives,exp_88,0.0,0.4465349999954924,0.5,0.38,0.5,0.5,0.4,0.3,0.0,1.0,1.0,TwoStageBetween,0.8519,0.8323,0,0.6097
30,3-alternatives,exp_50,0.0,0.3629250000230968,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,0.0,1.0,TwoStageBetween,0.6329,0.9518,1,0.284
31,3-alternatives,exp_98,0.0,0.2186150000197813,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,0.0,1.0,TwoStageBetween,0.6829,0.934,1,1.8942
32,3-alternatives,exp_18,1.0,0.5066749999532476,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,0.0,0.0,TwoStageBetween,0.6789,0.9356,1,0.8035
33,3-alternatives,exp_102,0.0,0.3650800000177696,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,1.0,1.0,TwoStageBetween,0.6829,0.934,1,0.5156
34,3-alternatives,exp_40,0.0,0.4547449999954552,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,1.0,1.0,TwoStageBetween,0.8463,0.8372,1,1.4112
35,3-alternatives,exp_22,0.0,0.4491249999264255,0.28,0.17,0.5,0.5,0.8300000000000001,0.43,0.0,1.0,1.0,TwoStageBetween,0.6789,0.9356,1,0.4056
36,3-alternatives,exp_82,0.0,0.4210400000447408,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,0.0,1.0,TwoStageBetween,0.5636,0.9705,1,0.4229
37,3-alternatives,catch_12,1.0,0.2504199999384582,0.23,0.47,0.5,0.5,0.6,0.5,0.0,1.0,0.0,TwoStageBetween,0.3631,0.0032,0,0.2982
38,3-alternatives,catch_18,1.0,0.2517549999756738,0.19,0.37,0.5,0.5,0.38,0.31,0.0,1.0,0.0,TwoStageBetween,0.3822,0.0044,0,0.4257
39,3-alternatives,exp_44,1.0,0.9346849999856204,0.81,0.48,0.5,0.5,0.79,0.16999999999999996,0.0,0.0,0.0,TwoStageBetween,0.8463,0.8372,1,2.8593
40,3-alternatives,exp_14,0.0,0.4480450000846759,0.7,0.29,0.5,0.5,0.5,0.18,0.0,1.0,1.0,TwoStageBetween,0.4297,0.9918,1,0.473
41,3-alternatives,exp_70,0.0,0.4654899999732152,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,1.0,1.0,TwoStageBetween,0.7411,0.9077,0,1.0412
42,3-alternatives,exp_62,0.0,0.4478900000685826,0.41,0.21,0.5,0.5,0.62,0.18,0.0,1.0,1.0,TwoStageBetween,0.6224,0.9551,1,0.6716
43,3-alternatives,exp_32,0.0,0.3625149999279529,0.79,0.7,0.5,0.5,0.32,0.2,0.0,1.0,1.0,TwoStageBetween,1.0025,0.5201,1,2.8909
44,3-alternatives,exp_38,0.0,0.5447949999943376,0.79,0.7,0.5,0.5,0.32,0.2,0.0,1.0,1.0,TwoStageBetween,1.0025,0.5201,0,3.1841
45,3-alternatives,catch_10,1.0,0.429329999955371,0.31,0.51,0.5,0.5,0.32,0.16999999999999996,0.0,1.0,0.0,TwoStageBetween,0.4161,0.007,0,0.1643
46,3-alternatives,exp_2,0.0,0.28442500007804483,0.79,0.49,0.5,0.5,0.8300000000000001,0.53,0.0,0.0,1.0,TwoStageBetween,0.6488,0.9466,1,0.5286
47,3-alternatives,exp_86,0.0,0.4918599999509752,0.61,0.29,0.5,0.5,0.8099999999999999,0.22000000000000003,0.0,1.0,1.0,TwoStageBetween,0.5636,0.9705,1,0.5981
48,3-alternatives,exp_6,0.0,0.27859999996144325,0.79,0.49,0.5,0.5,0.8300000000000001,0.53,0.0,1.0,1.0,TwoStageBetween,0.6488,0.9466,1,0.344
49,3-alternatives,exp_106,0.0,0.3706699999747798,0.78,0.4,0.5,0.5,0.3,0.21000000000000002,0.0,0.0,1.0,TwoStageBetween,0.4623,0.9881,1,0.1219
50,3-alternatives,exp_72,0.0,0.4148999999742955,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,1.0,1.0,TwoStageBetween,0.2464,0.9998,1,0.3971
51,3-alternatives,exp_54,0.0,0.46566500002518296,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,1.0,1.0,TwoStageBetween,0.6329,0.9518,1,0.3259
52,3-alternatives,exp_112,0.0,0.5432649999856949,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,1.0,1.0,TwoStageBetween,0.4239,0.9923,1,0.626
53,3-alternatives,exp_66,0.0,0.48169000004418194,0.72,0.51,0.5,0.5,0.52,0.42000000000000004,0.0,0.0,1.0,TwoStageBetween,0.7411,0.9077,1,0.307
54,3-alternatives,exp_4,0.0,0.3088399999542162,0.79,0.49,0.5,0.5,0.8300000000000001,0.53,0.0,0.0,1.0,TwoStageBetween,0.6488,0.9466,1,0.5449
55,3-alternatives,exp_34,0.0,0.33758499997202307,0.79,0.7,0.5,0.5,0.32,0.2,0.0,0.0,1.0,TwoStageBetween,1.0025,0.5201,1,0.4613
56,3-alternatives,exp_56,0.0,0.5398750000167638,0.41,0.21,0.5,0.5,0.62,0.18,0.0,1.0,1.0,TwoStageBetween,0.6224,0.9551,1,0.1906
57,3-alternatives,exp_28,0.0,0.4167250000173226,0.3,0.17,0.5,0.5,0.3,0.2,0.0,0.0,1.0,TwoStageBetween,0.5481,0.9739,1,1.1522
58,3-alternatives,catch_16,1.0,0.371309999958612,0.32,0.37,0.5,0.5,0.78,0.6799999999999999,0.0,1.0,0.0,TwoStageBetween,0.8873,0.1982,0,0.1102
59,3-alternatives,exp_24,0.0,2.117345000035129,0.3,0.17,0.5,0.5,0.3,0.2,0.0,1.0,1.0,TwoStageBetween,0.5481,0.9739,1,0.6475
60,3-alternatives,exp_92,0.0,0.4184550000354648,0.5,0.38,0.5,0.5,0.4,0.3,0.0,0.0,1.0,TwoStageBetween,0.8519,0.8323,1,0.2643
61,3-alternatives,exp_100,0.0,0.28248499997425824,0.58,0.38,0.5,0.5,0.6900000000000001,0.49000000000000005,0.0,0.0,1.0,TwoStageBetween,0.6829,0.934,1,0.3362
62,3-alternatives,catch_14,1.0,0.283519999939017,0.22,0.28,0.5,0.5,0.79,0.41,0.0,1.0,0.0,TwoStageBetween,0.6238,0.0452,0,0.5186
63,3-alternatives,exp_0,0.0,0.4126699999906122,0.79,0.49,0.5,0.5,0.8300000000000001,0.53,0.0,1.0,1.0,TwoStageBetween,0.6488,0.9466,1,0.9123
64,3-alternatives,exp_12,0.0,0.5071400000015274,0.7,0.29,0.5,0.5,0.5,0.18,0.0,0.0,1.0,TwoStageBetween,0.4297,0.9918,1,0.217
65,3-alternatives,exp_48,0.0,0.4217250000219792,0.49,0.32,0.5,0.5,0.82,0.6900000000000001,0.0,1.0,1.0,TwoStageBetween,0.6329,0.9518,1,0.5626
66,3-alternatives,exp_76,0.0,0.3552800000179559,0.8,0.2,0.5,0.5,0.6799999999999999,0.4,0.0,0.0,1.0,TwoStageBetween,0.2464,0.9998,1,0.2044
67,3-alternatives,exp_118,0.0,0.4806099999696016,0.49,0.22,0.5,0.5,0.79,0.42000000000000004,0.0,1.0,1.0,TwoStageBetween,0.4239,0.9923,1,0.2497
