,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,14-attributes,exp_59,0.0,0.9801400000001304,0.41,0.21,0.4,0.6,0.62,0.18,1.0,0.0,1.0,TwoStageBetween,1.0007,0.2149,1,0.936
1,14-attributes,exp_9,1.0,1.079185000000056,0.7,0.29,0.4,0.6,0.5,0.18,1.0,1.0,0.0,TwoStageBetween,1.0497,0.2835,1,1.8154
2,14-attributes,catch_1,1.0,0.8229850000003353,0.29,0.41,0.5,0.5,0.5900000000000001,0.42000000000000004,1.0,1.0,0.0,TwoStageBetween,0.8495,0.1011,0,0.1811
3,14-attributes,exp_1,0.0,1.232280000000028,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,1.0,1.0,TwoStageBetween,1.0943,0.4017,1,1.5705
4,14-attributes,exp_27,0.0,2.0778299999998415,0.3,0.17,0.4,0.6,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,1.0836,0.622,0,1.4349
5,14-attributes,exp_15,1.0,0.7084600000001956,0.7,0.29,0.6,0.4,0.5,0.18,1.0,1.0,0.0,TwoStageBetween,0.9773,0.1903,0,0.3584
6,14-attributes,exp_115,1.0,0.8482949999996927,0.49,0.22,0.4,0.6,0.79,0.42000000000000004,1.0,0.0,0.0,TwoStageBetween,1.0892,0.602,0,1.7736
7,14-attributes,exp_67,0.0,0.7016500000001397,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.0835,0.6224,0,1.1138
8,14-attributes,exp_45,1.0,1.6695949999997393,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,0.0,0.0,TwoStageBetween,0.7483,0.0595,0,0.8848
9,14-attributes,exp_69,0.0,0.9821550000000281,0.72,0.51,0.6,0.4,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,1.0934,0.5845,0,0.1825
10,14-attributes,exp_37,1.0,1.2536700000001584,0.79,0.7,0.6,0.4,0.32,0.2,1.0,0.0,0.0,TwoStageBetween,1.0452,0.2756,0,0.8084
11,14-attributes,exp_57,1.0,0.9863300000003072,0.41,0.21,0.4,0.6,0.62,0.18,1.0,1.0,0.0,TwoStageBetween,0.9078,0.1348,1,0.5736
