,subject_id,condition,choice,rt,p0,p1,gm,gp,m1,m0,presentation01,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,3-attributes,exp_1,0.0,0.3921100000152365,0.79,0.49,0.4,0.6,0.8300000000000001,0.53,1.0,1.0,1.0,TwoStageBetween,0.7702,0.9381,1,1.0674
1,3-attributes,exp_9,0.0,0.3947100000223145,0.7,0.29,0.4,0.6,0.5,0.18,1.0,1.0,1.0,TwoStageBetween,0.4269,0.9964,1,0.3461
2,3-attributes,exp_91,0.0,0.27983000001404434,0.5,0.38,0.4,0.6,0.4,0.3,1.0,0.0,1.0,TwoStageBetween,0.6922,0.9608,1,0.4792
3,3-attributes,exp_89,0.0,0.3726050000404939,0.5,0.38,0.4,0.6,0.4,0.3,1.0,1.0,1.0,TwoStageBetween,1.039,0.7524,1,2.0944
4,3-attributes,exp_29,0.0,0.3715550000779331,0.3,0.17,0.6,0.4,0.3,0.2,1.0,0.0,1.0,TwoStageBetween,0.4378,0.9958,1,0.2915
5,3-attributes,catch_3,1.0,0.4114899999694899,0.19,0.38,0.5,0.5,0.6799999999999999,0.58,1.0,1.0,0.0,TwoStageBetween,0.3751,0.0016,0,1.0035
6,3-attributes,exp_47,1.0,0.3451800000621006,0.81,0.48,0.6,0.4,0.79,0.16999999999999996,1.0,1.0,0.0,TwoStageBetween,0.7196,0.9537,0,0.6547
7,3-attributes,exp_107,0.0,0.39614999992772937,0.78,0.4,0.4,0.6,0.3,0.21000000000000002,1.0,0.0,1.0,TwoStageBetween,0.3875,0.998,1,0.2168
8,3-attributes,exp_37,0.0,0.4400299999397248,0.79,0.7,0.6,0.4,0.32,0.2,1.0,0.0,1.0,TwoStageBetween,0.907,0.8739,1,1.4422
9,3-attributes,catch_9,1.0,0.36305499996524304,0.48,0.72,0.5,0.5,0.4,0.18,1.0,1.0,0.0,TwoStageBetween,0.547,0.0135,0,0.6648
10,3-attributes,exp_59,0.0,0.503484999993816,0.41,0.21,0.4,0.6,0.62,0.18,1.0,0.0,1.0,TwoStageBetween,0.3894,0.9979,1,0.3444
11,3-attributes,exp_67,0.0,0.30465000006370246,0.72,0.51,0.4,0.6,0.52,0.42000000000000004,1.0,0.0,1.0,TwoStageBetween,0.6113,0.9773,1,0.3264
12,3-attributes,catch_7,1.0,0.4124950000550598,0.28,0.48,0.5,0.5,0.52,0.21000000000000002,1.0,1.0,0.0,TwoStageBetween,0.4495,0.0049,0,0.3307
13,3-attributes,exp_99,0.0,0.3243899999652058,0.58,0.38,0.4,0.6,0.6900000000000001,0.49000000000000005,1.0,0.0,1.0,TwoStageBetween,0.5386,0.9875,1,0.3595
14,3-attributes,exp_35,0.0,0.326535000000149,0.79,0.7,0.4,0.6,0.32,0.2,1.0,0.0,1.0,TwoStageBetween,0.907,0.8739,1,0.343
15,3-attributes,exp_73,0.0,0.757660000002943,0.8,0.2,0.4,0.6,0.6799999999999999,0.4,1.0,1.0,1.0,TwoStageBetween,0.2794,0.9998,1,0.1739
