,subject_id,condition,choice,rt,last_stage_favours,gm,m0,g1,gp,m1,p1,g0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,146,exp_25,0.0,0.8175,1.0,0.4,0.2,0.5,0.6,0.3,0.17,0.5,0.3,1.0,1.0,TwoStageMixtureNoScaling,0.7187,0.7733,0,0.5724
1,146,exp_8,0.0,0.8189000000003726,1.0,0.5,0.18,0.4,0.5,0.5,0.29,0.6,0.7,0.0,1.0,TwoStageMixtureNoScaling,0.5987,0.8946,1,0.3107
2,146,exp_1,1.0,1.1475,1.0,0.4,0.53,0.5,0.6,0.8300000000000001,0.49,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.6773,0.8259,0,0.7051
3,146,exp_74,0.0,0.47109999999962743,0.0,0.5,0.4,0.4,0.5,0.6799999999999999,0.2,0.6,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.2364,0.999,1,0.2224
4,146,exp_91,0.0,0.3907000000011176,0.0,0.4,0.3,0.5,0.6,0.4,0.38,0.5,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.7612,0.6957,1,0.3401
5,146,exp_27,0.0,0.545,0.0,0.4,0.2,0.5,0.6,0.3,0.17,0.5,0.3,1.0,1.0,TwoStageMixtureNoScaling,0.6736,0.8298,1,1.2923
6,146,exp_117,0.0,0.6787000000011176,0.0,0.6,0.42000000000000004,0.5,0.4,0.79,0.22,0.5,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.5296,0.9352,1,0.3228
7,146,exp_107,0.0,0.5467000000011176,0.0,0.4,0.21000000000000002,0.5,0.6,0.3,0.4,0.5,0.78,1.0,1.0,TwoStageMixtureNoScaling,0.5354,0.9324,0,0.2332
8,146,exp_59,1.0,0.685,0.0,0.4,0.18,0.5,0.6,0.62,0.21,0.5,0.41,1.0,0.0,TwoStageMixtureNoScaling,0.7739,0.6628,0,2.3146
9,146,exp_82,0.0,0.6032000000011176,0.0,0.5,0.22000000000000003,0.4,0.5,0.8099999999999999,0.29,0.6,0.61,0.0,1.0,TwoStageMixtureNoScaling,0.7396,0.7395,1,0.5991
10,146,exp_108,0.0,0.4809000000003725,0.0,0.5,0.21000000000000002,0.6,0.5,0.3,0.4,0.4,0.78,0.0,1.0,TwoStageMixtureNoScaling,0.4912,0.9522,1,0.3337
11,146,exp_46,1.0,0.7149000000003726,1.0,0.5,0.16999999999999996,0.6,0.5,0.79,0.48,0.4,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.6429,0.1399,0,0.28
12,146,exp_57,1.0,0.9503000000007452,1.0,0.4,0.18,0.5,0.6,0.62,0.21,0.5,0.41,1.0,0.0,TwoStageMixtureNoScaling,0.7949,0.5793,0,0.8115
13,146,exp_42,1.0,0.6092000000011176,0.0,0.5,0.16999999999999996,0.4,0.5,0.79,0.48,0.6,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.6904,0.1883,0,0.1456
14,146,exp_30,0.0,0.680199999999255,1.0,0.5,0.2,0.6,0.5,0.3,0.17,0.4,0.3,0.0,1.0,TwoStageMixtureNoScaling,0.6689,0.8347,1,1.7094
15,146,exp_23,0.0,1.4950999999996277,1.0,0.6,0.43,0.5,0.4,0.8300000000000001,0.17,0.5,0.28,1.0,1.0,TwoStageMixtureNoScaling,0.775,0.6596,1,0.5773
16,146,exp_18,1.0,0.5424000000003726,0.0,0.5,0.43,0.4,0.5,0.8300000000000001,0.17,0.6,0.28,0.0,0.0,TwoStageMixtureNoScaling,0.7019,0.7965,1,1.3993
