,subject_id,condition,choice,rt,last_stage_favours,gm,m0,g1,gp,m1,p1,g0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,107,exp_35,1.0,1.8883999999910595,0.0,0.4,0.2,0.5,0.6,0.32,0.7,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,1.0915,0.5337,1.0,0.3401
1,107,exp_29,1.0,0.8385999999940396,0.0,0.6,0.2,0.5,0.4,0.3,0.17,0.5,0.3,1.0,0.0,TwoStageMixtureNoScaling,1.0155,0.7434,0.0,0.3156
2,107,exp_10,0.0,1.7182999999970199,0.0,0.5,0.18,0.4,0.5,0.5,0.29,0.6,0.7,0.0,1.0,TwoStageMixtureNoScaling,0.9848,0.7831,1.0,0.1204
3,107,exp_30,1.0,0.5897999999970198,1.0,0.5,0.2,0.6,0.5,0.3,0.17,0.4,0.3,0.0,0.0,TwoStageMixtureNoScaling,1.0911,0.5378,1.0,0.2627
4,107,catch_0,1.0,0.8153000000119209,1.0,0.5,0.2,0.5,0.5,0.3,0.72,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.8224,0.0922,0.0,2.164
5,107,exp_53,1.0,0.6982000000029802,0.0,0.6,0.6900000000000001,0.5,0.4,0.82,0.32,0.5,0.49,1.0,0.0,TwoStageMixtureNoScaling,1.0339,0.7143,1.0,0.2664
6,107,exp_37,1.0,1.3770999999940394,0.0,0.6,0.2,0.5,0.4,0.32,0.7,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,1.0915,0.5337,1.0,0.4313
7,107,exp_107,0.0,0.6415,0.0,0.4,0.21000000000000002,0.5,0.6,0.3,0.4,0.5,0.78,1.0,1.0,TwoStageMixtureNoScaling,0.9851,0.7827,1.0,0.3061
8,107,exp_82,1.0,0.5967999999970197,0.0,0.5,0.22000000000000003,0.4,0.5,0.8099999999999999,0.29,0.6,0.61,0.0,0.0,TwoStageMixtureNoScaling,1.033,0.7158,0.0,0.2891
9,107,exp_99,1.0,0.9695999999940397,0.0,0.4,0.49000000000000005,0.5,0.6,0.6900000000000001,0.38,0.5,0.58,1.0,0.0,TwoStageMixtureNoScaling,1.0454,0.693,1.0,0.2875
10,107,exp_43,1.0,0.97,0.0,0.4,0.16999999999999996,0.5,0.6,0.79,0.48,0.5,0.81,1.0,0.0,TwoStageMixtureNoScaling,1.0761,0.6148,1.0,1.2945
11,107,catch_6,0.0,2.9265,1.0,0.5,0.19,0.5,0.5,0.27,0.59,0.5,0.23,0.0,1.0,TwoStageMixtureNoScaling,0.9414,0.1668,1.0,1.2692
12,107,exp_90,1.0,0.729,0.0,0.5,0.3,0.4,0.5,0.4,0.38,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,1.0721,0.6278,1.0,0.7554
13,107,exp_1,1.0,0.7453999999910593,1.0,0.4,0.53,0.5,0.6,0.8300000000000001,0.49,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,1.0745,0.6201,1.0,0.3266
