,subject_id,condition,choice,rt,last_stage_favours,gm,m0,g1,gp,m1,p1,g0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,30,catch_8,1.0,1.689699999988079,1.0,0.5,0.37,0.5,0.5,0.5,0.32,0.5,0.22,0.0,0.0,TwoStageMixtureNoScaling,2.4078,0.0379,0.0,3.5776
1,30,exp_8,1.0,3.379,1.0,0.5,0.18,0.4,0.5,0.5,0.29,0.6,0.7,0.0,0.0,TwoStageMixtureNoScaling,2.4497,0.3853,,
2,30,exp_104,1.0,3.324600000023842,1.0,0.5,0.21000000000000002,0.4,0.5,0.3,0.4,0.6,0.78,0.0,0.0,TwoStageMixtureNoScaling,2.3987,0.5035,1.0,2.4662
3,30,exp_78,0.0,3.287699999988079,1.0,0.5,0.4,0.6,0.5,0.6799999999999999,0.2,0.4,0.8,0.0,1.0,TwoStageMixtureNoScaling,1.8587,0.9444,1.0,0.8887
4,30,exp_19,1.0,3.296300000011921,0.0,0.4,0.43,0.5,0.6,0.8300000000000001,0.17,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,2.4386,0.4147,,
5,30,exp_84,1.0,3.309600000023842,0.0,0.5,0.22000000000000003,0.6,0.5,0.8099999999999999,0.29,0.4,0.61,0.0,0.0,TwoStageMixtureNoScaling,2.4926,0.1577,,
6,30,exp_67,0.0,3.291800000011921,0.0,0.4,0.42000000000000004,0.5,0.6,0.52,0.51,0.5,0.72,1.0,1.0,TwoStageMixtureNoScaling,2.4264,0.4443,,
7,30,exp_101,0.0,3.299,0.0,0.6,0.49000000000000005,0.5,0.4,0.6900000000000001,0.38,0.5,0.58,1.0,1.0,TwoStageMixtureNoScaling,2.4281,0.4402,,
8,30,exp_37,1.0,3.277599999964237,0.0,0.6,0.2,0.5,0.4,0.32,0.7,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,2.4894,0.1335,0.0,2.0703
9,30,catch_4,1.0,3.284300000011921,1.0,0.5,0.4,0.5,0.5,0.73,0.31,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,2.2506,0.0098,0.0,3.0343
10,30,exp_53,0.0,3.4384000000357626,0.0,0.6,0.6900000000000001,0.5,0.4,0.82,0.32,0.5,0.49,1.0,1.0,TwoStageMixtureNoScaling,2.3698,0.5568,1.0,3.2075
11,30,exp_60,1.0,3.283099999964237,0.0,0.5,0.18,0.6,0.5,0.62,0.21,0.4,0.41,0.0,0.0,TwoStageMixtureNoScaling,2.491,0.2196,1.0,2.9053
12,30,exp_42,1.0,3.265,0.0,0.5,0.16999999999999996,0.4,0.5,0.79,0.48,0.6,0.81,0.0,0.0,TwoStageMixtureNoScaling,2.3138,0.016,0.0,2.1895
13,30,exp_91,0.0,3.304,0.0,0.4,0.3,0.5,0.6,0.4,0.38,0.5,0.5,1.0,1.0,TwoStageMixtureNoScaling,2.4723,0.3141,,
14,30,exp_68,0.0,3.271099999964237,0.0,0.5,0.42000000000000004,0.6,0.5,0.52,0.51,0.4,0.72,0.0,1.0,TwoStageMixtureNoScaling,2.4567,0.3653,,
15,30,exp_23,1.0,3.290300000011921,1.0,0.6,0.43,0.5,0.4,0.8300000000000001,0.17,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,2.4436,0.4018,,
16,30,exp_80,1.0,3.2934000000357626,1.0,0.5,0.22000000000000003,0.4,0.5,0.8099999999999999,0.29,0.6,0.61,0.0,0.0,TwoStageMixtureNoScaling,2.4931,0.1658,,
17,30,exp_59,1.0,3.285600000023842,0.0,0.4,0.18,0.5,0.6,0.62,0.21,0.5,0.41,1.0,0.0,TwoStageMixtureNoScaling,2.4283,0.4398,,
18,30,exp_57,0.0,3.289899999976158,1.0,0.4,0.18,0.5,0.6,0.62,0.21,0.5,0.41,1.0,1.0,TwoStageMixtureNoScaling,2.4224,0.4533,,
19,30,catch_7,1.0,3.3011000000238417,1.0,0.5,0.21000000000000002,0.5,0.5,0.52,0.48,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,2.1066,0.0036,0.0,2.6295
20,30,exp_15,0.0,3.295399999976158,1.0,0.6,0.18,0.5,0.4,0.5,0.29,0.5,0.7,1.0,1.0,TwoStageMixtureNoScaling,2.3309,0.6183,1.0,2.012
21,30,catch_9,1.0,3.280900000035763,1.0,0.5,0.18,0.5,0.5,0.4,0.72,0.5,0.48,1.0,0.0,TwoStageMixtureNoScaling,2.1568,0.005,0.0,1.8454
22,30,exp_74,0.0,3.292100000023842,0.0,0.5,0.4,0.4,0.5,0.6799999999999999,0.2,0.6,0.8,0.0,1.0,TwoStageMixtureNoScaling,1.8738,0.9404,1.0,0.8953
23,30,exp_20,1.0,3.315,0.0,0.5,0.43,0.6,0.5,0.8300000000000001,0.17,0.4,0.28,0.0,0.0,TwoStageMixtureNoScaling,2.4849,0.2594,,
24,30,exp_96,0.0,3.2945,1.0,0.5,0.49000000000000005,0.4,0.5,0.6900000000000001,0.38,0.6,0.58,0.0,1.0,TwoStageMixtureNoScaling,2.4575,0.3628,1.0,2.8427
25,30,exp_99,0.0,3.310600000023842,0.0,0.4,0.49000000000000005,0.5,0.6,0.6900000000000001,0.38,0.5,0.58,1.0,1.0,TwoStageMixtureNoScaling,2.4181,0.463,1.0,3.8762
26,30,catch_5,1.0,3.256300000011921,1.0,0.5,0.32,0.5,0.5,0.43,0.49,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,2.4287,0.0478,,
27,30,catch_1,1.0,3.284800000011921,1.0,0.5,0.42000000000000004,0.5,0.5,0.5900000000000001,0.41,0.5,0.29,1.0,0.0,TwoStageMixtureNoScaling,2.3365,0.0194,,
28,30,exp_102,0.0,3.290599999964237,1.0,0.5,0.49000000000000005,0.6,0.5,0.6900000000000001,0.38,0.4,0.58,0.0,1.0,TwoStageMixtureNoScaling,2.4575,0.3628,1.0,1.5466
29,30,exp_40,1.0,3.289600000023842,1.0,0.5,0.16999999999999996,0.4,0.5,0.79,0.48,0.6,0.81,0.0,0.0,TwoStageMixtureNoScaling,2.3232,0.0173,,
30,30,exp_82,1.0,3.313600000023842,0.0,0.5,0.22000000000000003,0.4,0.5,0.8099999999999999,0.29,0.6,0.61,0.0,0.0,TwoStageMixtureNoScaling,2.4926,0.1577,0.0,3.6787
