,subject_id,condition,choice,rt,last_stage_favours,gm,m0,g1,gp,m1,p1,g0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,134,exp_42,1.0,0.836,0.0,0.5,0.16999999999999996,0.4,0.5,0.79,0.48,0.6,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.4648,0.0347,0.0,0.4196
1,134,exp_36,1.0,0.5472999999970197,0.0,0.5,0.2,0.6,0.5,0.32,0.7,0.4,0.79,0.0,0.0,TwoStageMixtureNoScaling,0.6949,0.1767,0.0,0.5112
2,134,exp_1,1.0,0.3995,1.0,0.4,0.53,0.5,0.6,0.8300000000000001,0.49,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.7146,0.7993,1.0,0.8048
3,134,exp_99,0.0,0.38620000000298016,0.0,0.4,0.49000000000000005,0.5,0.6,0.6900000000000001,0.38,0.5,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.7527,0.7434,1.0,0.8893
4,134,exp_29,1.0,0.5218999999910593,0.0,0.6,0.2,0.5,0.4,0.3,0.17,0.5,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.8007,0.6277,1.0,1.3438
5,134,catch_1,1.0,0.4644000000059605,1.0,0.5,0.42000000000000004,0.5,0.5,0.5900000000000001,0.41,0.5,0.29,1.0,0.0,TwoStageMixtureNoScaling,0.554,0.071,0.0,1.3561
6,134,exp_94,0.0,0.434,1.0,0.5,0.3,0.6,0.5,0.4,0.38,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.8173,0.5173,1.0,0.6206
7,134,exp_60,1.0,0.644,0.0,0.5,0.18,0.6,0.5,0.62,0.21,0.4,0.41,0.0,0.0,TwoStageMixtureNoScaling,0.7174,0.2032,0.0,0.5369
8,134,exp_40,1.0,0.7076000000089407,1.0,0.5,0.16999999999999996,0.4,0.5,0.79,0.48,0.6,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.4684,0.0359,0.0,0.1196
9,134,exp_88,1.0,0.8327999999970198,1.0,0.5,0.3,0.4,0.5,0.4,0.38,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.8131,0.566,1.0,1.3889
10,134,exp_84,1.0,0.5587999999970198,0.0,0.5,0.22000000000000003,0.6,0.5,0.8099999999999999,0.29,0.4,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.7081,0.1918,1.0,1.1656
11,134,exp_57,1.0,0.4942999999970198,1.0,0.4,0.18,0.5,0.6,0.62,0.21,0.5,0.41,1.0,0.0,TwoStageMixtureNoScaling,0.7889,0.3319,1.0,0.286
12,134,exp_98,0.0,0.2753999999910593,0.0,0.5,0.49000000000000005,0.4,0.5,0.6900000000000001,0.38,0.6,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.7638,0.7233,1.0,0.2389
13,134,exp_23,1.0,0.6465,1.0,0.6,0.43,0.5,0.4,0.8300000000000001,0.17,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.8176,0.5062,1.0,0.3824
14,134,exp_113,0.0,0.4688999999910593,1.0,0.4,0.42000000000000004,0.5,0.6,0.79,0.22,0.5,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.694,0.8233,1.0,1.5707
15,134,exp_19,1.0,0.3707999999970198,0.0,0.4,0.43,0.5,0.6,0.8300000000000001,0.17,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.8177,0.5045,0.0,0.7063
16,134,exp_50,0.0,0.34640000000596044,0.0,0.5,0.6900000000000001,0.4,0.5,0.82,0.32,0.6,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.6641,0.8532,1.0,0.1596
17,134,exp_67,0.0,0.3702999999970198,0.0,0.4,0.42000000000000004,0.5,0.6,0.52,0.51,0.5,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.7289,0.7804,0.0,0.6989
18,134,exp_30,1.0,0.462,1.0,0.5,0.2,0.6,0.5,0.3,0.17,0.4,0.3,0.0,0.0,TwoStageMixtureNoScaling,0.7927,0.6544,1.0,0.1402
19,134,exp_96,0.0,0.38409999999403954,1.0,0.5,0.49000000000000005,0.4,0.5,0.6900000000000001,0.38,0.6,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.7602,0.73,0.0,0.4886
20,134,exp_89,0.0,0.4782999999970198,1.0,0.4,0.3,0.5,0.6,0.4,0.38,0.5,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.8123,0.5714,1.0,1.1116
21,134,catch_3,1.0,0.4035,1.0,0.5,0.58,0.5,0.5,0.6799999999999999,0.38,0.5,0.19,1.0,0.0,TwoStageMixtureNoScaling,0.4704,0.0365,0.0,0.2136
22,134,exp_37,1.0,0.46329999999701976,0.0,0.6,0.2,0.5,0.4,0.32,0.7,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.7344,0.2261,0.0,0.6604
23,134,exp_45,1.0,1.0516000000089407,0.0,0.6,0.16999999999999996,0.5,0.4,0.79,0.48,0.5,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.468,0.0357,0.0,1.6836
24,134,exp_64,1.0,0.5370999999940396,1.0,0.5,0.42000000000000004,0.4,0.5,0.52,0.51,0.6,0.72,0.0,0.0,TwoStageMixtureNoScaling,0.7332,0.7742,1.0,0.7711
25,134,catch_6,1.0,0.37859999999403954,1.0,0.5,0.19,0.5,0.5,0.27,0.59,0.5,0.23,0.0,0.0,TwoStageMixtureNoScaling,0.3476,0.0091,0.0,0.2335
26,134,exp_102,0.0,0.46269999998807915,1.0,0.5,0.49000000000000005,0.6,0.5,0.6900000000000001,0.38,0.4,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.7885,0.6665,1.0,0.1249
27,134,exp_80,1.0,0.4073999999910593,1.0,0.5,0.22000000000000003,0.4,0.5,0.8099999999999999,0.29,0.6,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.7395,0.2336,1.0,0.8817
28,134,exp_69,1.0,0.4605,0.0,0.6,0.42000000000000004,0.5,0.4,0.52,0.51,0.5,0.72,1.0,0.0,TwoStageMixtureNoScaling,0.7305,0.7781,0.0,0.7549
29,134,exp_26,0.0,0.38429999999701975,0.0,0.5,0.2,0.4,0.5,0.3,0.17,0.6,0.3,0.0,1.0,TwoStageMixtureNoScaling,0.789,0.6651,1.0,0.328
30,134,exp_114,0.0,0.37460000000894067,0.0,0.5,0.42000000000000004,0.4,0.5,0.79,0.22,0.6,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.7199,0.7925,0.0,0.1806
31,134,exp_53,0.0,0.37370000000298015,0.0,0.6,0.6900000000000001,0.5,0.4,0.82,0.32,0.5,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.6565,0.8599,1.0,0.4527
32,134,exp_3,1.0,0.2495,0.0,0.4,0.53,0.5,0.6,0.8300000000000001,0.49,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.7189,0.7938,1.0,1.6356
33,134,exp_15,1.0,0.4337999999970198,1.0,0.6,0.18,0.5,0.4,0.5,0.29,0.5,0.7,1.0,0.0,TwoStageMixtureNoScaling,0.8,0.6304,1.0,0.6492
34,134,exp_25,1.0,0.3848999999910593,1.0,0.4,0.2,0.5,0.6,0.3,0.17,0.5,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.797,0.6409,1.0,0.6884
35,134,exp_18,1.0,0.46909999999403956,0.0,0.5,0.43,0.4,0.5,0.8300000000000001,0.17,0.6,0.28,0.0,0.0,TwoStageMixtureNoScaling,0.8157,0.4538,1.0,0.6338
36,134,exp_27,1.0,0.4100999999940395,0.0,0.4,0.2,0.5,0.6,0.3,0.17,0.5,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.7992,0.6331,0.0,0.6335
37,134,exp_104,0.0,0.46679999999701977,1.0,0.5,0.21000000000000002,0.4,0.5,0.3,0.4,0.6,0.78,0.0,1.0,TwoStageMixtureNoScaling,0.6581,0.8585,0.0,0.1906
38,134,exp_74,0.0,0.4655,0.0,0.5,0.4,0.4,0.5,0.6799999999999999,0.2,0.6,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.3555,0.9898,1.0,0.1603
39,134,catch_2,1.0,0.4009000000059605,1.0,0.5,0.22000000000000003,0.5,0.5,0.4,0.6,0.5,0.38,0.0,0.0,TwoStageMixtureNoScaling,0.3721,0.0127,0.0,0.269
40,134,exp_90,1.0,0.738,0.0,0.5,0.3,0.4,0.5,0.4,0.38,0.6,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.8142,0.5578,1.0,0.1972
41,134,exp_117,0.0,0.4730999999940395,0.0,0.6,0.42000000000000004,0.5,0.4,0.79,0.22,0.5,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.7029,0.8134,0.0,3.4598
42,134,exp_47,1.0,0.4095999999940395,1.0,0.6,0.16999999999999996,0.5,0.4,0.79,0.48,0.5,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.4717,0.0369,0.0,0.4532
43,134,exp_35,1.0,0.3999000000059605,0.0,0.4,0.2,0.5,0.6,0.32,0.7,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.7361,0.2285,0.0,0.1036
44,134,exp_8,1.0,0.5225999999940395,1.0,0.5,0.18,0.4,0.5,0.5,0.29,0.6,0.7,0.0,0.0,TwoStageMixtureNoScaling,0.813,0.567,0.0,0.1534
45,134,exp_73,0.0,0.48780000001192086,1.0,0.4,0.4,0.5,0.6,0.6799999999999999,0.2,0.5,0.8,1.0,1.0,TwoStageMixtureNoScaling,0.3236,0.9938,1.0,0.23
