,subject_id,condition,choice,rt,last_stage_favours,gm,m0,g1,gp,m1,p1,g0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,150,exp_69,0.0,0.4911999999880791,0.0,0.6,0.42000000000000004,0.5,0.4,0.52,0.51,0.5,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.5258,0.6339,1,0.2431
1,150,catch_9,1.0,0.3409000000059605,1.0,0.5,0.18,0.5,0.5,0.4,0.72,0.5,0.48,1.0,0.0,TwoStageMixtureNoScaling,0.3789,0.0869,0,0.8148
2,150,exp_101,0.0,0.25240000000596047,0.0,0.6,0.49000000000000005,0.5,0.4,0.6900000000000001,0.38,0.5,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.5378,0.5366,1,0.1518
3,150,exp_102,0.0,0.0935,1.0,0.5,0.49000000000000005,0.6,0.5,0.6900000000000001,0.38,0.4,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.5223,0.3496,1,0.539
4,150,exp_42,1.0,0.2845,0.0,0.5,0.16999999999999996,0.4,0.5,0.79,0.48,0.6,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.4206,0.1309,0,0.2053
5,150,exp_89,1.0,0.9540999999940396,1.0,0.4,0.3,0.5,0.6,0.4,0.38,0.5,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.5353,0.4296,0,0.3502
6,150,exp_9,0.0,0.441,1.0,0.4,0.18,0.5,0.6,0.5,0.29,0.5,0.7,1.0,1.0,TwoStageMixtureNoScaling,0.5388,0.4946,1,0.1388
7,150,exp_114,0.0,0.7749000000059605,0.0,0.5,0.42000000000000004,0.4,0.5,0.79,0.22,0.6,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.5335,0.5859,1,0.3142
8,150,exp_53,0.0,0.35140000000596044,0.0,0.6,0.6900000000000001,0.5,0.4,0.82,0.32,0.5,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.5305,0.6073,1,0.4418
9,150,exp_94,0.0,0.06859999999403954,1.0,0.5,0.3,0.6,0.5,0.4,0.38,0.4,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.5315,0.399,1,1.3853
10,150,catch_5,1.0,0.26930000001192095,1.0,0.5,0.32,0.5,0.5,0.43,0.49,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.4736,0.213,0,0.2175
11,150,exp_88,0.0,0.6297999999821186,1.0,0.5,0.3,0.4,0.5,0.4,0.38,0.6,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.5315,0.399,1,0.6539
12,150,exp_59,1.0,0.49390000000596046,0.0,0.4,0.18,0.5,0.6,0.62,0.21,0.5,0.41,1.0,0.0,TwoStageMixtureNoScaling,0.5365,0.557,1,1.0894
13,150,exp_91,0.0,0.45369999998807914,0.0,0.4,0.3,0.5,0.6,0.4,0.38,0.5,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.5214,0.6543,1,1.4642
14,150,exp_45,1.0,0.15380000001192093,0.0,0.6,0.16999999999999996,0.5,0.4,0.79,0.48,0.5,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.387,0.0944,0,0.6698
15,150,exp_35,1.0,0.06920000001788139,0.0,0.4,0.2,0.5,0.6,0.32,0.7,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.5382,0.5279,0,0.2899
16,150,exp_27,0.0,0.3192999999821186,0.0,0.4,0.2,0.5,0.6,0.3,0.17,0.5,0.3,1.0,1.0,TwoStageMixtureNoScaling,0.4911,0.7491,1,0.3285
17,150,exp_47,1.0,0.3005999999940395,1.0,0.6,0.16999999999999996,0.5,0.4,0.79,0.48,0.5,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.3119,0.0398,0,0.2391
18,150,catch_7,1.0,1.731,1.0,0.5,0.21000000000000002,0.5,0.5,0.52,0.48,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.3399,0.0566,0,0.3495
19,150,exp_30,1.0,0.24459999999403956,1.0,0.5,0.2,0.6,0.5,0.3,0.17,0.4,0.3,0.0,0.0,TwoStageMixtureNoScaling,0.5387,0.4869,0,0.1874
20,150,exp_57,1.0,1.246199999988079,1.0,0.4,0.18,0.5,0.6,0.62,0.21,0.5,0.41,1.0,0.0,TwoStageMixtureNoScaling,0.5184,0.3334,1,0.5418
21,150,exp_80,1.0,0.33509999999403955,1.0,0.5,0.22000000000000003,0.4,0.5,0.8099999999999999,0.29,0.6,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.429,0.1416,0,0.5187
22,150,exp_43,1.0,0.8515999999940396,0.0,0.4,0.16999999999999996,0.5,0.6,0.79,0.48,0.5,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.4569,0.1828,0,0.2862
23,150,exp_67,0.0,0.34410000002384183,0.0,0.4,0.42000000000000004,0.5,0.6,0.52,0.51,0.5,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.5119,0.6903,1,1.1636
24,150,exp_98,0.0,0.40159999999403956,0.0,0.5,0.49000000000000005,0.4,0.5,0.6900000000000001,0.38,0.6,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.5348,0.5747,1,0.3513
25,150,catch_8,1.0,0.4015,1.0,0.5,0.37,0.5,0.5,0.5,0.32,0.5,0.22,0.0,0.0,TwoStageMixtureNoScaling,0.4455,0.1648,1,0.3123
26,150,exp_115,0.0,0.5205,0.0,0.4,0.42000000000000004,0.5,0.6,0.79,0.22,0.5,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.5192,0.6635,0,0.3722
27,150,exp_40,1.0,0.3762000000178814,1.0,0.5,0.16999999999999996,0.4,0.5,0.79,0.48,0.6,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.3399,0.0565,0,0.2151
28,150,exp_1,1.0,0.23480000001192092,1.0,0.4,0.53,0.5,0.6,0.8300000000000001,0.49,0.5,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.4512,0.1735,1,0.1946
29,150,exp_78,0.0,0.4176999999880791,1.0,0.5,0.4,0.6,0.5,0.6799999999999999,0.2,0.4,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.5165,0.6739,1,0.4729
