,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,2-attributes,exp_27,0.0,0.21771500000613744,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.381,0.639,0,0.0659
1,2-attributes,exp_47,1.0,0.20046999998157844,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,1.0,0.5,0.0,TwoStageWithin,0.2481,0.058,0,0.3219
2,2-attributes,exp_37,1.0,0.08166999998502433,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,0.3595,0.2612,0,0.4774
3,2-attributes,catch_5,1.0,0.505925000004936,0.4,0.49,0.43,0.5,0.32,1.0,1.0,0.5,0.0,TwoStageWithin,0.3128,0.1443,0,0.1696
4,2-attributes,exp_19,1.0,0.23791500000515955,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,0.0,0.5,0.0,TwoStageWithin,0.3889,0.5676,0,0.7493
5,2-attributes,exp_29,0.0,0.15445500001078472,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.381,0.639,1,0.1474
6,2-attributes,exp_43,1.0,0.2906549999897834,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.2481,0.058,0,0.5489
7,2-attributes,exp_57,1.0,0.21494499998516403,0.41,0.21,0.62,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.3887,0.429,0,0.5087
8,2-attributes,exp_69,0.0,0.13720999998622574,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.3292,0.8226,1,0.2798
9,2-attributes,exp_73,0.0,0.0858050000097137,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,1.0,0.5,1.0,TwoStageWithin,0.1376,0.9965,1,0.04
10,2-attributes,exp_1,0.0,0.24991499999305236,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,1.0,0.5,1.0,TwoStageWithin,0.3092,0.8622,1,0.1678
11,2-attributes,exp_117,0.0,0.6548749999783468,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.3094,0.8618,1,0.3472
12,2-attributes,exp_35,1.0,0.08413999999174848,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,0.3595,0.2612,0,0.2472
13,2-attributes,exp_113,0.0,0.03222500000265427,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,1.0,0.5,1.0,TwoStageWithin,0.3094,0.8618,1,0.2819
14,2-attributes,exp_115,0.0,0.2543050000094809,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.3094,0.8618,1,0.9657
15,2-attributes,exp_25,0.0,0.10167000000365078,0.3,0.17,0.3,0.5,0.2,1.0,1.0,0.5,1.0,TwoStageWithin,0.381,0.639,0,0.0607
16,2-attributes,exp_45,1.0,0.3514450000075158,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.2481,0.058,0,0.159
17,2-attributes,exp_99,0.0,0.14694499998586252,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,1.0,TwoStageWithin,0.3412,0.7938,1,0.5838
18,2-attributes,exp_53,0.0,0.43093500001123175,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,0.0,0.5,1.0,TwoStageWithin,0.2959,0.8841,1,0.3468
19,2-attributes,exp_59,1.0,0.25887000001966953,0.41,0.21,0.62,0.5,0.18,1.0,0.0,0.5,0.0,TwoStageWithin,0.3887,0.429,1,0.9029
20,2-attributes,exp_9,0.0,0.26670999999623746,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,1.0,TwoStageWithin,0.3615,0.7316,1,0.148
