,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,11-alternatives,exp_90,0.0,0.8456600000208709,0.5,0.38,0.4,0.6,0.3,0.0,0.0,0.4,1.0,TwoStageWithin,1.1197,0.5756,1.0,1.108
1,11-alternatives,exp_98,0.0,0.4831000000122003,0.58,0.38,0.6900000000000001,0.6,0.49000000000000005,0.0,0.0,0.4,1.0,TwoStageWithin,1.087,0.6763,1.0,2.0088
2,11-alternatives,exp_64,1.0,0.597925000009127,0.72,0.51,0.52,0.6,0.42000000000000004,0.0,1.0,0.4,0.0,TwoStageWithin,1.0946,0.659,1.0,0.1616
3,11-alternatives,exp_50,0.0,0.9078199999930804,0.49,0.32,0.82,0.6,0.6900000000000001,0.0,0.0,0.4,1.0,TwoStageWithin,0.9144,0.8711,1.0,2.341
4,11-alternatives,exp_84,1.0,0.727855000004638,0.61,0.29,0.8099999999999999,0.4,0.22000000000000003,0.0,0.0,0.6,0.0,TwoStageWithin,0.7891,0.0662,0.0,0.6447
5,11-alternatives,catch_4,1.0,0.6273349999974016,0.19,0.31,0.73,0.5,0.4,0.0,1.0,0.5,0.0,TwoStageWithin,0.8258,0.0801,0.0,1.4864
6,11-alternatives,exp_42,1.0,0.7755649999890011,0.81,0.48,0.79,0.6,0.16999999999999996,0.0,0.0,0.4,0.0,TwoStageWithin,0.6792,0.0352,0.0,0.7393
7,11-alternatives,exp_22,1.0,0.8067900000023656,0.28,0.17,0.8300000000000001,0.4,0.43,0.0,1.0,0.6,0.0,TwoStageWithin,1.0131,0.2015,0.0,0.4963
8,11-alternatives,exp_8,1.0,1.6987199999857694,0.7,0.29,0.5,0.6,0.18,0.0,1.0,0.4,0.0,TwoStageWithin,1.1035,0.3458,0.0,0.4632
9,11-alternatives,exp_18,1.0,0.8673249999992549,0.28,0.17,0.8300000000000001,0.6,0.43,0.0,0.0,0.4,0.0,TwoStageWithin,1.127,0.4582,0.0,1.3031
10,11-alternatives,exp_10,1.0,0.6866100000042934,0.7,0.29,0.5,0.6,0.18,0.0,0.0,0.4,0.0,TwoStageWithin,1.1246,0.4336,0.0,0.1706
11,11-alternatives,exp_116,1.0,0.613534999982221,0.49,0.22,0.79,0.4,0.42000000000000004,0.0,0.0,0.6,0.0,TwoStageWithin,1.0961,0.3268,0.0,0.9051
12,11-alternatives,exp_74,0.0,0.6743049999931827,0.8,0.2,0.6799999999999999,0.6,0.4,0.0,0.0,0.4,1.0,TwoStageWithin,0.8504,0.9067,1.0,0.3637
13,11-alternatives,exp_60,0.0,0.7686349999858066,0.41,0.21,0.62,0.4,0.18,0.0,0.0,0.6,1.0,TwoStageWithin,1.0392,0.2311,0.0,2.3835
14,11-alternatives,exp_52,1.0,1.9421150000125635,0.49,0.32,0.82,0.4,0.6900000000000001,0.0,0.0,0.6,0.0,TwoStageWithin,1.1259,0.4445,1.0,0.8001
15,11-alternatives,catch_6,1.0,0.4795600000070408,0.23,0.59,0.27,0.5,0.19,0.0,1.0,0.5,0.0,TwoStageWithin,1.036,0.2272,0.0,0.6391
16,11-alternatives,exp_114,0.0,0.8604399999894667,0.49,0.22,0.79,0.6,0.42000000000000004,0.0,0.0,0.4,1.0,TwoStageWithin,1.1116,0.6096,1.0,0.8162
17,11-alternatives,exp_68,1.0,1.3239649999886751,0.72,0.51,0.52,0.4,0.42000000000000004,0.0,0.0,0.6,0.0,TwoStageWithin,1.1098,0.3647,0.0,1.1292
18,11-alternatives,exp_102,0.0,0.916590000008,0.58,0.38,0.6900000000000001,0.4,0.49000000000000005,0.0,1.0,0.6,1.0,TwoStageWithin,1.0203,0.2092,0.0,0.4461
19,11-alternatives,exp_82,1.0,1.093829999997979,0.61,0.29,0.8099999999999999,0.6,0.22000000000000003,0.0,0.0,0.4,0.0,TwoStageWithin,0.9901,0.1795,0.0,0.4337
20,11-alternatives,catch_8,0.0,0.7208699999901,0.22,0.32,0.5,0.5,0.37,0.0,1.0,0.5,1.0,TwoStageWithin,1.0393,0.2313,1.0,3.8665
21,11-alternatives,catch_2,1.0,0.6898400000063702,0.38,0.6,0.4,0.5,0.22000000000000003,0.0,1.0,0.5,0.0,TwoStageWithin,0.9119,0.1225,0.0,3.0273
22,11-alternatives,exp_26,1.0,0.7686099999991711,0.3,0.17,0.3,0.6,0.2,0.0,0.0,0.4,0.0,TwoStageWithin,1.1223,0.5609,0.0,0.8471
