,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,17-attributes,exp_115,0.0,1.083649999985937,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,1.4584,0.6347,1.0,0.7047
1,17-attributes,exp_107,0.0,2.1536299999861512,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,0.0,0.5,1.0,TwoStageWithin,1.4279,0.6964,1.0,1.0144
2,17-attributes,exp_69,0.0,2.1581399999849964,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,1.4459,0.6627,1.0,1.3988
3,17-attributes,exp_67,0.0,1.6102449999889359,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,1.4459,0.6627,1.0,1.3232
4,17-attributes,exp_27,1.0,1.0648999999975786,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,1.4911,0.507,1.0,2.3418
5,17-attributes,catch_9,1.0,1.0628900000010617,0.48,0.72,0.4,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.7328,0.007,0.0,1.5556
6,17-attributes,catch_1,1.0,1.0770100000081584,0.29,0.41,0.5900000000000001,0.5,0.42000000000000004,1.0,1.0,0.5,0.0,TwoStageWithin,1.0873,0.049,0.0,0.6157
7,17-attributes,exp_59,1.0,1.6200649999955203,0.41,0.21,0.62,0.5,0.18,1.0,0.0,0.5,0.0,TwoStageWithin,1.3855,0.1886,,
8,17-attributes,catch_3,1.0,1.0730150000017602,0.19,0.38,0.6799999999999999,0.5,0.58,1.0,1.0,0.5,0.0,TwoStageWithin,0.9481,0.0254,0.0,0.8319
9,17-attributes,exp_35,1.0,1.0834850000101142,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,1.3486,0.1572,0.0,2.4279
10,17-attributes,exp_3,1.0,1.0806900000025053,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,0.0,0.5,0.0,TwoStageWithin,1.489,0.5226,,
11,17-attributes,exp_9,0.0,1.0832999999984168,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,1.0,TwoStageWithin,1.4809,0.3524,1.0,0.6395
12,17-attributes,exp_89,1.0,1.0982500000100115,0.5,0.38,0.4,0.5,0.3,1.0,1.0,0.5,0.0,TwoStageWithin,1.4938,0.4448,1.0,0.9019
13,17-attributes,exp_1,0.0,1.1069949999800883,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,1.0,0.5,1.0,TwoStageWithin,1.489,0.5226,0.0,3.162
14,17-attributes,exp_43,1.0,1.0953999999910593,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.6165,0.0026,0.0,0.8609
15,17-attributes,exp_91,1.0,0.538509999983944,0.5,0.38,0.4,0.5,0.3,1.0,0.0,0.5,0.0,TwoStageWithin,1.4938,0.4448,0.0,2.1108
16,17-attributes,exp_45,1.0,1.0741050000069663,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.6165,0.0026,0.0,1.1283
17,17-attributes,exp_113,1.0,1.0945900000224356,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,1.0,0.5,0.0,TwoStageWithin,1.4584,0.6347,0.0,1.2491
18,17-attributes,exp_57,1.0,1.0963249999913387,0.41,0.21,0.62,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,1.3855,0.1886,0.0,0.8916
19,17-attributes,exp_37,1.0,1.0981449999962931,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,1.3486,0.1572,0.0,1.5778
20,17-attributes,exp_47,1.0,0.542684999993071,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,1.0,0.5,0.0,TwoStageWithin,0.6165,0.0026,0.0,0.2818
21,17-attributes,exp_53,0.0,1.621950000000652,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,0.0,0.5,1.0,TwoStageWithin,1.3075,0.8333,0.0,1.7516
22,17-attributes,catch_5,1.0,0.5388849999872036,0.4,0.49,0.43,0.5,0.32,1.0,1.0,0.5,0.0,TwoStageWithin,1.2751,0.1121,1.0,0.5694
23,17-attributes,exp_101,1.0,1.0965649999852758,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,0.0,TwoStageWithin,1.477,0.5799,1.0,1.464
