,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,9-alternatives,exp_96,0.0,1.3177549999963958,0.58,0.38,0.6900000000000001,0.6,0.49000000000000005,0.0,1.0,0.4,1.0,TwoStageWithin,0.3334,0.5874,1,0.2025
1,9-alternatives,exp_60,1.0,0.4603050000005169,0.41,0.21,0.62,0.4,0.18,0.0,0.0,0.6,0.0,TwoStageWithin,0.3116,0.2698,0,0.6644
2,9-alternatives,exp_18,1.0,0.3074449999985518,0.28,0.17,0.8300000000000001,0.6,0.43,0.0,0.0,0.4,0.0,TwoStageWithin,0.3331,0.4087,1,0.1435
3,9-alternatives,exp_80,1.0,0.12320000000181608,0.61,0.29,0.8099999999999999,0.6,0.22000000000000003,0.0,1.0,0.4,0.0,TwoStageWithin,0.267,0.1395,0,0.3226
4,9-alternatives,exp_58,0.0,0.3600049999949988,0.41,0.21,0.62,0.6,0.18,0.0,0.0,0.4,1.0,TwoStageWithin,0.3116,0.2698,0,0.2847
5,9-alternatives,exp_94,1.0,0.3984900000068592,0.5,0.38,0.4,0.4,0.3,0.0,1.0,0.6,0.0,TwoStageWithin,0.3368,0.486,0,0.3378
6,9-alternatives,exp_30,0.0,0.24082500000076837,0.3,0.17,0.3,0.4,0.2,0.0,1.0,0.6,1.0,TwoStageWithin,0.3363,0.5348,0,1.1393
7,9-alternatives,exp_102,0.0,0.03458500000124332,0.58,0.38,0.6900000000000001,0.4,0.49000000000000005,0.0,1.0,0.6,1.0,TwoStageWithin,0.3334,0.5874,1,0.5378
8,9-alternatives,exp_108,0.0,0.20255499999620952,0.78,0.4,0.3,0.4,0.21000000000000002,0.0,0.0,0.6,1.0,TwoStageWithin,0.3216,0.6813,1,0.2276
9,9-alternatives,exp_88,1.0,0.13502499999594875,0.5,0.38,0.4,0.6,0.3,0.0,1.0,0.4,0.0,TwoStageWithin,0.3368,0.486,0,0.3426
10,9-alternatives,exp_90,0.0,0.4742699999915203,0.5,0.38,0.4,0.6,0.3,0.0,0.0,0.4,1.0,TwoStageWithin,0.3369,0.4919,0,0.1858
11,9-alternatives,exp_64,1.0,0.26022500000544824,0.72,0.51,0.52,0.6,0.42000000000000004,0.0,1.0,0.4,0.0,TwoStageWithin,0.3263,0.6513,0,0.1387
12,9-alternatives,exp_74,0.0,0.23855000000912696,0.8,0.2,0.6799999999999999,0.6,0.4,0.0,0.0,0.4,1.0,TwoStageWithin,0.194,0.9609,1,0.1345
13,9-alternatives,catch_0,1.0,0.13574499999231193,0.19,0.72,0.3,0.5,0.2,0.0,1.0,0.5,0.0,TwoStageWithin,0.1984,0.0429,0,0.0958
14,9-alternatives,exp_68,1.0,0.29390000000421423,0.72,0.51,0.52,0.4,0.42000000000000004,0.0,0.0,0.6,0.0,TwoStageWithin,0.3256,0.6566,0,0.8088
15,9-alternatives,exp_98,1.0,0.22461499999917575,0.58,0.38,0.6900000000000001,0.6,0.49000000000000005,0.0,0.0,0.4,0.0,TwoStageWithin,0.333,0.5931,1,0.3852
16,9-alternatives,exp_52,0.0,0.05346999999892432,0.49,0.32,0.82,0.4,0.6900000000000001,0.0,0.0,0.6,1.0,TwoStageWithin,0.2947,0.7908,0,0.7079
