,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,9-attributes,exp_19,1.0,0.2735300000058487,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,0.0,0.5,0.0,TwoStageWithin,0.3144,0.4004,1,0.129
1,9-attributes,exp_29,0.0,0.2511549999908312,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.3186,0.51,1,0.2321
2,9-attributes,catch_7,1.0,0.05464999999094289,0.28,0.48,0.52,0.5,0.21000000000000002,1.0,1.0,0.5,0.0,TwoStageWithin,0.2387,0.1117,0,0.2576
3,9-attributes,exp_107,0.0,0.2712750000064261,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,0.0,0.5,1.0,TwoStageWithin,0.3163,0.5747,1,0.2242
4,9-attributes,exp_57,1.0,0.2807699999975739,0.41,0.21,0.62,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.3035,0.3149,0,0.2005
5,9-attributes,exp_117,1.0,0.5115850000001956,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,0.0,TwoStageWithin,0.3185,0.5212,0,0.5061
6,9-attributes,exp_99,1.0,0.3476500000106171,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,0.0,TwoStageWithin,0.3186,0.5087,0,0.4271
7,9-attributes,exp_37,1.0,0.5776200000109384,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,0.3045,0.3203,0,0.1734
8,9-attributes,catch_1,1.0,0.4768449999974109,0.29,0.41,0.5900000000000001,0.5,0.42000000000000004,1.0,1.0,0.5,0.0,TwoStageWithin,0.2773,0.2045,0,0.1081
9,9-attributes,exp_59,1.0,0.37193999999726657,0.41,0.21,0.62,0.5,0.18,1.0,0.0,0.5,0.0,TwoStageWithin,0.3035,0.3149,1,0.2086
10,9-attributes,exp_73,0.0,0.4115600000077393,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,1.0,0.5,1.0,TwoStageWithin,0.2615,0.8396,0,0.645
11,9-attributes,exp_53,0.0,0.3397549999936018,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,0.0,0.5,1.0,TwoStageWithin,0.3053,0.6742,1,0.124
12,9-attributes,exp_47,1.0,0.02435000000696164,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,1.0,0.5,0.0,TwoStageWithin,0.1868,0.0421,0,0.1796
13,9-attributes,catch_9,1.0,0.1597450000117533,0.48,0.72,0.4,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.2371,0.1088,0,0.1149
14,9-attributes,exp_43,1.0,0.3508049999945797,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.1868,0.0421,0,0.5052
15,9-attributes,exp_27,0.0,0.47431000000506174,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.3186,0.51,0,0.0906
16,9-attributes,exp_23,1.0,0.3424349999986589,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,1.0,0.5,0.0,TwoStageWithin,0.3144,0.4004,0,0.3942
17,9-attributes,exp_91,0.0,0.2037750000017695,0.5,0.38,0.4,0.5,0.3,1.0,0.0,0.5,1.0,TwoStageWithin,0.3184,0.4745,1,0.2398
18,9-attributes,exp_25,1.0,0.5692249999992782,0.3,0.17,0.3,0.5,0.2,1.0,1.0,0.5,0.0,TwoStageWithin,0.3186,0.51,1,0.2505
19,9-attributes,exp_101,1.0,0.296730000001844,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,0.0,TwoStageWithin,0.3186,0.5087,0,0.1749
20,9-attributes,exp_1,0.0,0.22685500000079628,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,1.0,0.5,1.0,TwoStageWithin,0.3167,0.4324,1,0.3492
21,9-attributes,exp_3,1.0,0.21870500000659376,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,0.0,0.5,0.0,TwoStageWithin,0.3167,0.4324,0,0.5225
22,9-attributes,exp_35,0.0,0.16855499999655876,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.3045,0.3203,0,0.0567
23,9-attributes,catch_5,1.0,0.25086000000010245,0.4,0.49,0.43,0.5,0.32,1.0,1.0,0.5,0.0,TwoStageWithin,0.2989,0.2898,0,0.8379
24,9-attributes,exp_15,0.0,0.5758050000004005,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,1.0,TwoStageWithin,0.3138,0.3932,0,0.1133
25,9-attributes,exp_45,1.0,0.23591999999200924,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.1868,0.0421,0,0.1271
26,9-attributes,exp_113,0.0,0.440375000005588,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,1.0,0.5,1.0,TwoStageWithin,0.3185,0.5212,1,0.4263
27,9-attributes,exp_9,0.0,0.3978300000014715,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,1.0,TwoStageWithin,0.3138,0.3932,1,0.3603
28,9-attributes,catch_3,1.0,0.227945000005886,0.19,0.38,0.6799999999999999,0.5,0.58,1.0,1.0,0.5,0.0,TwoStageWithin,0.2616,0.1605,0,0.2648
29,9-attributes,exp_67,0.0,0.29234500000881963,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.317,0.5631,1,0.0588
30,9-attributes,exp_89,1.0,0.2955950000034645,0.5,0.38,0.4,0.5,0.3,1.0,1.0,0.5,0.0,TwoStageWithin,0.3184,0.4745,0,0.3399
31,9-attributes,exp_115,0.0,0.5431099999989383,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.3185,0.5212,1,0.1051
32,9-attributes,exp_69,0.0,0.4558850000030361,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.317,0.5631,1,0.3587
33,9-attributes,exp_105,1.0,0.3623900000094436,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,1.0,0.5,0.0,TwoStageWithin,0.3163,0.5747,0,0.4176
34,9-attributes,exp_77,1.0,0.408604999989504,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,0.0,0.5,0.0,TwoStageWithin,0.2615,0.8396,1,0.1965
