,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,0-attributes,exp_53,0.0,0.675,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,0.0,0.5,1.0,TwoStageWithin,0.7173,0.6393,1,0.8342
1,0-attributes,exp_69,0.0,0.811,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.7359,0.5022,0,0.1856
2,0-attributes,exp_89,0.0,0.435,0.5,0.38,0.4,0.5,0.3,1.0,1.0,0.5,1.0,TwoStageWithin,0.733,0.4434,1,0.5823
3,0-attributes,exp_73,1.0,0.485,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,1.0,0.5,0.0,TwoStageWithin,0.6646,0.7635,1,0.5328
4,0-attributes,exp_107,1.0,0.521,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,0.0,0.5,0.0,TwoStageWithin,0.7354,0.5224,1,0.3385
5,0-attributes,exp_67,1.0,0.537,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,0.0,TwoStageWithin,0.7359,0.5022,0,0.2751
6,0-attributes,exp_47,1.0,0.648,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,1.0,0.5,0.0,TwoStageWithin,0.3384,0.0139,0,0.1756
7,0-attributes,exp_113,0.0,0.487,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,1.0,0.5,1.0,TwoStageWithin,0.7256,0.3945,0,0.2439
8,0-attributes,catch_9,1.0,0.418,0.48,0.72,0.4,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.5574,0.1131,0,1.1071
9,0-attributes,exp_59,1.0,0.406,0.41,0.21,0.62,0.5,0.18,1.0,0.0,0.5,0.0,TwoStageWithin,0.6745,0.2531,1,0.8855
10,0-attributes,exp_9,0.0,0.493,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,1.0,TwoStageWithin,0.7036,0.317,1,0.6244
11,0-attributes,exp_115,1.0,0.352,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,0.0,TwoStageWithin,0.7256,0.3945,0,1.9202
12,0-attributes,exp_27,0.0,0.681,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.7358,0.4921,0,0.5494
13,0-attributes,exp_37,1.0,0.288,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,0.7005,0.3087,0,1.5254
14,0-attributes,exp_91,1.0,0.427,0.5,0.38,0.4,0.5,0.3,1.0,0.0,0.5,0.0,TwoStageWithin,0.733,0.4434,1,0.5023
15,0-attributes,exp_3,0.0,0.864,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,0.0,0.5,1.0,TwoStageWithin,0.6657,0.2377,0,0.58
16,0-attributes,exp_25,0.0,0.493,0.3,0.17,0.3,0.5,0.2,1.0,1.0,0.5,1.0,TwoStageWithin,0.7358,0.4921,0,0.3911
17,0-attributes,exp_23,1.0,0.358,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,1.0,0.5,0.0,TwoStageWithin,0.7001,0.3079,0,1.4318
18,0-attributes,catch_5,1.0,0.571,0.4,0.49,0.43,0.5,0.32,1.0,1.0,0.5,0.0,TwoStageWithin,0.6877,0.279,0,0.342
19,0-attributes,exp_43,1.0,0.475,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.3384,0.0139,0,0.0669
20,0-attributes,exp_15,1.0,0.363,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.7036,0.317,0,0.4003
21,0-attributes,exp_19,1.0,0.614,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,0.0,0.5,0.0,TwoStageWithin,0.7001,0.3079,0,0.7071
22,0-attributes,catch_1,1.0,0.385,0.29,0.41,0.5900000000000001,0.5,0.42000000000000004,1.0,1.0,0.5,0.0,TwoStageWithin,0.6178,0.1713,0,0.1659
