,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,3-alternatives,exp_116,0.0,0.2629399999277666,0.49,0.22,0.79,0.4,0.42000000000000004,0.0,0.0,0.6,1.0,TwoStageWithin,0.5014,0.9808,1,0.2924
1,3-alternatives,exp_42,1.0,0.1741199999814853,0.81,0.48,0.79,0.6,0.16999999999999996,0.0,0.0,0.4,0.0,TwoStageWithin,0.8642,0.8043,1,0.2997
2,3-alternatives,exp_84,0.0,0.334084999980405,0.61,0.29,0.8099999999999999,0.4,0.22000000000000003,0.0,0.0,0.6,1.0,TwoStageWithin,0.6569,0.9388,1,0.3592
3,3-alternatives,exp_104,0.0,0.4389049999881536,0.78,0.4,0.3,0.6,0.21000000000000002,0.0,1.0,0.4,1.0,TwoStageWithin,0.38,0.9952,1,0.3922
4,3-alternatives,exp_96,0.0,0.4377850000746548,0.58,0.38,0.6900000000000001,0.6,0.49000000000000005,0.0,1.0,0.4,1.0,TwoStageWithin,0.5704,0.966,1,0.6788
5,3-alternatives,catch_8,1.0,0.4038099999306724,0.22,0.32,0.5,0.5,0.37,0.0,1.0,0.5,0.0,TwoStageWithin,0.7378,0.0974,0,0.8786
6,3-alternatives,exp_68,0.0,0.330989999929443,0.72,0.51,0.52,0.4,0.42000000000000004,0.0,0.0,0.6,1.0,TwoStageWithin,0.6314,0.948,1,0.2348
7,3-alternatives,exp_114,0.0,0.4405649999389425,0.49,0.22,0.79,0.6,0.42000000000000004,0.0,0.0,0.4,1.0,TwoStageWithin,0.4612,0.987,1,0.3873
8,3-alternatives,exp_60,0.0,0.7658550000051036,0.41,0.21,0.62,0.4,0.18,0.0,0.0,0.6,1.0,TwoStageWithin,0.8536,0.8154,1,0.4821
9,3-alternatives,exp_36,1.0,0.5478799999691546,0.79,0.7,0.32,0.4,0.2,0.0,0.0,0.6,0.0,TwoStageWithin,0.973,0.389,0,1.4348
10,3-alternatives,exp_74,0.0,0.4117949999636039,0.8,0.2,0.6799999999999999,0.6,0.4,0.0,0.0,0.4,1.0,TwoStageWithin,0.1967,1.0,1,0.0908
11,3-alternatives,catch_0,1.0,0.5059399999445304,0.19,0.72,0.3,0.5,0.2,0.0,1.0,0.5,0.0,TwoStageWithin,0.2259,0.0001,0,0.188
12,3-alternatives,exp_94,0.0,0.41108500002883375,0.5,0.38,0.4,0.4,0.3,0.0,1.0,0.6,1.0,TwoStageWithin,0.8907,0.7734,1,0.8502
13,3-alternatives,exp_30,0.0,0.3595849999692291,0.3,0.17,0.3,0.4,0.2,0.0,1.0,0.6,1.0,TwoStageWithin,0.8509,0.818,1,0.4507
14,3-alternatives,catch_4,1.0,0.5218100000638515,0.19,0.31,0.73,0.5,0.4,0.0,1.0,0.5,0.0,TwoStageWithin,0.5998,0.0419,0,0.2575
15,3-alternatives,exp_10,0.0,0.3982400000095368,0.7,0.29,0.5,0.6,0.18,0.0,0.0,0.4,1.0,TwoStageWithin,0.423,0.9916,1,0.3064
16,3-alternatives,exp_80,0.0,0.341454999987036,0.61,0.29,0.8099999999999999,0.6,0.22000000000000003,0.0,1.0,0.4,1.0,TwoStageWithin,0.5905,0.9606,1,0.9521
17,3-alternatives,exp_64,0.0,0.4254750000545755,0.72,0.51,0.52,0.6,0.42000000000000004,0.0,1.0,0.4,1.0,TwoStageWithin,0.5413,0.9729,1,1.2805
18,3-alternatives,catch_2,1.0,0.3826649999246001,0.38,0.6,0.4,0.5,0.22000000000000003,0.0,1.0,0.5,0.0,TwoStageWithin,0.4085,0.007,0,0.4224
19,3-alternatives,catch_6,1.0,0.2997050000121817,0.23,0.59,0.27,0.5,0.19,0.0,1.0,0.5,0.0,TwoStageWithin,0.3342,0.0022,0,0.4185
20,3-alternatives,exp_58,0.0,0.4322500000707805,0.41,0.21,0.62,0.6,0.18,0.0,0.0,0.4,1.0,TwoStageWithin,0.807,0.8563,1,0.4351
21,3-alternatives,exp_8,0.0,0.40497999999206513,0.7,0.29,0.5,0.6,0.18,0.0,1.0,0.4,1.0,TwoStageWithin,0.4224,0.9916,1,0.3452
22,3-alternatives,exp_46,1.0,0.6520000000018626,0.81,0.48,0.79,0.4,0.16999999999999996,0.0,1.0,0.6,0.0,TwoStageWithin,0.9442,0.6852,1,0.2004
23,3-alternatives,exp_78,0.0,0.3029799999203533,0.8,0.2,0.6799999999999999,0.4,0.4,0.0,1.0,0.6,1.0,TwoStageWithin,0.2073,0.9999,1,0.1381
24,3-alternatives,exp_20,0.0,0.4697350000496954,0.28,0.17,0.8300000000000001,0.4,0.43,0.0,0.0,0.6,1.0,TwoStageWithin,0.8891,0.7753,1,1.381
25,3-alternatives,exp_90,0.0,0.2570850000483915,0.5,0.38,0.4,0.6,0.3,0.0,0.0,0.4,1.0,TwoStageWithin,0.8258,0.8411,1,0.6493
26,3-alternatives,exp_52,0.0,0.398685000021942,0.49,0.32,0.82,0.4,0.6900000000000001,0.0,0.0,0.6,1.0,TwoStageWithin,0.6253,0.95,1,1.4442
27,3-alternatives,exp_26,0.0,0.26368500001262873,0.3,0.17,0.3,0.6,0.2,0.0,0.0,0.4,1.0,TwoStageWithin,0.8187,0.847,1,1.2691
28,3-alternatives,exp_108,0.0,0.2949650000082329,0.78,0.4,0.3,0.4,0.21000000000000002,0.0,0.0,0.6,1.0,TwoStageWithin,0.4199,0.9919,1,0.6604
29,3-alternatives,exp_88,0.0,0.4465349999954924,0.5,0.38,0.4,0.6,0.3,0.0,1.0,0.4,1.0,TwoStageWithin,0.8248,0.8419,1,2.2034
30,3-alternatives,exp_50,0.0,0.3629250000230968,0.49,0.32,0.82,0.6,0.6900000000000001,0.0,0.0,0.4,1.0,TwoStageWithin,0.5575,0.9692,1,0.2701
31,3-alternatives,exp_98,0.0,0.2186150000197813,0.58,0.38,0.6900000000000001,0.6,0.49000000000000005,0.0,0.0,0.4,1.0,TwoStageWithin,0.5712,0.9658,1,0.3012
32,3-alternatives,exp_18,1.0,0.5066749999532476,0.28,0.17,0.8300000000000001,0.6,0.43,0.0,0.0,0.4,0.0,TwoStageWithin,0.8515,0.8174,1,2.9236
33,3-alternatives,exp_102,0.0,0.3650800000177696,0.58,0.38,0.6900000000000001,0.4,0.49000000000000005,0.0,1.0,0.6,1.0,TwoStageWithin,0.6476,0.9423,1,0.4964
34,3-alternatives,exp_40,0.0,0.4547449999954552,0.81,0.48,0.79,0.6,0.16999999999999996,0.0,1.0,0.4,1.0,TwoStageWithin,0.8633,0.8053,1,0.5451
35,3-alternatives,exp_22,0.0,0.4491249999264255,0.28,0.17,0.8300000000000001,0.4,0.43,0.0,1.0,0.6,1.0,TwoStageWithin,0.8883,0.7764,1,0.2852
36,3-alternatives,exp_82,0.0,0.4210400000447408,0.61,0.29,0.8099999999999999,0.6,0.22000000000000003,0.0,0.0,0.4,1.0,TwoStageWithin,0.5914,0.9604,1,1.8994
37,3-alternatives,catch_12,1.0,0.2504199999384582,0.23,0.47,0.6,0.5,0.5,0.0,1.0,0.5,0.0,TwoStageWithin,0.404,0.0066,0,0.2375
38,3-alternatives,catch_18,1.0,0.2517549999756738,0.19,0.37,0.38,0.5,0.31,0.0,1.0,0.5,0.0,TwoStageWithin,0.5707,0.034,0,0.2662
39,3-alternatives,exp_44,1.0,0.9346849999856204,0.81,0.48,0.79,0.4,0.16999999999999996,0.0,0.0,0.6,0.0,TwoStageWithin,0.9448,0.6839,1,0.1236
40,3-alternatives,exp_14,0.0,0.4480450000846759,0.7,0.29,0.5,0.4,0.18,0.0,1.0,0.6,1.0,TwoStageWithin,0.4625,0.9868,1,0.439
41,3-alternatives,exp_70,0.0,0.4654899999732152,0.72,0.51,0.52,0.4,0.42000000000000004,0.0,1.0,0.6,1.0,TwoStageWithin,0.6305,0.9483,1,0.7275
42,3-alternatives,exp_62,0.0,0.4478900000685826,0.41,0.21,0.62,0.4,0.18,0.0,1.0,0.6,1.0,TwoStageWithin,0.8526,0.8163,1,1.228
43,3-alternatives,exp_32,0.0,0.3625149999279529,0.79,0.7,0.32,0.6,0.2,0.0,1.0,0.4,1.0,TwoStageWithin,0.9812,0.5582,0,0.3698
44,3-alternatives,exp_38,0.0,0.5447949999943376,0.79,0.7,0.32,0.4,0.2,0.0,1.0,0.6,1.0,TwoStageWithin,0.9733,0.3905,1,0.7073
45,3-alternatives,catch_10,1.0,0.429329999955371,0.31,0.51,0.32,0.5,0.16999999999999996,0.0,1.0,0.5,0.0,TwoStageWithin,0.4753,0.015,0,0.2377
46,3-alternatives,exp_2,0.0,0.28442500007804483,0.79,0.49,0.8300000000000001,0.6,0.53,0.0,0.0,0.4,1.0,TwoStageWithin,0.4101,0.9928,1,0.5638
47,3-alternatives,exp_86,0.0,0.4918599999509752,0.61,0.29,0.8099999999999999,0.4,0.22000000000000003,0.0,1.0,0.6,1.0,TwoStageWithin,0.6559,0.9392,1,0.1844
48,3-alternatives,exp_6,0.0,0.27859999996144325,0.79,0.49,0.8300000000000001,0.4,0.53,0.0,1.0,0.6,1.0,TwoStageWithin,0.4762,0.9848,1,0.356
49,3-alternatives,exp_106,0.0,0.3706699999747798,0.78,0.4,0.3,0.6,0.21000000000000002,0.0,0.0,0.4,1.0,TwoStageWithin,0.3804,0.9952,1,0.2922
50,3-alternatives,exp_72,0.0,0.4148999999742955,0.8,0.2,0.6799999999999999,0.6,0.4,0.0,1.0,0.4,1.0,TwoStageWithin,0.1966,1.0,1,0.3751
51,3-alternatives,exp_54,0.0,0.46566500002518296,0.49,0.32,0.82,0.4,0.6900000000000001,0.0,1.0,0.6,1.0,TwoStageWithin,0.6244,0.9503,1,0.2261
52,3-alternatives,exp_112,0.0,0.5432649999856949,0.49,0.22,0.79,0.6,0.42000000000000004,0.0,1.0,0.4,1.0,TwoStageWithin,0.4606,0.9871,1,0.3007
53,3-alternatives,exp_66,0.0,0.48169000004418194,0.72,0.51,0.52,0.6,0.42000000000000004,0.0,0.0,0.4,1.0,TwoStageWithin,0.5421,0.9727,1,0.4166
54,3-alternatives,exp_4,0.0,0.3088399999542162,0.79,0.49,0.8300000000000001,0.4,0.53,0.0,0.0,0.6,1.0,TwoStageWithin,0.4769,0.9847,1,0.241
55,3-alternatives,exp_34,0.0,0.33758499997202307,0.79,0.7,0.32,0.6,0.2,0.0,0.0,0.4,1.0,TwoStageWithin,0.9814,0.5566,0,2.1401
56,3-alternatives,exp_56,0.0,0.5398750000167638,0.41,0.21,0.62,0.6,0.18,0.0,1.0,0.4,1.0,TwoStageWithin,0.806,0.8571,1,1.8686
57,3-alternatives,exp_28,0.0,0.4167250000173226,0.3,0.17,0.3,0.4,0.2,0.0,0.0,0.6,1.0,TwoStageWithin,0.8519,0.8171,1,0.5672
58,3-alternatives,catch_16,1.0,0.371309999958612,0.32,0.37,0.78,0.5,0.6799999999999999,0.0,1.0,0.5,0.0,TwoStageWithin,0.8806,0.2097,0,0.99
59,3-alternatives,exp_24,0.0,2.117345000035129,0.3,0.17,0.3,0.6,0.2,0.0,1.0,0.4,1.0,TwoStageWithin,0.8177,0.8478,1,0.8345
60,3-alternatives,exp_92,0.0,0.4184550000354648,0.5,0.38,0.4,0.4,0.3,0.0,0.0,0.6,1.0,TwoStageWithin,0.8915,0.7722,0,0.4341
61,3-alternatives,exp_100,0.0,0.28248499997425824,0.58,0.38,0.6900000000000001,0.4,0.49000000000000005,0.0,0.0,0.6,1.0,TwoStageWithin,0.6485,0.942,1,0.8463
62,3-alternatives,catch_14,1.0,0.283519999939017,0.22,0.28,0.79,0.5,0.41,0.0,1.0,0.5,0.0,TwoStageWithin,0.764,0.1124,1,1.0341
63,3-alternatives,exp_0,0.0,0.4126699999906122,0.79,0.49,0.8300000000000001,0.6,0.53,0.0,1.0,0.4,1.0,TwoStageWithin,0.4096,0.9929,1,0.1843
64,3-alternatives,exp_12,0.0,0.5071400000015274,0.7,0.29,0.5,0.4,0.18,0.0,0.0,0.6,1.0,TwoStageWithin,0.4631,0.9867,1,0.4346
65,3-alternatives,exp_48,0.0,0.4217250000219792,0.49,0.32,0.82,0.6,0.6900000000000001,0.0,1.0,0.4,1.0,TwoStageWithin,0.5567,0.9694,1,0.3327
66,3-alternatives,exp_76,0.0,0.3552800000179559,0.8,0.2,0.6799999999999999,0.4,0.4,0.0,0.0,0.6,1.0,TwoStageWithin,0.2075,0.9999,1,0.2093
67,3-alternatives,exp_118,0.0,0.4806099999696016,0.49,0.22,0.79,0.4,0.42000000000000004,0.0,1.0,0.6,1.0,TwoStageWithin,0.5007,0.9809,1,0.3697
68,3-alternatives,exp_110,0.0,0.5195400000084192,0.78,0.4,0.3,0.4,0.21000000000000002,0.0,1.0,0.6,1.0,TwoStageWithin,0.4194,0.9919,1,0.8312
69,3-alternatives,exp_16,0.0,0.47859499999321997,0.28,0.17,0.8300000000000001,0.6,0.43,0.0,1.0,0.4,1.0,TwoStageWithin,0.8505,0.8184,0,1.3064
