,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,14-attributes,exp_59,0.0,0.9801400000001304,0.41,0.21,0.62,0.5,0.18,1.0,0.0,0.5,1.0,TwoStageWithin,1.0321,0.2956,0,0.2618
1,14-attributes,exp_9,1.0,1.079185000000056,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,1.0712,0.4079,1,0.5219
2,14-attributes,catch_1,1.0,0.8229850000003353,0.29,0.41,0.5900000000000001,0.5,0.42000000000000004,1.0,1.0,0.5,0.0,TwoStageWithin,0.9092,0.1522,0,0.2835
3,14-attributes,exp_1,0.0,1.232280000000028,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,1.0,0.5,1.0,TwoStageWithin,1.0791,0.5036,1,0.4174
4,14-attributes,exp_27,0.0,2.0778299999998415,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,1.0785,0.5179,1,0.1862
5,14-attributes,exp_15,1.0,0.7084600000001956,0.7,0.29,0.5,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,1.0712,0.4079,0,2.3768
6,14-attributes,exp_115,1.0,0.8482949999996927,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,0.0,TwoStageWithin,1.07,0.5823,1,0.786
7,14-attributes,exp_67,0.0,0.7016500000001397,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,1.064,0.6077,1,0.3966
8,14-attributes,exp_45,1.0,1.6695949999997393,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.6063,0.0275,0,0.5437
9,14-attributes,exp_69,0.0,0.9821550000000281,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,1.064,0.6077,0,0.6232
10,14-attributes,exp_37,1.0,1.2536700000001584,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,1.0213,0.2764,1,1.3398
11,14-attributes,exp_57,1.0,0.9863300000003072,0.41,0.21,0.62,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,1.0321,0.2956,1,0.6798
12,14-attributes,exp_25,1.0,1.249274999999674,0.3,0.17,0.3,0.5,0.2,1.0,1.0,0.5,0.0,TwoStageWithin,1.0785,0.5179,1,1.6786
13,14-attributes,catch_7,1.0,0.7029450000000652,0.28,0.48,0.52,0.5,0.21000000000000002,1.0,1.0,0.5,0.0,TwoStageWithin,0.7389,0.0632,1,0.7511
14,14-attributes,exp_29,1.0,0.9863199999998323,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,1.0785,0.5179,1,2.4895
15,14-attributes,exp_43,1.0,0.8307050000003073,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.6063,0.0275,0,0.4609
16,14-attributes,exp_3,1.0,0.7296350000002422,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,0.0,0.5,0.0,TwoStageWithin,1.0791,0.5036,0,0.9421
17,14-attributes,exp_73,0.0,0.5994899999999906,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,1.0,0.5,1.0,TwoStageWithin,0.7738,0.9222,1,0.4331
18,14-attributes,catch_5,1.0,0.6909150000000372,0.4,0.49,0.43,0.5,0.32,1.0,1.0,0.5,0.0,TwoStageWithin,0.9933,0.235,0,0.7346
19,14-attributes,exp_113,1.0,1.4701600000003818,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,1.0,0.5,0.0,TwoStageWithin,1.07,0.5823,1,0.1415
20,14-attributes,exp_47,1.0,0.7033400000000838,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,1.0,0.5,0.0,TwoStageWithin,0.6063,0.0275,0,0.4027
21,14-attributes,exp_117,0.0,0.9690799999998415,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,1.07,0.5823,0,0.4637
22,14-attributes,exp_19,1.0,0.8037650000001304,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,0.0,0.5,0.0,TwoStageWithin,1.0712,0.4076,1,2.2291
23,14-attributes,exp_101,0.0,0.7008400000000838,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,1.0,TwoStageWithin,1.0751,0.5524,1,1.2368
24,14-attributes,exp_91,1.0,0.8425750000001863,0.5,0.38,0.4,0.5,0.3,1.0,0.0,0.5,0.0,TwoStageWithin,1.079,0.4781,1,0.2395
25,14-attributes,catch_3,1.0,0.7328400000000839,0.19,0.38,0.6799999999999999,0.5,0.58,1.0,1.0,0.5,0.0,TwoStageWithin,0.8412,0.1084,0,0.4999
26,14-attributes,exp_89,0.0,1.605614999999758,0.5,0.38,0.4,0.5,0.3,1.0,1.0,0.5,1.0,TwoStageWithin,1.079,0.4781,0,1.0485
27,14-attributes,exp_99,0.0,1.5350250000001397,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,1.0,TwoStageWithin,1.0751,0.5524,0,0.5706
28,14-attributes,exp_107,0.0,0.6726399999996647,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,0.0,0.5,1.0,TwoStageWithin,1.0584,0.6268,1,0.4574
29,14-attributes,catch_9,1.0,0.8371999999999534,0.48,0.72,0.4,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.718,0.0562,0,1.4469
30,14-attributes,exp_53,0.0,0.5573099999995902,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,0.0,0.5,1.0,TwoStageWithin,1.01,0.7308,1,0.8454
31,14-attributes,exp_35,1.0,0.6991549999997951,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,1.0213,0.2764,0,0.1989
32,14-attributes,exp_23,1.0,0.1369950000003446,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,1.0,0.5,0.0,TwoStageWithin,1.0712,0.4076,1,0.8747
33,14-attributes,exp_97,1.0,0.7970099999997765,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,1.0,0.5,0.0,TwoStageWithin,1.0751,0.5524,0,0.4059
34,14-attributes,exp_119,0.0,0.47507499999995345,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,1.0,0.5,1.0,TwoStageWithin,1.07,0.5823,0,1.9978
35,14-attributes,catch_17,1.0,0.6162299999999814,0.4,0.68,0.3,0.5,0.22000000000000003,1.0,1.0,0.5,0.0,TwoStageWithin,0.9286,0.1678,0,0.4586
36,14-attributes,exp_41,1.0,1.1189549999998416,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,1.0,0.5,0.0,TwoStageWithin,0.6063,0.0275,0,0.4689
37,14-attributes,exp_85,1.0,0.6003999999996741,0.61,0.29,0.8099999999999999,0.5,0.22000000000000003,1.0,0.0,0.5,0.0,TwoStageWithin,0.9368,0.1748,0,1.3556
38,14-attributes,exp_93,1.0,0.6236199999996461,0.5,0.38,0.4,0.5,0.3,1.0,0.0,0.5,0.0,TwoStageWithin,1.079,0.4781,1,3.4632
39,14-attributes,exp_51,0.0,0.7547299999995157,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,0.0,0.5,1.0,TwoStageWithin,1.01,0.7308,1,1.6359
40,14-attributes,exp_7,1.0,0.7850600000000558,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,1.0,0.5,0.0,TwoStageWithin,1.0791,0.5036,0,0.5812
41,14-attributes,exp_33,1.0,0.6237050000000746,0.79,0.7,0.32,0.5,0.2,1.0,1.0,0.5,0.0,TwoStageWithin,1.0213,0.2764,0,1.0871
42,14-attributes,exp_105,0.0,0.6241499999999068,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,1.0,0.5,1.0,TwoStageWithin,1.0584,0.6268,1,1.4316
43,14-attributes,exp_87,1.0,0.7838050000001676,0.61,0.29,0.8099999999999999,0.5,0.22000000000000003,1.0,1.0,0.5,0.0,TwoStageWithin,0.9368,0.1748,0,0.359
44,14-attributes,exp_83,1.0,1.4215900000003165,0.61,0.29,0.8099999999999999,0.5,0.22000000000000003,1.0,0.0,0.5,0.0,TwoStageWithin,0.9368,0.1748,0,1.383
45,14-attributes,exp_21,1.0,0.7553649999999907,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,0.0,0.5,0.0,TwoStageWithin,1.0712,0.4076,0,0.6358
46,14-attributes,exp_103,0.0,0.1619849999998696,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,1.0,0.5,1.0,TwoStageWithin,1.0751,0.5524,0,0.1885
47,14-attributes,exp_109,0.0,0.46602000000001864,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,0.0,0.5,1.0,TwoStageWithin,1.0584,0.6268,1,0.3653
48,14-attributes,exp_71,0.0,0.4726049999999814,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,1.0,0.5,1.0,TwoStageWithin,1.064,0.6077,1,0.9394
49,14-attributes,exp_17,0.0,0.7866249999997672,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,1.0,0.5,1.0,TwoStageWithin,1.0712,0.4076,0,3.5341
50,14-attributes,exp_65,0.0,0.7800599999995902,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,1.0,0.5,1.0,TwoStageWithin,1.064,0.6077,0,0.6893
51,14-attributes,exp_111,1.0,0.46970499999937604,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,1.0,0.5,0.0,TwoStageWithin,1.0584,0.6268,1,0.6572
52,14-attributes,exp_63,1.0,0.6278199999998324,0.41,0.21,0.62,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,1.0321,0.2956,1,0.33
53,14-attributes,exp_81,1.0,0.44727500000037246,0.61,0.29,0.8099999999999999,0.5,0.22000000000000003,1.0,1.0,0.5,0.0,TwoStageWithin,0.9368,0.1748,1,0.4663
54,14-attributes,exp_49,0.0,0.29191500000003723,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,1.0,0.5,1.0,TwoStageWithin,1.01,0.7308,1,0.7444
55,14-attributes,catch_19,1.0,0.6062850000001491,0.48,0.59,0.48,0.5,0.31,1.0,1.0,0.5,0.0,TwoStageWithin,0.8754,0.1286,0,0.7116
56,14-attributes,exp_55,1.0,0.6323699999991804,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,1.0,0.5,0.0,TwoStageWithin,1.01,0.7308,1,0.5246
57,14-attributes,catch_15,1.0,0.8982800000002608,0.22,0.49,0.49000000000000005,0.5,0.3,1.0,1.0,0.5,0.0,TwoStageWithin,0.782,0.0799,0,0.5222
58,14-attributes,exp_39,1.0,0.5936949999993667,0.79,0.7,0.32,0.5,0.2,1.0,1.0,0.5,0.0,TwoStageWithin,1.0213,0.2764,1,0.4291
59,14-attributes,exp_5,0.0,0.6299349999995902,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,0.0,0.5,1.0,TwoStageWithin,1.0791,0.5036,0,1.6588
60,14-attributes,exp_77,1.0,0.942685000000056,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,0.0,0.5,0.0,TwoStageWithin,0.7738,0.9222,1,0.7678
61,14-attributes,exp_61,1.0,0.7771699999994598,0.41,0.21,0.62,0.5,0.18,1.0,0.0,0.5,0.0,TwoStageWithin,1.0321,0.2956,1,0.9771
62,14-attributes,exp_95,0.0,1.0794500000001865,0.5,0.38,0.4,0.5,0.3,1.0,1.0,0.5,1.0,TwoStageWithin,1.079,0.4781,1,1.0921
63,14-attributes,exp_79,0.0,1.6644199999999254,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,1.0,0.5,1.0,TwoStageWithin,0.7738,0.9222,0,0.2646
64,14-attributes,catch_13,1.0,0.9011000000000933,0.21,0.52,0.27999999999999997,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.9484,0.1854,0,0.5286
65,14-attributes,exp_11,1.0,0.7813449999992735,0.7,0.29,0.5,0.5,0.18,1.0,0.0,0.5,0.0,TwoStageWithin,1.0712,0.4079,1,1.8278
66,14-attributes,exp_31,1.0,1.0437050000000745,0.3,0.17,0.3,0.5,0.2,1.0,1.0,0.5,0.0,TwoStageWithin,1.0785,0.5179,0,1.3503
67,14-attributes,catch_11,1.0,0.6320600000000559,0.18,0.58,0.5,0.5,0.16999999999999996,1.0,1.0,0.5,0.0,TwoStageWithin,0.5976,0.0258,0,0.4743
68,14-attributes,exp_13,0.0,1.6044250000002793,0.7,0.29,0.5,0.5,0.18,1.0,0.0,0.5,1.0,TwoStageWithin,1.0712,0.4079,0,0.8778
