,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,4-alternatives,exp_46,1.0,0.3722349999952712,0.81,0.48,0.79,0.4,0.16999999999999996,0.0,1.0,0.6,0.0,TwoStageWithin,0.1906,0.0121,0,0.0857
1,4-alternatives,exp_42,1.0,0.2878149999960442,0.81,0.48,0.79,0.6,0.16999999999999996,0.0,0.0,0.4,0.0,TwoStageWithin,0.2388,0.0336,0,0.1317
2,4-alternatives,exp_80,1.0,0.3942349999997532,0.61,0.29,0.8099999999999999,0.6,0.22000000000000003,0.0,1.0,0.4,0.0,TwoStageWithin,0.3367,0.1331,0,0.3169
3,4-alternatives,exp_50,0.0,0.018009999999776483,0.49,0.32,0.82,0.6,0.6900000000000001,0.0,0.0,0.4,1.0,TwoStageWithin,0.3595,0.8266,1,0.1427
4,4-alternatives,exp_22,1.0,0.07416000000375789,0.28,0.17,0.8300000000000001,0.4,0.43,0.0,1.0,0.6,0.0,TwoStageWithin,0.4055,0.2987,0,0.714
5,4-alternatives,exp_102,1.0,0.3453349999981583,0.58,0.38,0.6900000000000001,0.4,0.49000000000000005,0.0,1.0,0.6,0.0,TwoStageWithin,0.4238,0.3982,1,0.4957
6,4-alternatives,catch_6,1.0,0.24077000000397675,0.23,0.59,0.27,0.5,0.19,0.0,1.0,0.5,0.0,TwoStageWithin,0.3467,0.1497,0,0.4766
7,4-alternatives,catch_4,1.0,0.30961499999830266,0.19,0.31,0.73,0.5,0.4,0.0,1.0,0.5,0.0,TwoStageWithin,0.2911,0.0753,0,0.1898
8,4-alternatives,exp_52,0.0,0.1555999999982305,0.49,0.32,0.82,0.4,0.6900000000000001,0.0,0.0,0.6,1.0,TwoStageWithin,0.4004,0.7203,1,0.3782
9,4-alternatives,exp_36,1.0,0.7828599999993457,0.79,0.7,0.32,0.4,0.2,0.0,0.0,0.6,0.0,TwoStageWithin,0.4045,0.2947,0,0.4209
10,4-alternatives,exp_20,1.0,0.4935049999985495,0.28,0.17,0.8300000000000001,0.4,0.43,0.0,0.0,0.6,0.0,TwoStageWithin,0.4262,0.4213,1,0.3296
11,4-alternatives,exp_60,1.0,0.49517999999807216,0.41,0.21,0.62,0.4,0.18,0.0,0.0,0.6,0.0,TwoStageWithin,0.4092,0.3142,1,0.3503
12,4-alternatives,exp_58,1.0,1.0579149999975923,0.41,0.21,0.62,0.6,0.18,0.0,0.0,0.4,0.0,TwoStageWithin,0.4178,0.357,0,0.1425
13,4-alternatives,exp_116,1.0,0.38932000000204425,0.49,0.22,0.79,0.4,0.42000000000000004,0.0,0.0,0.6,0.0,TwoStageWithin,0.4267,0.5731,0,1.0222
14,4-alternatives,exp_68,0.0,0.03928500000620261,0.72,0.51,0.52,0.4,0.42000000000000004,0.0,0.0,0.6,1.0,TwoStageWithin,0.4246,0.5947,1,0.3345
15,4-alternatives,exp_82,1.0,0.6256300000023329,0.61,0.29,0.8099999999999999,0.6,0.22000000000000003,0.0,0.0,0.4,0.0,TwoStageWithin,0.3754,0.2079,0,0.4653
16,4-alternatives,catch_2,1.0,0.8681950000026263,0.38,0.6,0.4,0.5,0.22000000000000003,0.0,1.0,0.5,0.0,TwoStageWithin,0.2974,0.0819,0,0.1284
17,4-alternatives,exp_30,0.0,0.3823899999989662,0.3,0.17,0.3,0.4,0.2,0.0,1.0,0.6,1.0,TwoStageWithin,0.4276,0.4392,0,0.1771
18,4-alternatives,exp_114,1.0,0.23412000000104308,0.49,0.22,0.79,0.6,0.42000000000000004,0.0,0.0,0.4,0.0,TwoStageWithin,0.4144,0.6614,0,0.2839
19,4-alternatives,exp_74,0.0,0.4441999999980908,0.8,0.2,0.6799999999999999,0.6,0.4,0.0,0.0,0.4,1.0,TwoStageWithin,0.2733,0.9414,1,0.1065
20,4-alternatives,exp_96,0.0,0.27563000000372995,0.58,0.38,0.6900000000000001,0.6,0.49000000000000005,0.0,1.0,0.4,1.0,TwoStageWithin,0.4292,0.532,1,0.3486
21,4-alternatives,catch_8,1.0,0.3028699999995297,0.22,0.32,0.5,0.5,0.37,0.0,1.0,0.5,0.0,TwoStageWithin,0.3724,0.2007,1,0.3543
22,4-alternatives,exp_18,1.0,0.20238500000408385,0.28,0.17,0.8300000000000001,0.6,0.43,0.0,0.0,0.4,0.0,TwoStageWithin,0.4297,0.486,0,0.2282
23,4-alternatives,exp_90,0.0,0.5737749999971129,0.5,0.38,0.4,0.6,0.3,0.0,0.0,0.4,1.0,TwoStageWithin,0.4265,0.5754,1,0.2512
24,4-alternatives,exp_88,1.0,0.5018449999988079,0.5,0.38,0.4,0.6,0.3,0.0,1.0,0.4,0.0,TwoStageWithin,0.4278,0.4422,1,0.6623
25,4-alternatives,exp_98,1.0,0.8381599999992176,0.58,0.38,0.6900000000000001,0.6,0.49000000000000005,0.0,0.0,0.4,0.0,TwoStageWithin,0.4146,0.6603,1,0.8597
26,4-alternatives,exp_108,0.0,1.4970549999998184,0.78,0.4,0.3,0.4,0.21000000000000002,0.0,0.0,0.6,1.0,TwoStageWithin,0.4174,0.6452,0,0.1744
27,4-alternatives,exp_104,0.0,0.5871999999945984,0.78,0.4,0.3,0.6,0.21000000000000002,0.0,1.0,0.4,1.0,TwoStageWithin,0.4263,0.5773,1,0.2456
28,4-alternatives,exp_94,1.0,0.24164500000188127,0.5,0.38,0.4,0.4,0.3,0.0,1.0,0.6,0.0,TwoStageWithin,0.4207,0.375,0,0.3191
29,4-alternatives,exp_10,0.0,0.7373699999952223,0.7,0.29,0.5,0.6,0.18,0.0,0.0,0.4,1.0,TwoStageWithin,0.4295,0.4768,0,0.5253
30,4-alternatives,exp_40,1.0,0.03225499999825843,0.81,0.48,0.79,0.6,0.16999999999999996,0.0,1.0,0.4,0.0,TwoStageWithin,0.2119,0.02,0,0.5492
31,4-alternatives,catch_0,1.0,0.23933499999844932,0.19,0.72,0.3,0.5,0.2,0.0,1.0,0.5,0.0,TwoStageWithin,0.2883,0.0725,0,0.5976
32,4-alternatives,exp_84,1.0,1.7916199999963864,0.61,0.29,0.8099999999999999,0.4,0.22000000000000003,0.0,0.0,0.6,0.0,TwoStageWithin,0.3496,0.1548,0,0.5776
33,4-alternatives,exp_64,1.0,0.40738499999861233,0.72,0.51,0.52,0.6,0.42000000000000004,0.0,1.0,0.4,0.0,TwoStageWithin,0.4243,0.5969,0,0.4805
34,4-alternatives,exp_26,1.0,0.7180650000008755,0.3,0.17,0.3,0.6,0.2,0.0,0.0,0.4,0.0,TwoStageWithin,0.4244,0.5961,0,0.1567
35,4-alternatives,exp_78,0.0,0.2628600000026636,0.8,0.2,0.6799999999999999,0.4,0.4,0.0,1.0,0.6,1.0,TwoStageWithin,0.342,0.8583,1,0.3968
36,4-alternatives,exp_8,1.0,1.2966499999965309,0.7,0.29,0.5,0.6,0.18,0.0,1.0,0.4,0.0,TwoStageWithin,0.4162,0.3478,1,0.2888
37,4-alternatives,exp_28,1.0,0.4134850000045262,0.3,0.17,0.3,0.4,0.2,0.0,0.0,0.6,0.0,TwoStageWithin,0.4267,0.5724,1,0.162
38,4-alternatives,exp_38,1.0,0.16977000000048428,0.79,0.7,0.32,0.4,0.2,0.0,1.0,0.6,0.0,TwoStageWithin,0.3705,0.1965,0,0.2484
39,4-alternatives,exp_12,1.0,0.48236000000173224,0.7,0.29,0.5,0.4,0.18,0.0,0.0,0.6,0.0,TwoStageWithin,0.4257,0.4159,1,0.9974
40,4-alternatives,exp_14,1.0,0.09996500000124796,0.7,0.29,0.5,0.4,0.18,0.0,1.0,0.6,0.0,TwoStageWithin,0.4043,0.2941,0,0.1678
41,4-alternatives,catch_18,1.0,0.30904999999632127,0.19,0.37,0.38,0.5,0.31,0.0,1.0,0.5,0.0,TwoStageWithin,0.374,0.2044,1,0.1561
42,4-alternatives,exp_56,1.0,0.24016500000306404,0.41,0.21,0.62,0.6,0.18,0.0,1.0,0.4,0.0,TwoStageWithin,0.3896,0.2452,1,0.709
43,4-alternatives,exp_24,0.0,0.1885550000006333,0.3,0.17,0.3,0.6,0.2,0.0,1.0,0.4,1.0,TwoStageWithin,0.429,0.4634,0,1.094
44,4-alternatives,exp_72,0.0,0.5189950000056996,0.8,0.2,0.6799999999999999,0.6,0.4,0.0,1.0,0.4,1.0,TwoStageWithin,0.3099,0.9038,1,0.3195
45,4-alternatives,exp_106,1.0,0.7862800000002608,0.78,0.4,0.3,0.6,0.21000000000000002,0.0,0.0,0.4,0.0,TwoStageWithin,0.4058,0.7001,0,0.1462
46,4-alternatives,exp_92,1.0,0.4776350000030361,0.5,0.38,0.4,0.4,0.3,0.0,0.0,0.6,0.0,TwoStageWithin,0.4297,0.5063,0,0.5484
47,4-alternatives,exp_112,0.0,0.4095149999991991,0.49,0.22,0.79,0.6,0.42000000000000004,0.0,1.0,0.4,1.0,TwoStageWithin,0.4291,0.5333,0,0.2927
48,4-alternatives,exp_34,0.0,0.1900150000001304,0.79,0.7,0.32,0.6,0.2,0.0,0.0,0.4,1.0,TwoStageWithin,0.4199,0.3698,0,0.4383
49,4-alternatives,catch_12,1.0,0.4786650000023656,0.23,0.47,0.6,0.5,0.5,0.0,1.0,0.5,0.0,TwoStageWithin,0.2825,0.0668,0,0.1636
50,4-alternatives,exp_76,0.0,0.4633450000036973,0.8,0.2,0.6799999999999999,0.4,0.4,0.0,0.0,0.6,1.0,TwoStageWithin,0.303,0.9119,1,0.838
51,4-alternatives,exp_4,0.0,0.4430900000005495,0.79,0.49,0.8300000000000001,0.4,0.53,0.0,0.0,0.6,1.0,TwoStageWithin,0.4256,0.4155,1,0.1421
52,4-alternatives,exp_100,1.0,0.4638349999950733,0.58,0.38,0.6900000000000001,0.4,0.49000000000000005,0.0,0.0,0.6,0.0,TwoStageWithin,0.4292,0.5307,0,0.1531
53,4-alternatives,exp_110,0.0,0.23907499999762516,0.78,0.4,0.3,0.4,0.21000000000000002,0.0,1.0,0.6,1.0,TwoStageWithin,0.4296,0.5155,0,0.3555
