,subject_id,condition,choice,rt,p0,p1,m1,g0,m0,presentation01,last_stage_favours,g1,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,15-attributes,exp_19,0.0,0.4097799999872223,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,0.0,0.5,1.0,TwoStageWithin,0.6528,0.5603,1,0.5207
1,15-attributes,exp_107,0.0,0.3144750000210479,0.78,0.4,0.3,0.5,0.21000000000000002,1.0,0.0,0.5,1.0,TwoStageWithin,0.5746,0.792,0,0.2559
2,15-attributes,catch_5,1.0,0.33591500006150454,0.4,0.49,0.43,0.5,0.32,1.0,1.0,0.5,0.0,TwoStageWithin,0.6064,0.2664,1,0.2209
3,15-attributes,exp_73,1.0,2.196504999999888,0.8,0.2,0.6799999999999999,0.5,0.4,1.0,1.0,0.5,0.0,TwoStageWithin,0.3578,0.9694,1,0.362
4,15-attributes,exp_45,0.0,0.4239700000034645,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,1.0,TwoStageWithin,0.5847,0.2246,1,0.394
5,15-attributes,exp_101,0.0,0.26960500003769994,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,1.0,TwoStageWithin,0.6176,0.7069,1,0.488
6,15-attributes,exp_115,0.0,0.4080949999624863,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.5894,0.767,1,1.8397
7,15-attributes,catch_7,1.0,0.5178249999880791,0.28,0.48,0.52,0.5,0.21000000000000002,1.0,1.0,0.5,0.0,TwoStageWithin,0.4659,0.0893,0,0.3679
8,15-attributes,exp_23,1.0,0.37163000006694347,0.28,0.17,0.8300000000000001,0.5,0.43,1.0,1.0,0.5,0.0,TwoStageWithin,0.6528,0.5603,0,0.2568
9,15-attributes,exp_99,0.0,0.3974900000030175,0.58,0.38,0.6900000000000001,0.5,0.49000000000000005,1.0,0.0,0.5,1.0,TwoStageWithin,0.6176,0.7069,1,0.3139
10,15-attributes,exp_43,1.0,0.39390499994624406,0.81,0.48,0.79,0.5,0.16999999999999996,1.0,0.0,0.5,0.0,TwoStageWithin,0.5847,0.2246,0,0.62
11,15-attributes,exp_67,0.0,0.3563200000207871,0.72,0.51,0.52,0.5,0.42000000000000004,1.0,0.0,0.5,1.0,TwoStageWithin,0.6095,0.7264,1,0.5284
12,15-attributes,exp_1,1.0,0.44374999997671694,0.79,0.49,0.8300000000000001,0.5,0.53,1.0,1.0,0.5,0.0,TwoStageWithin,0.5849,0.7748,0,1.3236
13,15-attributes,exp_37,0.0,0.5450849999906495,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.6423,0.3739,1,0.8915
14,15-attributes,exp_53,0.0,0.5077600000659004,0.49,0.32,0.82,0.5,0.6900000000000001,1.0,0.0,0.5,1.0,TwoStageWithin,0.5876,0.7702,1,0.8743
15,15-attributes,exp_29,0.0,0.6111200000159442,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.6481,0.5957,1,0.0881
16,15-attributes,exp_113,0.0,0.6170599999604747,0.49,0.22,0.79,0.5,0.42000000000000004,1.0,1.0,0.5,1.0,TwoStageWithin,0.5894,0.767,1,0.5233
17,15-attributes,exp_27,0.0,0.3363299999618903,0.3,0.17,0.3,0.5,0.2,1.0,0.0,0.5,1.0,TwoStageWithin,0.6481,0.5957,1,0.2555
18,15-attributes,exp_35,1.0,0.319590000086464,0.79,0.7,0.32,0.5,0.2,1.0,0.0,0.5,0.0,TwoStageWithin,0.6423,0.3739,1,0.2451
19,15-attributes,exp_25,1.0,0.6388049999950454,0.3,0.17,0.3,0.5,0.2,1.0,1.0,0.5,0.0,TwoStageWithin,0.6481,0.5957,1,0.1569
20,15-attributes,exp_57,1.0,0.948824999970384,0.41,0.21,0.62,0.5,0.18,1.0,1.0,0.5,0.0,TwoStageWithin,0.6559,0.4955,0,0.2569
