,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,12-TwoStageMixtureNoScaling,catch_8,0.0,0.3699,0.5,0.5,0.32,0.5,1.0,0.5,0.37,0.5,0.22,0.0,0.0,TwoStageMixtureNoScaling,0.8158,0.046,0.0,2.0643
1,12-TwoStageMixtureNoScaling,exp_68,0.0,0.649,0.5,0.6,0.51,0.4,0.0,0.52,0.42,0.5,0.72,0.0,0.0,TwoStageMixtureNoScaling,1.0926,0.8114,1.0,0.4481
2,12-TwoStageMixtureNoScaling,exp_26,0.0,0.4659,0.5,0.4,0.17,0.6,0.0,0.3,0.2,0.5,0.3,0.0,0.0,TwoStageMixtureNoScaling,0.9979,0.8806,1.0,1.2857
3,12-TwoStageMixtureNoScaling,exp_43,0.0,0.2417,0.6,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.6248,0.0138,0.0,0.4699
4,12-TwoStageMixtureNoScaling,exp_80,0.0,0.7622,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,1.0261,0.1268,0.0,0.5948
5,12-TwoStageMixtureNoScaling,exp_47,0.0,0.5207,0.4,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.4882,0.0038,0.0,0.1848
6,12-TwoStageMixtureNoScaling,exp_60,0.0,2.2846,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageMixtureNoScaling,1.2054,0.6464,0.0,1.787
7,12-TwoStageMixtureNoScaling,exp_82,1.0,1.6058,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,1.2121,0.3414,0.0,0.5822
8,12-TwoStageMixtureNoScaling,exp_101,1.0,0.2058,0.4,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageMixtureNoScaling,1.1825,0.6956,1.0,1.5882
9,12-TwoStageMixtureNoScaling,exp_1,1.0,0.9315,0.6,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageMixtureNoScaling,1.1126,0.191,0.0,0.4249
10,12-TwoStageMixtureNoScaling,exp_116,1.0,2.6549,0.5,0.6,0.22,0.4,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,1.0036,0.8773,1.0,0.3082
11,12-TwoStageMixtureNoScaling,exp_107,1.0,1.1266,0.6,0.5,0.4,0.5,0.0,0.3,0.21,0.4,0.78,1.0,1.0,TwoStageMixtureNoScaling,0.9993,0.8798,1.0,1.3036
12,12-TwoStageMixtureNoScaling,exp_53,1.0,0.6653,0.4,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.6,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.97,0.8957,1.0,0.4779
13,12-TwoStageMixtureNoScaling,exp_25,1.0,1.4122,0.6,0.5,0.17,0.5,1.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageMixtureNoScaling,1.2264,0.577,0.0,0.5805
14,12-TwoStageMixtureNoScaling,exp_73,1.0,1.4982,0.6,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageMixtureNoScaling,0.7813,0.9609,1.0,1.1283
15,12-TwoStageMixtureNoScaling,exp_22,1.0,1.0037,0.5,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageMixtureNoScaling,1.2179,0.3584,0.0,1.7867
16,12-TwoStageMixtureNoScaling,catch_7,0.0,0.6088,0.5,0.5,0.48,0.5,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.538,0.0065,0.0,0.6408
17,12-TwoStageMixtureNoScaling,exp_90,1.0,0.9167,0.5,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,1.1668,0.7223,1.0,0.6236
18,12-TwoStageMixtureNoScaling,exp_59,1.0,3.7321,0.6,0.5,0.21,0.5,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageMixtureNoScaling,1.2329,0.5394,1.0,1.4572
19,12-TwoStageMixtureNoScaling,exp_98,1.0,1.3452,0.5,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,1.1409,0.7589,1.0,0.3674
20,12-TwoStageMixtureNoScaling,exp_99,0.0,3.6936,0.6,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,0.0,TwoStageMixtureNoScaling,1.1825,0.6956,1.0,0.4731
21,12-TwoStageMixtureNoScaling,exp_52,1.0,0.213,0.5,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.9251,0.9162,1.0,0.3756
22,12-TwoStageMixtureNoScaling,catch_2,0.0,0.3694,0.5,0.5,0.6,0.5,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageMixtureNoScaling,0.6358,0.0151,0.0,0.7572
23,12-TwoStageMixtureNoScaling,exp_30,1.0,3.6353,0.5,0.6,0.17,0.4,1.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageMixtureNoScaling,1.199,0.6619,1.0,0.2162
24,12-TwoStageMixtureNoScaling,exp_8,1.0,0.4974,0.5,0.4,0.29,0.6,1.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageMixtureNoScaling,1.2258,0.5799,0.0,0.5558
25,12-TwoStageMixtureNoScaling,catch_3,0.0,0.4821,0.5,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageMixtureNoScaling,0.5753,0.0092,0.0,0.3442
26,12-TwoStageMixtureNoScaling,exp_108,1.0,1.8218,0.5,0.6,0.4,0.4,0.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageMixtureNoScaling,0.916,0.92,0.0,1.175
27,12-TwoStageMixtureNoScaling,exp_36,0.0,2.7234,0.5,0.6,0.7,0.4,0.0,0.32,0.2,0.5,0.79,0.0,0.0,TwoStageMixtureNoScaling,1.2348,0.443,0.0,0.6054
28,12-TwoStageMixtureNoScaling,exp_27,0.0,1.4342,0.6,0.5,0.17,0.5,0.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageMixtureNoScaling,1.0657,0.8346,1.0,0.6266
29,12-TwoStageMixtureNoScaling,exp_69,1.0,2.7093,0.4,0.5,0.51,0.5,0.0,0.52,0.42,0.6,0.72,1.0,1.0,TwoStageMixtureNoScaling,1.1299,0.7724,1.0,1.175
30,12-TwoStageMixtureNoScaling,exp_113,0.0,1.828,0.6,0.5,0.22,0.5,1.0,0.79,0.42,0.4,0.49,1.0,0.0,TwoStageMixtureNoScaling,1.2345,0.5257,0.0,0.5098
31,12-TwoStageMixtureNoScaling,exp_29,0.0,0.4519,0.4,0.5,0.17,0.5,0.0,0.3,0.2,0.6,0.3,1.0,0.0,TwoStageMixtureNoScaling,1.0657,0.8346,0.0,1.6132
