,subject_id,condition,choice,rt,m1,presentation01,last_stage_favours,gp,p0,gm,g1,p1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,15-TwoStageMixtureNoScaling,exp_19,1.0,0.6153,0.8300000000000001,1.0,0.0,0.6,0.28,0.4,0.5,0.17,0.43,0.5,1.0,TwoStageMixtureNoScaling,0.687,0.8253,1.0,1.0284
1,15-TwoStageMixtureNoScaling,exp_108,1.0,0.1959,0.3,0.0,0.0,0.5,0.78,0.5,0.6,0.4,0.21,0.4,1.0,TwoStageMixtureNoScaling,0.3827,0.9849,1.0,0.4737
2,15-TwoStageMixtureNoScaling,exp_107,1.0,0.1728,0.3,1.0,0.0,0.6,0.78,0.4,0.5,0.4,0.21,0.5,1.0,TwoStageMixtureNoScaling,0.451,0.9684,1.0,0.2038
3,15-TwoStageMixtureNoScaling,exp_60,0.0,0.412,0.62,0.0,0.0,0.5,0.41,0.5,0.6,0.21,0.18,0.4,0.0,TwoStageMixtureNoScaling,0.8055,0.5775,0.0,0.2787
4,15-TwoStageMixtureNoScaling,catch_5,0.0,0.4541,0.43,1.0,1.0,0.5,0.4,0.5,0.5,0.49,0.32,0.5,0.0,TwoStageMixtureNoScaling,0.5853,0.0911,0.0,0.1404
5,15-TwoStageMixtureNoScaling,exp_73,1.0,0.391,0.6799999999999999,1.0,1.0,0.6,0.8,0.4,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.3524,0.9899,1.0,0.6674
6,15-TwoStageMixtureNoScaling,exp_45,0.0,0.8498,0.79,1.0,0.0,0.4,0.81,0.6,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.7964,0.6217,1.0,2.1694
7,15-TwoStageMixtureNoScaling,exp_101,1.0,0.7218,0.6900000000000001,1.0,0.0,0.4,0.58,0.6,0.5,0.38,0.49,0.5,1.0,TwoStageMixtureNoScaling,0.5576,0.9247,0.0,0.2791
8,15-TwoStageMixtureNoScaling,exp_80,1.0,0.5873,0.8099999999999999,0.0,1.0,0.5,0.61,0.5,0.4,0.29,0.22,0.6,1.0,TwoStageMixtureNoScaling,0.7625,0.2835,1.0,0.4405
9,15-TwoStageMixtureNoScaling,exp_26,1.0,1.1395,0.3,0.0,0.0,0.5,0.3,0.5,0.4,0.17,0.2,0.6,1.0,TwoStageMixtureNoScaling,0.4592,0.9659,1.0,0.2685
10,15-TwoStageMixtureNoScaling,catch_2,0.0,0.4706,0.4,0.0,1.0,0.5,0.38,0.5,0.5,0.6,0.22,0.5,0.0,TwoStageMixtureNoScaling,0.2163,0.0005,0.0,0.1339
11,15-TwoStageMixtureNoScaling,exp_74,1.0,0.3642,0.6799999999999999,0.0,0.0,0.5,0.8,0.5,0.4,0.2,0.4,0.6,1.0,TwoStageMixtureNoScaling,0.197,0.9998,1.0,0.1685
12,15-TwoStageMixtureNoScaling,exp_115,1.0,0.4529,0.79,1.0,0.0,0.6,0.49,0.4,0.5,0.22,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.4907,0.955,1.0,0.3004
13,15-TwoStageMixtureNoScaling,catch_7,0.0,0.4966,0.52,1.0,1.0,0.5,0.28,0.5,0.5,0.48,0.21,0.5,0.0,TwoStageMixtureNoScaling,0.3927,0.0171,0.0,0.1607
14,15-TwoStageMixtureNoScaling,catch_6,0.0,0.1097,0.27,0.0,1.0,0.5,0.23,0.5,0.5,0.59,0.19,0.5,0.0,TwoStageMixtureNoScaling,0.1685,0.0001,0.0,0.139
15,15-TwoStageMixtureNoScaling,exp_23,1.0,0.4907,0.8300000000000001,1.0,1.0,0.4,0.28,0.6,0.5,0.17,0.43,0.5,1.0,TwoStageMixtureNoScaling,0.8057,0.4205,1.0,0.6635
16,15-TwoStageMixtureNoScaling,exp_99,1.0,0.4294,0.6900000000000001,1.0,0.0,0.6,0.58,0.4,0.5,0.38,0.49,0.5,1.0,TwoStageMixtureNoScaling,0.5576,0.9247,1.0,1.0238
17,15-TwoStageMixtureNoScaling,exp_43,1.0,1.4078,0.79,1.0,0.0,0.6,0.81,0.4,0.5,0.48,0.1699999999999999,0.5,1.0,TwoStageMixtureNoScaling,0.7964,0.6217,,
18,15-TwoStageMixtureNoScaling,catch_8,0.0,0.2403,0.5,0.0,1.0,0.5,0.22,0.5,0.5,0.32,0.37,0.5,0.0,TwoStageMixtureNoScaling,0.3012,0.0044,0.0,0.427
19,15-TwoStageMixtureNoScaling,exp_114,1.0,0.3486,0.79,0.0,0.0,0.5,0.49,0.5,0.4,0.22,0.42,0.6,1.0,TwoStageMixtureNoScaling,0.3885,0.9838,1.0,0.2477
20,15-TwoStageMixtureNoScaling,exp_50,1.0,0.3733,0.82,0.0,0.0,0.5,0.49,0.5,0.4,0.32,0.6900000000000001,0.6,1.0,TwoStageMixtureNoScaling,0.4233,0.976,1.0,0.3818
21,15-TwoStageMixtureNoScaling,exp_68,1.0,0.1129,0.52,0.0,0.0,0.5,0.72,0.5,0.6,0.51,0.42,0.4,1.0,TwoStageMixtureNoScaling,0.5722,0.9166,1.0,0.4129
22,15-TwoStageMixtureNoScaling,exp_67,0.0,0.1915,0.52,1.0,0.0,0.6,0.72,0.4,0.5,0.51,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.5434,0.9321,1.0,0.5094
23,15-TwoStageMixtureNoScaling,exp_8,0.0,0.6614,0.5,0.0,1.0,0.5,0.7,0.5,0.4,0.29,0.18,0.6,0.0,TwoStageMixtureNoScaling,0.7446,0.7477,1.0,0.7534
24,15-TwoStageMixtureNoScaling,exp_1,0.0,0.3807,0.8300000000000001,1.0,1.0,0.6,0.79,0.4,0.5,0.49,0.53,0.5,0.0,TwoStageMixtureNoScaling,0.7125,0.7951,1.0,1.2553
25,15-TwoStageMixtureNoScaling,exp_40,0.0,0.4328,0.79,0.0,1.0,0.5,0.81,0.5,0.4,0.48,0.1699999999999999,0.6,0.0,TwoStageMixtureNoScaling,0.4669,0.0366,0.0,0.4128
26,15-TwoStageMixtureNoScaling,exp_94,1.0,0.1844,0.4,0.0,1.0,0.5,0.5,0.5,0.6,0.38,0.3,0.4,1.0,TwoStageMixtureNoScaling,0.8032,0.406,1.0,1.6691
27,15-TwoStageMixtureNoScaling,exp_37,1.0,0.5938,0.32,1.0,0.0,0.4,0.79,0.6,0.5,0.7,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.7931,0.6341,0.0,0.1576
28,15-TwoStageMixtureNoScaling,exp_53,0.0,0.3697,0.82,1.0,0.0,0.4,0.49,0.6,0.5,0.32,0.6900000000000001,0.5,0.0,TwoStageMixtureNoScaling,0.5266,0.9401,1.0,0.885
29,15-TwoStageMixtureNoScaling,exp_29,1.0,0.4396,0.3,1.0,0.0,0.4,0.3,0.6,0.5,0.17,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.6669,0.8457,1.0,1.4151
30,15-TwoStageMixtureNoScaling,catch_4,0.0,0.2563,0.73,0.0,1.0,0.5,0.19,0.5,0.5,0.31,0.4,0.5,0.0,TwoStageMixtureNoScaling,0.2121,0.0004,0.0,0.2167
31,15-TwoStageMixtureNoScaling,exp_20,1.0,0.7617,0.8300000000000001,0.0,0.0,0.5,0.28,0.5,0.6,0.17,0.43,0.4,1.0,TwoStageMixtureNoScaling,0.6987,0.8121,1.0,1.127
32,15-TwoStageMixtureNoScaling,exp_58,0.0,0.322,0.62,0.0,0.0,0.5,0.41,0.5,0.4,0.21,0.18,0.6,0.0,TwoStageMixtureNoScaling,0.7936,0.6326,1.0,0.0918
33,15-TwoStageMixtureNoScaling,exp_78,1.0,0.1995,0.6799999999999999,0.0,1.0,0.5,0.8,0.5,0.6,0.2,0.4,0.4,1.0,TwoStageMixtureNoScaling,0.2712,0.9976,1.0,0.1113
34,15-TwoStageMixtureNoScaling,exp_113,0.0,0.3619,0.79,1.0,1.0,0.6,0.49,0.4,0.5,0.22,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.7343,0.7645,0.0,1.0441
35,15-TwoStageMixtureNoScaling,exp_27,1.0,0.4028,0.3,1.0,0.0,0.6,0.3,0.4,0.5,0.17,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.6669,0.8457,1.0,0.7282
36,15-TwoStageMixtureNoScaling,exp_35,1.0,0.7102,0.32,1.0,0.0,0.6,0.79,0.4,0.5,0.7,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.7931,0.6341,1.0,0.2528
