,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,16-TwoStageWithin,exp_53,0.0,0.195,0.4,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.6,0.49,1.0,0.0,TwoStageMixtureNoScaling,0.7375,0.692,1.0,0.2674
1,16-TwoStageWithin,exp_67,1.0,1.3627,0.6,0.5,0.51,0.5,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.7416,0.6816,0.0,0.2308
2,16-TwoStageWithin,exp_101,1.0,0.1168,0.4,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.7449,0.6729,1.0,1.3598
3,16-TwoStageWithin,exp_45,0.0,0.1094,0.4,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.7751,0.4997,0.0,0.8643
4,16-TwoStageWithin,exp_82,0.0,1.831,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.7751,0.4987,0.0,0.4427
5,16-TwoStageWithin,exp_10,1.0,0.5627,0.5,0.4,0.29,0.6,0.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageMixtureNoScaling,0.7595,0.6251,1.0,0.9963
6,16-TwoStageWithin,exp_117,0.0,0.6312,0.4,0.5,0.22,0.5,0.0,0.79,0.42,0.6,0.49,1.0,0.0,TwoStageMixtureNoScaling,0.7274,0.7149,1.0,0.9569
7,16-TwoStageWithin,exp_50,0.0,0.8772,0.5,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,0.0,TwoStageMixtureNoScaling,0.7421,0.6804,0.0,0.925
8,16-TwoStageWithin,catch_9,0.0,0.9981,0.5,0.5,0.72,0.5,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageMixtureNoScaling,0.6644,0.1853,0.0,0.1851
9,16-TwoStageWithin,exp_52,1.0,0.5865,0.5,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.7421,0.6804,0.0,0.2723
10,16-TwoStageWithin,exp_42,0.0,0.3431,0.5,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.7541,0.3532,,
11,16-TwoStageWithin,exp_1,1.0,0.1159,0.6,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageMixtureNoScaling,0.749,0.661,0.0,1.3713
12,16-TwoStageWithin,exp_107,1.0,1.0352,0.6,0.5,0.4,0.5,0.0,0.3,0.21,0.4,0.78,1.0,1.0,TwoStageMixtureNoScaling,0.7139,0.7412,0.0,0.863
13,16-TwoStageWithin,exp_40,1.0,0.9335,0.5,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,1.0,TwoStageMixtureNoScaling,0.728,0.2851,0.0,0.6335
14,16-TwoStageWithin,exp_84,1.0,0.1723,0.5,0.6,0.29,0.4,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,0.7751,0.4987,1.0,2.4242
15,16-TwoStageWithin,exp_80,0.0,3.4154,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.7692,0.4207,0.0,0.5377
16,16-TwoStageWithin,exp_58,1.0,1.2424,0.5,0.4,0.21,0.6,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageMixtureNoScaling,0.7748,0.4814,0.0,3.5893
17,16-TwoStageWithin,catch_5,0.0,0.2245,0.5,0.5,0.49,0.5,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.7507,0.3423,0.0,1.2941
18,16-TwoStageWithin,exp_99,0.0,0.3429,0.6,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,0.0,TwoStageMixtureNoScaling,0.7449,0.6729,1.0,0.1392
19,16-TwoStageWithin,catch_2,0.0,0.2367,0.5,0.5,0.6,0.5,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageMixtureNoScaling,0.615,0.1347,0.0,0.1017
20,16-TwoStageWithin,exp_78,1.0,0.5552,0.5,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.658,0.8215,1.0,0.787
21,16-TwoStageWithin,exp_19,0.0,0.4416,0.6,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.7665,0.5932,1.0,0.3576
22,16-TwoStageWithin,exp_89,0.0,1.9856,0.6,0.5,0.38,0.5,1.0,0.4,0.3,0.4,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.7747,0.5199,0.0,0.6678
