,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,10-TwoStageMixtureNoScaling,exp_73,0.0,1.2693,0.6,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,0.0,TwoStageMixtureNoScaling,0.7084,0.1949,0,0.8966
1,10-TwoStageMixtureNoScaling,catch_0,0.0,0.7992,0.5,0.5,0.72,0.5,1.0,0.3,0.2,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.6649,0.149,0,2.4931
2,10-TwoStageMixtureNoScaling,catch_7,0.0,0.2722,0.5,0.5,0.48,0.5,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.4389,0.0275,0,0.3796
3,10-TwoStageMixtureNoScaling,exp_8,0.0,0.437,0.5,0.4,0.29,0.6,1.0,0.5,0.18,0.5,0.7,0.0,0.0,TwoStageMixtureNoScaling,0.4473,0.0299,0,0.3045
4,10-TwoStageMixtureNoScaling,exp_22,0.0,0.2316,0.5,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageMixtureNoScaling,0.5435,0.0667,0,0.3456
5,10-TwoStageMixtureNoScaling,exp_69,0.0,0.2796,0.4,0.5,0.51,0.5,0.0,0.52,0.42,0.6,0.72,1.0,0.0,TwoStageMixtureNoScaling,0.7727,0.298,0,1.0498
6,10-TwoStageMixtureNoScaling,exp_90,0.0,0.1086,0.5,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.7532,0.2598,0,0.7835
7,10-TwoStageMixtureNoScaling,exp_15,0.0,0.2459,0.4,0.5,0.29,0.5,1.0,0.5,0.18,0.6,0.7,1.0,0.0,TwoStageMixtureNoScaling,0.4302,0.0252,0,0.2702
8,10-TwoStageMixtureNoScaling,exp_45,0.0,0.2149,0.4,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.2712,0.0023,0,0.2428
9,10-TwoStageMixtureNoScaling,exp_89,1.0,0.4853,0.6,0.5,0.38,0.5,1.0,0.4,0.3,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.7599,0.2719,0,1.3789
10,10-TwoStageMixtureNoScaling,exp_117,0.0,0.2612,0.4,0.5,0.22,0.5,0.0,0.79,0.42,0.6,0.49,1.0,0.0,TwoStageMixtureNoScaling,0.5651,0.0779,0,0.7849
11,10-TwoStageMixtureNoScaling,exp_115,0.0,0.4141,0.6,0.5,0.22,0.5,0.0,0.79,0.42,0.4,0.49,1.0,0.0,TwoStageMixtureNoScaling,0.5907,0.0928,0,0.7734
12,10-TwoStageMixtureNoScaling,exp_96,1.0,0.4541,0.5,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.7561,0.2649,0,0.3609
13,10-TwoStageMixtureNoScaling,exp_3,1.0,0.5115,0.6,0.5,0.49,0.5,0.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageMixtureNoScaling,0.6375,0.1256,0,0.3573
14,10-TwoStageMixtureNoScaling,exp_37,0.0,0.8657,0.4,0.5,0.7,0.5,0.0,0.32,0.2,0.6,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.6321,0.1214,0,0.2951
15,10-TwoStageMixtureNoScaling,exp_67,0.0,0.2841,0.6,0.5,0.51,0.5,0.0,0.52,0.42,0.4,0.72,1.0,0.0,TwoStageMixtureNoScaling,0.7787,0.312,0,0.6379
16,10-TwoStageMixtureNoScaling,exp_99,0.0,1.3324,0.6,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,0.0,TwoStageMixtureNoScaling,0.7192,0.2084,0,1.0176
17,10-TwoStageMixtureNoScaling,catch_3,0.0,0.3046,0.5,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageMixtureNoScaling,0.7528,0.2591,0,2.6482
18,10-TwoStageMixtureNoScaling,exp_107,0.0,1.6801,0.6,0.5,0.4,0.5,0.0,0.3,0.21,0.4,0.78,1.0,0.0,TwoStageMixtureNoScaling,0.7314,0.2252,0,0.4762
19,10-TwoStageMixtureNoScaling,exp_42,0.0,0.354,0.5,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.2899,0.0034,0,0.2514
20,10-TwoStageMixtureNoScaling,exp_98,1.0,0.771,0.5,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.7443,0.2448,0,0.678
21,10-TwoStageMixtureNoScaling,exp_25,0.0,0.5569,0.6,0.5,0.17,0.5,1.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.7219,0.2119,0,0.2011
22,10-TwoStageMixtureNoScaling,exp_26,0.0,0.2043,0.5,0.4,0.17,0.6,0.0,0.3,0.2,0.5,0.3,0.0,0.0,TwoStageMixtureNoScaling,0.7001,0.1851,0,0.8206
23,10-TwoStageMixtureNoScaling,exp_53,1.0,0.7631,0.4,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.6,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.7971,0.3655,1,0.2768
24,10-TwoStageMixtureNoScaling,exp_47,0.0,0.2409,0.4,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.2759,0.0025,0,0.3436
25,10-TwoStageMixtureNoScaling,catch_4,0.0,1.3757,0.5,0.5,0.31,0.5,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.5392,0.0646,0,0.3608
26,10-TwoStageMixtureNoScaling,exp_108,1.0,0.1653,0.5,0.6,0.4,0.4,0.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageMixtureNoScaling,0.7109,0.1979,0,0.454
27,10-TwoStageMixtureNoScaling,exp_101,0.0,0.1138,0.4,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,0.0,TwoStageMixtureNoScaling,0.7056,0.1915,0,0.443
28,10-TwoStageMixtureNoScaling,exp_60,0.0,0.1531,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageMixtureNoScaling,0.3649,0.0118,0,0.2633
29,10-TwoStageMixtureNoScaling,exp_80,0.0,0.7225,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.3541,0.0101,0,0.5842
30,10-TwoStageMixtureNoScaling,exp_10,0.0,1.1354,0.5,0.4,0.29,0.6,0.0,0.5,0.18,0.5,0.7,0.0,0.0,TwoStageMixtureNoScaling,0.4367,0.027,0,0.1146
31,10-TwoStageMixtureNoScaling,exp_43,0.0,0.555,0.6,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.2899,0.0034,0,0.1858
32,10-TwoStageMixtureNoScaling,exp_78,0.0,0.9612,0.5,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,0.0,TwoStageMixtureNoScaling,0.6632,0.1474,0,0.6352
