,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,4-TwoStageBetween,exp_46,0.0,0.2501,0.5,0.6,0.48,0.4,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.2222,0.0094,0,0.0868
1,4-TwoStageBetween,exp_42,0.0,0.0549,0.5,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.1728,0.0023,0,0.1723
2,4-TwoStageBetween,exp_80,0.0,0.2104,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.3034,0.039,0,0.1899
3,4-TwoStageBetween,exp_57,0.0,0.2084,0.6,0.5,0.21,0.5,1.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageMixtureNoScaling,0.4938,0.2877,0,0.7699
4,4-TwoStageBetween,exp_37,0.0,0.5317,0.4,0.5,0.7,0.5,0.0,0.32,0.2,0.6,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.3757,0.0918,0,0.1989
5,4-TwoStageBetween,exp_101,0.0,1.1851,0.4,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,0.0,TwoStageMixtureNoScaling,0.4911,0.28,0,0.3617
6,4-TwoStageBetween,catch_3,0.0,0.956,0.5,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageMixtureNoScaling,0.3938,0.1104,1,0.2642
7,4-TwoStageBetween,exp_23,1.0,0.6396,0.4,0.5,0.17,0.5,1.0,0.8300000000000001,0.43,0.6,0.28,1.0,1.0,TwoStageMixtureNoScaling,0.5169,0.3809,0,0.1222
8,4-TwoStageBetween,exp_73,1.0,0.1131,0.6,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageMixtureNoScaling,0.2998,0.9629,1,0.1236
9,4-TwoStageBetween,exp_50,0.0,0.983,0.5,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,0.0,TwoStageMixtureNoScaling,0.5237,0.4327,1,0.0897
