,subject_id,condition,choice,rt,m1,presentation01,last_stage_favours,gp,p0,gm,g1,p1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,4-TwoStageMixtureNoScaling,exp_46,0.0,0.1028,0.79,0.0,1.0,0.5,0.81,0.5,0.6,0.48,0.1699999999999999,0.4,0.0,TwoStageMixtureNoScaling,0.2022,0.0213,0,0.2995
1,4-TwoStageMixtureNoScaling,exp_42,0.0,0.3028,0.79,0.0,0.0,0.5,0.81,0.5,0.4,0.48,0.1699999999999999,0.6,0.0,TwoStageMixtureNoScaling,0.1914,0.0165,0,0.211
2,4-TwoStageMixtureNoScaling,exp_80,0.0,0.5548,0.8099999999999999,0.0,1.0,0.5,0.61,0.5,0.4,0.29,0.22,0.6,0.0,TwoStageMixtureNoScaling,0.332,0.1608,0,0.6461
3,4-TwoStageMixtureNoScaling,exp_57,0.0,0.5751,0.62,1.0,1.0,0.6,0.41,0.4,0.5,0.21,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.3861,0.3191,0,0.1631
4,4-TwoStageMixtureNoScaling,exp_37,0.0,0.3507,0.32,1.0,0.0,0.4,0.79,0.6,0.5,0.7,0.2,0.5,0.0,TwoStageMixtureNoScaling,0.3576,0.2193,0,0.1518
5,4-TwoStageMixtureNoScaling,exp_101,0.0,0.352,0.6900000000000001,1.0,0.0,0.4,0.58,0.6,0.5,0.38,0.49,0.5,0.0,TwoStageMixtureNoScaling,0.3807,0.2954,0,0.2577
6,4-TwoStageMixtureNoScaling,catch_3,0.0,0.1773,0.6799999999999999,1.0,1.0,0.5,0.19,0.5,0.5,0.38,0.58,0.5,0.0,TwoStageMixtureNoScaling,0.3123,0.1259,0,0.3024
7,4-TwoStageMixtureNoScaling,exp_23,0.0,1.0365,0.8300000000000001,1.0,1.0,0.4,0.28,0.6,0.5,0.17,0.43,0.5,0.0,TwoStageMixtureNoScaling,0.3913,0.3465,0,0.4884
8,4-TwoStageMixtureNoScaling,exp_73,1.0,0.196,0.6799999999999999,1.0,1.0,0.6,0.8,0.4,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.326,0.8507,1,0.4928
9,4-TwoStageMixtureNoScaling,exp_50,0.0,0.0641,0.82,0.0,0.0,0.5,0.49,0.5,0.4,0.32,0.6900000000000001,0.6,0.0,TwoStageMixtureNoScaling,0.3903,0.6595,0,0.3222
