,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,10-TwoStageWithin,exp_73,0.0,0.2149,0.6,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,0.0,TwoStageMixtureNoScaling,0.6438,0.2487,0,0.5627
1,10-TwoStageWithin,catch_0,1.0,0.9226,0.5,0.5,0.72,0.5,1.0,0.3,0.2,0.5,0.19,0.0,1.0,TwoStageMixtureNoScaling,0.6864,0.3555,0,1.2253
2,10-TwoStageWithin,catch_7,0.0,1.6636,0.5,0.5,0.48,0.5,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.5155,0.0989,0,0.3225
3,10-TwoStageWithin,exp_8,0.0,0.1629,0.5,0.4,0.29,0.6,1.0,0.5,0.18,0.5,0.7,0.0,0.0,TwoStageMixtureNoScaling,0.6622,0.2868,0,1.0103
4,10-TwoStageWithin,exp_22,0.0,1.0324,0.5,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageMixtureNoScaling,0.5438,0.122,1,0.3131
5,10-TwoStageWithin,exp_69,0.0,1.414,0.4,0.5,0.51,0.5,0.0,0.52,0.42,0.6,0.72,1.0,0.0,TwoStageMixtureNoScaling,0.7014,0.4318,1,1.4694
6,10-TwoStageWithin,exp_90,1.0,0.4119,0.5,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.7045,0.5321,1,0.5023
7,10-TwoStageWithin,exp_15,0.0,0.4715,0.4,0.5,0.29,0.5,1.0,0.5,0.18,0.6,0.7,1.0,0.0,TwoStageMixtureNoScaling,0.5327,0.1125,0,0.726
8,10-TwoStageWithin,exp_45,0.0,0.2566,0.4,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.269,0.0054,0,0.0911
9,10-TwoStageWithin,exp_89,0.0,0.9204,0.6,0.5,0.38,0.5,1.0,0.4,0.3,0.4,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.6762,0.3226,0,1.9441
10,10-TwoStageWithin,exp_117,0.0,0.2056,0.4,0.5,0.22,0.5,0.0,0.79,0.42,0.6,0.49,1.0,0.0,TwoStageMixtureNoScaling,0.5665,0.1436,0,0.3289
11,10-TwoStageWithin,exp_115,1.0,0.0719,0.6,0.5,0.22,0.5,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.5993,0.181,1,0.131
