,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,7-TwoStageMixtureNoScaling,exp_117,1.0,0.1471,0.4,0.5,0.22,0.5,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.4951,0.6559,0,0.6256
1,7-TwoStageMixtureNoScaling,exp_88,1.0,0.6903,0.5,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.5104,0.5495,1,0.0828
2,7-TwoStageMixtureNoScaling,catch_9,1.0,0.1948,0.5,0.5,0.72,0.5,1.0,0.4,0.18,0.5,0.48,1.0,1.0,TwoStageMixtureNoScaling,0.4761,0.2763,0,0.3535
3,7-TwoStageMixtureNoScaling,exp_15,0.0,0.2405,0.4,0.5,0.29,0.5,1.0,0.5,0.18,0.6,0.7,1.0,0.0,TwoStageMixtureNoScaling,0.5109,0.5427,1,0.91
4,7-TwoStageMixtureNoScaling,exp_52,1.0,0.6158,0.5,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.5116,0.5272,1,0.3484
5,7-TwoStageMixtureNoScaling,exp_60,0.0,0.5492,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageMixtureNoScaling,0.5121,0.4924,0,2.443
6,7-TwoStageMixtureNoScaling,exp_108,1.0,0.6979,0.5,0.6,0.4,0.4,0.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageMixtureNoScaling,0.5097,0.5594,1,0.3447
7,7-TwoStageMixtureNoScaling,exp_19,1.0,0.2676,0.6,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,1.0,TwoStageMixtureNoScaling,0.5051,0.6009,1,0.0764
8,7-TwoStageMixtureNoScaling,catch_6,0.0,0.7122,0.5,0.5,0.59,0.5,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageMixtureNoScaling,0.4862,0.3087,0,0.679
9,7-TwoStageMixtureNoScaling,catch_1,0.0,0.2666,0.5,0.5,0.41,0.5,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,0.0,TwoStageMixtureNoScaling,0.4961,0.3482,1,0.3568
10,7-TwoStageMixtureNoScaling,exp_36,1.0,2.6843,0.5,0.6,0.7,0.4,0.0,0.32,0.2,0.5,0.79,0.0,1.0,TwoStageMixtureNoScaling,0.5052,0.3993,0,0.3331
11,7-TwoStageMixtureNoScaling,exp_27,0.0,0.0775,0.6,0.5,0.17,0.5,0.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.503,0.615,1,0.4261
12,7-TwoStageMixtureNoScaling,exp_1,1.0,0.5292,0.6,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageMixtureNoScaling,0.5094,0.5633,0,0.3143
13,7-TwoStageMixtureNoScaling,exp_102,0.0,0.7978,0.5,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,0.0,TwoStageMixtureNoScaling,0.5058,0.4042,0,0.9739
14,7-TwoStageMixtureNoScaling,catch_4,0.0,0.2375,0.5,0.5,0.31,0.5,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.4941,0.3394,1,0.9104
15,7-TwoStageMixtureNoScaling,exp_94,0.0,0.377,0.5,0.6,0.38,0.4,1.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.5049,0.3975,0,0.7271
16,7-TwoStageMixtureNoScaling,exp_68,0.0,0.3908,0.5,0.6,0.51,0.4,0.0,0.52,0.42,0.5,0.72,0.0,0.0,TwoStageMixtureNoScaling,0.5121,0.4912,1,0.6734
17,7-TwoStageMixtureNoScaling,exp_3,1.0,0.2683,0.6,0.5,0.49,0.5,0.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageMixtureNoScaling,0.4954,0.6547,1,0.2665
18,7-TwoStageMixtureNoScaling,exp_53,0.0,1.0988,0.4,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.6,0.49,1.0,0.0,TwoStageMixtureNoScaling,0.4982,0.6415,0,0.3261
19,7-TwoStageMixtureNoScaling,exp_80,1.0,0.2619,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,0.5113,0.5339,1,0.5664
20,7-TwoStageMixtureNoScaling,exp_26,1.0,0.256,0.5,0.4,0.17,0.6,0.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageMixtureNoScaling,0.5042,0.6069,0,1.4051
21,7-TwoStageMixtureNoScaling,exp_67,0.0,0.2769,0.6,0.5,0.51,0.5,0.0,0.52,0.42,0.4,0.72,1.0,0.0,TwoStageMixtureNoScaling,0.5001,0.6319,1,0.9378
22,7-TwoStageMixtureNoScaling,exp_114,0.0,0.5378,0.5,0.4,0.22,0.6,0.0,0.79,0.42,0.5,0.49,0.0,0.0,TwoStageMixtureNoScaling,0.4834,0.7008,1,0.3242
23,7-TwoStageMixtureNoScaling,exp_25,0.0,0.1318,0.6,0.5,0.17,0.5,1.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.5118,0.5208,1,0.3245
24,7-TwoStageMixtureNoScaling,exp_59,1.0,0.4132,0.6,0.5,0.21,0.5,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageMixtureNoScaling,0.5057,0.5967,1,0.2076
25,7-TwoStageMixtureNoScaling,exp_46,1.0,0.1542,0.5,0.6,0.48,0.4,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,1.0,TwoStageMixtureNoScaling,0.4691,0.2571,0,0.1177
26,7-TwoStageMixtureNoScaling,exp_37,1.0,1.0214,0.4,0.5,0.7,0.5,0.0,0.32,0.2,0.6,0.79,1.0,1.0,TwoStageMixtureNoScaling,0.5118,0.5212,1,0.8197
27,7-TwoStageMixtureNoScaling,exp_84,0.0,0.4362,0.5,0.6,0.29,0.4,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.5113,0.4645,1,0.5111
28,7-TwoStageMixtureNoScaling,catch_3,0.0,0.3164,0.5,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageMixtureNoScaling,0.4853,0.3054,0,0.2707
29,7-TwoStageMixtureNoScaling,exp_73,1.0,0.3537,0.6,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageMixtureNoScaling,0.4702,0.7399,1,0.3023
30,7-TwoStageMixtureNoScaling,exp_78,1.0,1.2922,0.5,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.5051,0.6008,0,0.2918
31,7-TwoStageMixtureNoScaling,exp_57,1.0,0.1645,0.6,0.5,0.21,0.5,1.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageMixtureNoScaling,0.5121,0.5016,1,0.746
32,7-TwoStageMixtureNoScaling,catch_5,0.0,0.1848,0.5,0.5,0.49,0.5,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.5018,0.3775,0,0.3179
33,7-TwoStageMixtureNoScaling,exp_45,1.0,1.9064,0.4,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.6,0.81,1.0,1.0,TwoStageMixtureNoScaling,0.5121,0.4924,0,0.4237
34,7-TwoStageMixtureNoScaling,exp_101,1.0,0.2121,0.4,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.502,0.6211,0,0.2045
35,7-TwoStageMixtureNoScaling,exp_113,0.0,0.8098,0.6,0.5,0.22,0.5,1.0,0.79,0.42,0.4,0.49,1.0,0.0,TwoStageMixtureNoScaling,0.5071,0.5854,1,0.2088
36,7-TwoStageMixtureNoScaling,exp_69,0.0,0.7411,0.4,0.5,0.51,0.5,0.0,0.52,0.42,0.6,0.72,1.0,0.0,TwoStageMixtureNoScaling,0.5017,0.623,1,0.3908
37,7-TwoStageMixtureNoScaling,exp_115,1.0,1.7234,0.6,0.5,0.22,0.5,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.4906,0.6748,0,0.2172
38,7-TwoStageMixtureNoScaling,exp_74,0.0,0.6938,0.5,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,0.0,TwoStageMixtureNoScaling,0.4242,0.8338,1,0.4341
39,7-TwoStageMixtureNoScaling,exp_43,1.0,0.6713,0.6,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,1.0,TwoStageMixtureNoScaling,0.5121,0.5066,1,0.7134
40,7-TwoStageMixtureNoScaling,exp_90,0.0,0.1966,0.5,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.4981,0.642,1,1.0566
41,7-TwoStageMixtureNoScaling,exp_89,0.0,0.3845,0.6,0.5,0.38,0.5,1.0,0.4,0.3,0.4,0.5,1.0,0.0,TwoStageMixtureNoScaling,0.5121,0.492,1,0.0984
42,7-TwoStageMixtureNoScaling,exp_8,1.0,0.1433,0.5,0.4,0.29,0.6,1.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageMixtureNoScaling,0.5078,0.5791,1,0.5758
43,7-TwoStageMixtureNoScaling,catch_7,1.0,1.4182,0.5,0.5,0.48,0.5,1.0,0.52,0.21,0.5,0.28,1.0,1.0,TwoStageMixtureNoScaling,0.4792,0.2858,0,0.322
44,7-TwoStageMixtureNoScaling,exp_29,0.0,0.6746,0.4,0.5,0.17,0.5,0.0,0.3,0.2,0.6,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.5052,0.6003,1,0.5292
