,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,5-TwoStageWithin,exp_82,1.0,0.8514,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,0.6884,0.8095,1,0.7976
1,5-TwoStageWithin,exp_59,1.0,0.3515,0.6,0.5,0.21,0.5,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageMixtureNoScaling,0.7759,0.6464,0,1.441
2,5-TwoStageWithin,exp_23,0.0,0.7431,0.4,0.5,0.17,0.5,1.0,0.8300000000000001,0.43,0.6,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.7971,0.4714,1,0.2008
3,5-TwoStageWithin,exp_20,0.0,0.6556,0.5,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageMixtureNoScaling,0.758,0.6952,1,0.7199
4,5-TwoStageWithin,exp_35,0.0,0.9425,0.6,0.5,0.7,0.5,0.0,0.32,0.2,0.4,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.7964,0.4605,1,0.9352
5,5-TwoStageWithin,exp_67,0.0,0.3069,0.6,0.5,0.51,0.5,0.0,0.52,0.42,0.4,0.72,1.0,0.0,TwoStageMixtureNoScaling,0.5562,0.9198,1,0.5053
6,5-TwoStageWithin,exp_58,1.0,0.6646,0.5,0.4,0.21,0.6,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageMixtureNoScaling,0.7616,0.6867,0,0.3703
7,5-TwoStageWithin,exp_26,1.0,0.4337,0.5,0.4,0.17,0.6,0.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageMixtureNoScaling,0.6975,0.7982,0,0.9823
8,5-TwoStageWithin,catch_5,0.0,0.9049,0.5,0.5,0.49,0.5,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.5725,0.0898,0,0.8918
9,5-TwoStageWithin,exp_98,1.0,0.2817,0.5,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.5386,0.9294,1,0.8525
10,5-TwoStageWithin,exp_68,1.0,0.3795,0.5,0.6,0.51,0.4,0.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageMixtureNoScaling,0.6056,0.8876,1,1.5366
11,5-TwoStageWithin,exp_113,1.0,0.233,0.6,0.5,0.22,0.5,1.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.6569,0.8438,1,1.1789
12,5-TwoStageWithin,exp_37,1.0,3.2972,0.4,0.5,0.7,0.5,0.0,0.32,0.2,0.6,0.79,1.0,1.0,TwoStageMixtureNoScaling,0.7964,0.4605,1,0.7716
13,5-TwoStageWithin,exp_116,0.0,1.5782,0.5,0.6,0.22,0.4,0.0,0.79,0.42,0.5,0.49,0.0,0.0,TwoStageMixtureNoScaling,0.5417,0.9278,1,0.9869
14,5-TwoStageWithin,exp_25,1.0,0.3512,0.6,0.5,0.17,0.5,1.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageMixtureNoScaling,0.7959,0.5437,1,0.7987
15,5-TwoStageWithin,exp_80,0.0,0.2561,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.7895,0.5908,0,2.3119
16,5-TwoStageWithin,exp_99,0.0,0.4708,0.6,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,0.0,TwoStageMixtureNoScaling,0.5816,0.9043,1,0.7309
17,5-TwoStageWithin,exp_96,1.0,0.3372,0.5,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.6819,0.8171,1,0.3871
18,5-TwoStageWithin,exp_15,1.0,1.393,0.4,0.5,0.29,0.5,1.0,0.5,0.18,0.6,0.7,1.0,1.0,TwoStageMixtureNoScaling,0.7039,0.7898,1,0.8806
19,5-TwoStageWithin,exp_117,1.0,0.3708,0.4,0.5,0.22,0.5,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.5152,0.9409,1,0.5046
20,5-TwoStageWithin,exp_60,1.0,0.6549,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageMixtureNoScaling,0.7846,0.6139,1,0.4155
