,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,2-TwoStageWithin,exp_90,1.0,0.072,0.5,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.3602,0.5771,1,0.2561
1,2-TwoStageWithin,exp_27,0.0,0.2253,0.6,0.5,0.17,0.5,0.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.3537,0.6376,1,0.195
2,2-TwoStageWithin,catch_0,0.0,0.1714,0.5,0.5,0.72,0.5,1.0,0.3,0.2,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.1069,0.0011,0,0.0791
3,2-TwoStageWithin,catch_4,0.0,0.0512,0.5,0.5,0.31,0.5,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.1719,0.0165,0,0.0845
4,2-TwoStageWithin,exp_47,0.0,0.3433,0.4,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.2239,0.0518,0,0.0889
5,2-TwoStageWithin,exp_37,0.0,0.5446,0.4,0.5,0.7,0.5,0.0,0.32,0.2,0.6,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.3263,0.2357,1,0.3043
6,2-TwoStageWithin,catch_5,0.0,0.1801,0.5,0.5,0.49,0.5,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.285,0.1342,0,0.5937
7,2-TwoStageWithin,exp_19,0.0,0.2342,0.6,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.3613,0.5611,0,0.3284
8,2-TwoStageWithin,exp_29,1.0,0.7468,0.4,0.5,0.17,0.5,0.0,0.3,0.2,0.6,0.3,1.0,1.0,TwoStageMixtureNoScaling,0.3537,0.6376,1,0.1099
9,2-TwoStageWithin,exp_50,1.0,0.1614,0.5,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.3081,0.8162,1,0.1118
10,2-TwoStageWithin,exp_82,0.0,0.6492,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.3568,0.3868,0,0.3666
11,2-TwoStageWithin,exp_20,1.0,0.1243,0.5,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageMixtureNoScaling,0.3621,0.5449,0,0.1219
12,2-TwoStageWithin,exp_78,1.0,0.2256,0.5,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.161,0.9879,1,0.0757
13,2-TwoStageWithin,exp_43,0.0,0.4414,0.6,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.2175,0.0461,0,0.0912
