,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,14-TwoStageBetween,exp_59,1.0,1.2825,0.6,0.5,0.21,0.5,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageMixtureNoScaling,1.0934,0.2922,0.0,1.7081
1,14-TwoStageBetween,exp_9,1.0,1.0799,0.6,0.5,0.29,0.5,1.0,0.5,0.18,0.4,0.7,1.0,1.0,TwoStageMixtureNoScaling,1.1417,0.4986,1.0,1.8426
2,14-TwoStageBetween,catch_1,0.0,0.5095,0.5,0.5,0.41,0.5,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,0.0,TwoStageMixtureNoScaling,0.7207,0.0425,0.0,0.3635
3,14-TwoStageBetween,exp_1,1.0,1.0232,0.6,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageMixtureNoScaling,1.141,0.5149,0.0,0.1415
4,14-TwoStageBetween,exp_84,1.0,0.9903,0.5,0.6,0.29,0.4,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,0.982,0.1613,0.0,2.129
5,14-TwoStageBetween,exp_30,1.0,2.4374,0.5,0.6,0.17,0.4,1.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageMixtureNoScaling,1.1309,0.5865,0.0,0.2318
6,14-TwoStageBetween,exp_27,1.0,0.4418,0.6,0.5,0.17,0.5,0.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageMixtureNoScaling,1.07,0.7311,0.0,2.7569
7,14-TwoStageBetween,exp_104,1.0,0.1504,0.5,0.4,0.4,0.6,1.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageMixtureNoScaling,1.0843,0.7075,0.0,0.4334
8,14-TwoStageBetween,exp_82,0.0,3.0687,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.982,0.1613,0.0,1.2867
9,14-TwoStageBetween,exp_36,0.0,0.8467,0.5,0.6,0.7,0.4,0.0,0.32,0.2,0.5,0.79,0.0,0.0,TwoStageMixtureNoScaling,1.0493,0.2266,0.0,2.9176
10,14-TwoStageBetween,exp_52,1.0,2.19,0.5,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,1.0655,0.7379,1.0,0.2783
11,14-TwoStageBetween,exp_15,0.0,0.8321,0.4,0.5,0.29,0.5,1.0,0.5,0.18,0.6,0.7,1.0,0.0,TwoStageMixtureNoScaling,0.9491,0.1376,0.0,0.7877
12,14-TwoStageBetween,exp_60,0.0,0.1346,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageMixtureNoScaling,0.9693,0.1517,0.0,0.2552
