,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,5-TwoStageBetween,exp_82,1.0,0.4322,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,0.6862,0.7457,1,0.7656
1,5-TwoStageBetween,exp_59,1.0,1.0254,0.6,0.5,0.21,0.5,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageMixtureNoScaling,0.6541,0.7963,0,0.2937
2,5-TwoStageBetween,exp_23,0.0,1.0335,0.4,0.5,0.17,0.5,1.0,0.8300000000000001,0.43,0.6,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.7481,0.5066,0,1.3007
3,5-TwoStageBetween,exp_20,1.0,0.4633,0.5,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageMixtureNoScaling,0.6724,0.7693,0,0.9438
4,5-TwoStageBetween,exp_35,0.0,0.7127,0.6,0.5,0.7,0.5,0.0,0.32,0.2,0.4,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.7411,0.4128,0,0.7096
5,5-TwoStageBetween,exp_67,1.0,0.3956,0.6,0.5,0.51,0.5,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.6394,0.8154,1,0.1479
6,5-TwoStageBetween,exp_58,1.0,0.7242,0.5,0.4,0.21,0.6,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageMixtureNoScaling,0.6814,0.7543,1,1.5553
7,5-TwoStageBetween,exp_26,1.0,0.3058,0.5,0.4,0.17,0.6,0.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageMixtureNoScaling,0.5572,0.8944,1,1.5229
8,5-TwoStageBetween,catch_5,0.0,0.3074,0.5,0.5,0.49,0.5,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.5967,0.1385,0,0.2128
9,5-TwoStageBetween,exp_98,0.0,1.3563,0.5,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.5,0.58,0.0,0.0,TwoStageMixtureNoScaling,0.6424,0.8117,0,0.1819
10,5-TwoStageBetween,exp_68,1.0,1.1515,0.5,0.6,0.51,0.4,0.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageMixtureNoScaling,0.6506,0.801,1,0.5729
11,5-TwoStageBetween,exp_113,1.0,0.7951,0.6,0.5,0.22,0.5,1.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.478,0.9424,1,0.2085
12,5-TwoStageBetween,exp_37,0.0,0.1022,0.4,0.5,0.7,0.5,0.0,0.32,0.2,0.6,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.7115,0.3067,0,0.6509
13,5-TwoStageBetween,exp_116,1.0,0.3617,0.5,0.6,0.22,0.4,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.4867,0.9381,1,0.5655
14,5-TwoStageBetween,exp_25,1.0,1.0726,0.6,0.5,0.17,0.5,1.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageMixtureNoScaling,0.5434,0.9043,1,0.1414
15,5-TwoStageBetween,exp_80,0.0,0.7904,0.5,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.6928,0.7333,1,1.0493
16,5-TwoStageBetween,exp_99,1.0,0.7876,0.6,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.6383,0.8167,1,0.3584
17,5-TwoStageBetween,exp_96,1.0,0.9936,0.5,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.6501,0.8016,1,0.9254
18,5-TwoStageBetween,exp_15,0.0,0.3879,0.4,0.5,0.29,0.5,1.0,0.5,0.18,0.6,0.7,1.0,0.0,TwoStageMixtureNoScaling,0.7235,0.6586,0,0.7415
19,5-TwoStageBetween,exp_117,1.0,1.7166,0.4,0.5,0.22,0.5,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.6677,0.7765,1,0.7833
20,5-TwoStageBetween,exp_60,1.0,0.3809,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageMixtureNoScaling,0.6814,0.7543,1,0.0836
21,5-TwoStageBetween,exp_18,1.0,0.9633,0.5,0.4,0.17,0.6,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageMixtureNoScaling,0.6724,0.7693,1,0.5029
22,5-TwoStageBetween,exp_91,1.0,1.6543,0.6,0.5,0.38,0.5,0.0,0.4,0.3,0.4,0.5,1.0,1.0,TwoStageMixtureNoScaling,0.7008,0.7169,0,0.7221
23,5-TwoStageBetween,exp_47,0.0,1.0259,0.4,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.4558,0.0474,0,0.2283
24,5-TwoStageBetween,catch_4,0.0,0.3659,0.5,0.5,0.31,0.5,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.3625,0.0176,0,0.2187
25,5-TwoStageBetween,exp_104,1.0,0.5781,0.5,0.4,0.4,0.6,1.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageMixtureNoScaling,0.4953,0.9337,1,0.5834
26,5-TwoStageBetween,exp_88,0.0,0.5689,0.5,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageMixtureNoScaling,0.7127,0.689,1,0.8071
27,5-TwoStageBetween,catch_3,0.0,0.7294,0.5,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageMixtureNoScaling,0.3556,0.0161,0,0.3915
28,5-TwoStageBetween,exp_69,0.0,1.4382,0.4,0.5,0.51,0.5,0.0,0.52,0.42,0.6,0.72,1.0,0.0,TwoStageMixtureNoScaling,0.7127,0.6891,0,0.4491
29,5-TwoStageBetween,exp_40,1.0,1.122,0.5,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,1.0,TwoStageMixtureNoScaling,0.7187,0.3259,1,0.7165
