,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,13-TwoStageMixtureNoScaling,exp_67,1.0,0.2606,0.6,0.5,0.51,0.5,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.7848,0.8017,1,0.585
1,13-TwoStageMixtureNoScaling,exp_60,0.0,1.5276,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageMixtureNoScaling,0.8686,0.3363,1,0.5329
2,13-TwoStageMixtureNoScaling,exp_26,0.0,2.047,0.5,0.4,0.17,0.6,0.0,0.3,0.2,0.5,0.3,0.0,0.0,TwoStageMixtureNoScaling,0.8783,0.6293,1,0.1524
3,13-TwoStageMixtureNoScaling,exp_3,1.0,0.2031,0.6,0.5,0.49,0.5,0.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageMixtureNoScaling,0.7282,0.8569,1,0.0954
4,13-TwoStageMixtureNoScaling,exp_8,1.0,0.6398,0.5,0.4,0.29,0.6,1.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageMixtureNoScaling,0.7331,0.8528,1,0.464
5,13-TwoStageMixtureNoScaling,exp_10,0.0,0.3856,0.5,0.4,0.29,0.6,0.0,0.5,0.18,0.5,0.7,0.0,0.0,TwoStageMixtureNoScaling,0.764,0.8242,1,0.7617
6,13-TwoStageMixtureNoScaling,exp_50,1.0,0.3225,0.5,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.6983,0.8797,1,1.165
7,13-TwoStageMixtureNoScaling,catch_4,0.0,0.2773,0.5,0.5,0.31,0.5,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.5868,0.0596,0,0.8504
8,13-TwoStageMixtureNoScaling,exp_52,1.0,0.6645,0.5,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.775,0.8128,1,0.4827
9,13-TwoStageMixtureNoScaling,exp_116,0.0,0.4573,0.5,0.6,0.22,0.4,0.0,0.79,0.42,0.5,0.49,0.0,0.0,TwoStageMixtureNoScaling,0.7694,0.8187,0,0.2967
10,13-TwoStageMixtureNoScaling,exp_35,0.0,0.3828,0.6,0.5,0.7,0.5,0.0,0.32,0.2,0.4,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.8492,0.2915,0,0.9158
11,13-TwoStageMixtureNoScaling,exp_64,1.0,0.2846,0.5,0.4,0.51,0.6,1.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageMixtureNoScaling,0.6767,0.8941,1,0.5393
12,13-TwoStageMixtureNoScaling,catch_6,0.0,0.2001,0.5,0.5,0.59,0.5,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageMixtureNoScaling,0.4293,0.0155,0,0.3514
13,13-TwoStageMixtureNoScaling,exp_25,1.0,1.2051,0.6,0.5,0.17,0.5,1.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageMixtureNoScaling,0.8743,0.6423,0,1.5678
14,13-TwoStageMixtureNoScaling,exp_36,0.0,1.2239,0.5,0.6,0.7,0.4,0.0,0.32,0.2,0.5,0.79,0.0,0.0,TwoStageMixtureNoScaling,0.8092,0.2263,0,1.0733
15,13-TwoStageMixtureNoScaling,exp_9,1.0,0.1502,0.6,0.5,0.29,0.5,1.0,0.5,0.18,0.4,0.7,1.0,1.0,TwoStageMixtureNoScaling,0.7972,0.7868,1,0.3565
