,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,2-TwoStageMixtureNoScaling,exp_90,1.0,0.4465,0.5,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.4234,0.578,1,0.7672
1,2-TwoStageMixtureNoScaling,exp_27,1.0,0.1632,0.6,0.5,0.17,0.5,0.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageMixtureNoScaling,0.3785,0.7781,0,0.1127
2,2-TwoStageMixtureNoScaling,catch_0,0.0,0.1037,0.5,0.5,0.72,0.5,1.0,0.3,0.2,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.1442,0.0028,0,0.1851
3,2-TwoStageMixtureNoScaling,catch_4,0.0,0.1756,0.5,0.5,0.31,0.5,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.2439,0.0378,0,0.3579
4,2-TwoStageMixtureNoScaling,exp_47,0.0,0.3467,0.4,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.2468,0.0398,0,0.1517
5,2-TwoStageMixtureNoScaling,exp_37,0.0,0.196,0.4,0.5,0.7,0.5,0.0,0.32,0.2,0.6,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.3169,0.1078,0,0.473
6,2-TwoStageMixtureNoScaling,catch_5,0.0,0.2178,0.5,0.5,0.49,0.5,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.2861,0.0722,0,0.0663
7,2-TwoStageMixtureNoScaling,exp_19,0.0,0.5187,0.6,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.42,0.3906,0,0.2335
8,2-TwoStageMixtureNoScaling,exp_29,0.0,0.8235,0.4,0.5,0.17,0.5,0.0,0.3,0.2,0.6,0.3,1.0,0.0,TwoStageMixtureNoScaling,0.386,0.7578,1,0.5562
9,2-TwoStageMixtureNoScaling,exp_50,1.0,0.1856,0.5,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.307,0.9048,1,0.1517
10,2-TwoStageMixtureNoScaling,exp_82,1.0,0.3014,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageMixtureNoScaling,0.411,0.3355,1,0.6179
11,2-TwoStageMixtureNoScaling,exp_20,1.0,0.0897,0.5,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageMixtureNoScaling,0.4199,0.39,0,0.378
12,2-TwoStageMixtureNoScaling,exp_78,1.0,0.1053,0.5,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.1427,0.9974,1,0.1842
13,2-TwoStageMixtureNoScaling,exp_43,0.0,0.2417,0.6,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageMixtureNoScaling,0.2147,0.0218,0,0.1116
14,2-TwoStageMixtureNoScaling,exp_64,1.0,0.1587,0.5,0.4,0.51,0.6,1.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageMixtureNoScaling,0.288,0.9259,1,0.1333
15,2-TwoStageMixtureNoScaling,exp_60,0.0,0.167,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageMixtureNoScaling,0.3822,0.2317,1,0.2385
16,2-TwoStageMixtureNoScaling,exp_52,1.0,0.1378,0.5,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.3778,0.78,0,0.4275
17,2-TwoStageMixtureNoScaling,exp_57,0.0,0.1106,0.6,0.5,0.21,0.5,1.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageMixtureNoScaling,0.3923,0.2615,0,0.2337
18,2-TwoStageMixtureNoScaling,exp_69,1.0,0.169,0.4,0.5,0.51,0.5,0.0,0.52,0.42,0.6,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.4088,0.6755,1,0.3053
19,2-TwoStageMixtureNoScaling,exp_73,1.0,0.0992,0.6,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageMixtureNoScaling,0.1441,0.9972,1,0.083
20,2-TwoStageMixtureNoScaling,exp_1,0.0,0.1636,0.6,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.3772,0.7815,0,0.0763
21,2-TwoStageMixtureNoScaling,exp_74,1.0,0.1237,0.5,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageMixtureNoScaling,0.1412,0.9976,1,0.2425
22,2-TwoStageMixtureNoScaling,exp_102,1.0,0.113,0.5,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.377,0.782,0,0.4635
23,2-TwoStageMixtureNoScaling,exp_88,1.0,0.3217,0.5,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.3863,0.7568,1,0.1524
24,2-TwoStageMixtureNoScaling,exp_114,1.0,0.2355,0.5,0.4,0.22,0.6,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.3353,0.8654,1,0.4919
25,2-TwoStageMixtureNoScaling,exp_116,1.0,0.9182,0.5,0.6,0.22,0.4,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageMixtureNoScaling,0.3842,0.7628,1,0.4515
26,2-TwoStageMixtureNoScaling,exp_96,1.0,0.1758,0.5,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.3064,0.9056,1,0.4441
27,2-TwoStageMixtureNoScaling,exp_117,0.0,0.1346,0.4,0.5,0.22,0.5,0.0,0.79,0.42,0.6,0.49,1.0,0.0,TwoStageMixtureNoScaling,0.3696,0.7999,1,0.9513
28,2-TwoStageMixtureNoScaling,exp_42,0.0,0.0944,0.5,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.2446,0.0383,0,0.1695
29,2-TwoStageMixtureNoScaling,exp_108,1.0,0.1325,0.5,0.6,0.4,0.4,0.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageMixtureNoScaling,0.3657,0.8086,0,0.1928
30,2-TwoStageMixtureNoScaling,exp_68,1.0,0.2334,0.5,0.6,0.51,0.4,0.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageMixtureNoScaling,0.4144,0.6463,0,0.1983
31,2-TwoStageMixtureNoScaling,exp_35,0.0,0.2245,0.6,0.5,0.7,0.5,0.0,0.32,0.2,0.4,0.79,1.0,0.0,TwoStageMixtureNoScaling,0.3215,0.1141,0,0.1094
32,2-TwoStageMixtureNoScaling,exp_113,1.0,0.3352,0.6,0.5,0.22,0.5,1.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.2987,0.9145,0,0.2025
33,2-TwoStageMixtureNoScaling,catch_8,1.0,0.46,0.5,0.5,0.32,0.5,1.0,0.5,0.37,0.5,0.22,0.0,1.0,TwoStageMixtureNoScaling,0.3381,0.1391,0,0.4645
