,subject_id,condition,choice,rt,gp,g1,p1,g0,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,8-TwoStageMixtureNoScaling,exp_69,1.0,1.0435,0.4,0.5,0.51,0.5,0.0,0.52,0.42,0.6,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.5517,0.6661,0,0.7999
1,8-TwoStageMixtureNoScaling,exp_59,1.0,1.7621,0.6,0.5,0.21,0.5,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageMixtureNoScaling,0.5673,0.5878,1,0.153
2,8-TwoStageMixtureNoScaling,catch_5,0.0,0.1558,0.5,0.5,0.49,0.5,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageMixtureNoScaling,0.4657,0.1532,0,0.186
3,8-TwoStageMixtureNoScaling,exp_96,0.0,0.6102,0.5,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,0.0,TwoStageMixtureNoScaling,0.5505,0.6705,0,0.6448
4,8-TwoStageMixtureNoScaling,exp_10,0.0,0.2588,0.5,0.4,0.29,0.6,0.0,0.5,0.18,0.5,0.7,0.0,0.0,TwoStageMixtureNoScaling,0.5064,0.7826,1,1.6467
5,8-TwoStageMixtureNoScaling,exp_40,0.0,0.8845,0.5,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageMixtureNoScaling,0.525,0.2565,0,0.1607
6,8-TwoStageMixtureNoScaling,exp_60,1.0,0.335,0.5,0.6,0.21,0.4,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageMixtureNoScaling,0.571,0.4462,0,0.3129
7,8-TwoStageMixtureNoScaling,exp_99,1.0,0.1573,0.6,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,1.0,TwoStageMixtureNoScaling,0.519,0.7571,0,1.1045
8,8-TwoStageMixtureNoScaling,exp_90,1.0,1.9304,0.5,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.5368,0.7137,0,0.1135
9,8-TwoStageMixtureNoScaling,exp_102,1.0,0.3098,0.5,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageMixtureNoScaling,0.5726,0.4719,1,0.7459
10,8-TwoStageMixtureNoScaling,exp_22,0.0,0.5492,0.5,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageMixtureNoScaling,0.5646,0.3941,0,0.2629
11,8-TwoStageMixtureNoScaling,catch_2,0.0,0.1709,0.5,0.5,0.6,0.5,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageMixtureNoScaling,0.3501,0.0495,0,0.3041
12,8-TwoStageMixtureNoScaling,catch_4,0.0,0.3209,0.5,0.5,0.31,0.5,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageMixtureNoScaling,0.3591,0.0548,0,0.5005
13,8-TwoStageMixtureNoScaling,exp_82,0.0,0.8117,0.5,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageMixtureNoScaling,0.5621,0.6199,0,0.5949
14,8-TwoStageMixtureNoScaling,exp_115,1.0,1.7777,0.6,0.5,0.22,0.5,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageMixtureNoScaling,0.4569,0.8581,0,0.3663
15,8-TwoStageMixtureNoScaling,catch_7,0.0,0.1348,0.5,0.5,0.48,0.5,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageMixtureNoScaling,0.2713,0.0164,0,0.122
16,8-TwoStageMixtureNoScaling,exp_88,1.0,0.6742,0.5,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageMixtureNoScaling,0.5711,0.5515,1,0.0987
17,8-TwoStageMixtureNoScaling,exp_67,1.0,0.9445,0.6,0.5,0.51,0.5,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageMixtureNoScaling,0.5193,0.7563,1,0.133
