,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,72-attributes,exp_37,1.0,0.585,1.0,0.79,0.7,0.0,0.32,0.6,0.2,0.4,0.0,TwoStageBetween,1.0556,0.4657,1,0.2359
1,72-attributes,exp_29,0.0,0.473,1.0,0.3,0.17,0.0,0.3,0.6,0.2,0.4,1.0,TwoStageBetween,0.7928,0.9043,1,0.2658
2,72-attributes,exp_69,1.0,0.616,1.0,0.72,0.51,0.0,0.52,0.6,0.42000000000000004,0.4,0.0,TwoStageBetween,0.9559,0.7755,1,1.2657
3,72-attributes,exp_57,0.0,0.542,1.0,0.41,0.21,1.0,0.62,0.4,0.18,0.6,1.0,TwoStageBetween,0.6726,0.9519,0,0.4662
4,72-attributes,exp_43,1.0,0.566,1.0,0.81,0.48,0.0,0.79,0.4,0.16999999999999996,0.6,0.0,TwoStageBetween,0.9469,0.7862,1,0.3872
5,72-attributes,catch_5,0.0,0.595,1.0,0.4,0.49,1.0,0.43,0.5,0.32,0.5,1.0,TwoStageBetween,1.0011,0.2808,0,1.8309
6,72-attributes,exp_35,0.0,0.588,1.0,0.79,0.7,0.0,0.32,0.4,0.2,0.6,1.0,TwoStageBetween,1.0556,0.4657,0,1.6165
7,72-attributes,exp_15,0.0,0.618,1.0,0.7,0.29,1.0,0.5,0.6,0.18,0.4,1.0,TwoStageBetween,0.5258,0.9837,1,0.7318
8,72-attributes,exp_27,1.0,0.825,1.0,0.3,0.17,0.0,0.3,0.4,0.2,0.6,0.0,TwoStageBetween,0.7928,0.9043,1,0.4066
9,72-attributes,exp_25,0.0,0.669,1.0,0.3,0.17,1.0,0.3,0.4,0.2,0.6,1.0,TwoStageBetween,0.6636,0.9546,1,0.6373
10,72-attributes,exp_101,1.0,0.671,1.0,0.58,0.38,0.0,0.6900000000000001,0.6,0.49000000000000005,0.4,0.0,TwoStageBetween,0.9093,0.8246,0,0.3568
11,72-attributes,exp_113,1.0,0.323,1.0,0.49,0.22,1.0,0.79,0.4,0.42000000000000004,0.6,0.0,TwoStageBetween,0.5374,0.982,1,0.9904
12,72-attributes,exp_45,1.0,0.631,1.0,0.81,0.48,0.0,0.79,0.6,0.16999999999999996,0.4,0.0,TwoStageBetween,0.9469,0.7862,0,0.5616
13,72-attributes,exp_117,0.0,0.824,1.0,0.49,0.22,0.0,0.79,0.6,0.42000000000000004,0.4,1.0,TwoStageBetween,0.6397,0.9611,1,0.2909
14,72-attributes,exp_107,0.0,0.527,1.0,0.78,0.4,0.0,0.3,0.4,0.21000000000000002,0.6,1.0,TwoStageBetween,0.7045,0.9416,1,0.1463
15,72-attributes,exp_3,0.0,0.694,1.0,0.79,0.49,0.0,0.8300000000000001,0.4,0.53,0.6,1.0,TwoStageBetween,0.8764,0.852,1,0.453
16,72-attributes,catch_9,1.0,0.614,1.0,0.48,0.72,1.0,0.4,0.5,0.18,0.5,0.0,TwoStageBetween,0.7769,0.0864,0,1.2434
17,72-attributes,exp_19,0.0,0.723,1.0,0.28,0.17,0.0,0.8300000000000001,0.4,0.43,0.6,1.0,TwoStageBetween,0.8839,0.8462,1,0.2937
18,72-attributes,exp_47,1.0,0.728,1.0,0.81,0.48,1.0,0.79,0.6,0.16999999999999996,0.4,0.0,TwoStageBetween,0.8172,0.8911,1,0.7996
19,72-attributes,catch_7,1.0,0.619,1.0,0.28,0.48,1.0,0.52,0.5,0.21000000000000002,0.5,0.0,TwoStageBetween,0.6551,0.0428,0,3.1846
20,72-attributes,exp_99,0.0,0.638,1.0,0.58,0.38,0.0,0.6900000000000001,0.4,0.49000000000000005,0.6,1.0,TwoStageBetween,0.9093,0.8246,1,0.6191
21,72-attributes,exp_67,0.0,0.306,1.0,0.72,0.51,0.0,0.52,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.9559,0.7755,0,1.3857
22,72-attributes,exp_89,0.0,0.579,1.0,0.5,0.38,1.0,0.4,0.4,0.3,0.6,1.0,TwoStageBetween,0.9003,0.8326,1,0.8233
23,72-attributes,catch_3,1.0,0.595,1.0,0.19,0.38,1.0,0.6799999999999999,0.5,0.58,0.5,0.0,TwoStageBetween,0.6247,0.035,0,1.164
24,72-attributes,exp_9,0.0,0.477,1.0,0.7,0.29,1.0,0.5,0.4,0.18,0.6,1.0,TwoStageBetween,0.5258,0.9837,0,0.7953
25,72-attributes,exp_115,0.0,0.693,1.0,0.49,0.22,0.0,0.79,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.6397,0.9611,1,0.1993
26,72-attributes,exp_53,0.0,0.39,1.0,0.49,0.32,0.0,0.82,0.6,0.6900000000000001,0.4,1.0,TwoStageBetween,0.8849,0.8454,1,0.5924
27,72-attributes,exp_23,0.0,0.523,1.0,0.28,0.17,1.0,0.8300000000000001,0.6,0.43,0.4,1.0,TwoStageBetween,0.7491,0.9246,1,0.281
28,72-attributes,exp_91,0.0,0.522,1.0,0.5,0.38,0.0,0.4,0.4,0.3,0.6,1.0,TwoStageBetween,1.0097,0.6921,0,0.46
29,72-attributes,exp_73,0.0,0.548,1.0,0.8,0.2,1.0,0.6799999999999999,0.4,0.4,0.6,1.0,TwoStageBetween,0.3454,0.9984,1,0.2888
30,72-attributes,exp_59,0.0,0.519,1.0,0.41,0.21,0.0,0.62,0.4,0.18,0.6,1.0,TwoStageBetween,0.803,0.899,1,1.8601
31,72-attributes,exp_1,0.0,0.595,1.0,0.79,0.49,1.0,0.8300000000000001,0.4,0.53,0.6,1.0,TwoStageBetween,0.7416,0.9277,1,2.1332
32,72-attributes,exp_81,0.0,0.881,1.0,0.61,0.29,1.0,0.8099999999999999,0.4,0.22000000000000003,0.6,1.0,TwoStageBetween,0.6255,0.9647,1,0.4133
33,72-attributes,exp_31,0.0,0.69,1.0,0.3,0.17,1.0,0.3,0.6,0.2,0.4,1.0,TwoStageBetween,0.6636,0.9546,1,0.4016
34,72-attributes,exp_63,0.0,0.51,1.0,0.41,0.21,1.0,0.62,0.6,0.18,0.4,1.0,TwoStageBetween,0.6726,0.9519,1,0.1932
35,72-attributes,exp_77,0.0,0.391,1.0,0.8,0.2,0.0,0.6799999999999999,0.6,0.4,0.4,1.0,TwoStageBetween,0.392,0.9965,1,0.4261
36,72-attributes,exp_49,0.0,0.498,1.0,0.49,0.32,1.0,0.82,0.4,0.6900000000000001,0.6,1.0,TwoStageBetween,0.7501,0.9242,1,0.5274
37,72-attributes,exp_97,0.0,0.615,1.0,0.58,0.38,1.0,0.6900000000000001,0.4,0.49000000000000005,0.6,1.0,TwoStageBetween,0.7754,0.9129,1,0.4166
38,72-attributes,exp_65,0.0,0.78,1.0,0.72,0.51,1.0,0.52,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.8279,0.8848,1,1.3931
