,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,3-alternatives,exp_84,1.0,1.1495,0.0,0.61,0.29,0.0,0.8099999999999999,0.5,0.22000000000000003,0.5,0.0,TwoStageBetween,0.6435,0.6284,0,0.2771
1,3-alternatives,exp_94,0.0,0.2201999999992549,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6395,0.6447,1,0.227
2,3-alternatives,exp_104,0.0,0.4643999999985099,0.0,0.78,0.4,1.0,0.3,0.5,0.21000000000000002,0.5,1.0,TwoStageBetween,0.4765,0.9036,1,0.3945
3,3-alternatives,exp_68,0.0,0.523699999999255,0.0,0.72,0.51,0.0,0.52,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.5981,0.7539,1,0.7908
4,3-alternatives,exp_114,0.0,0.335,0.0,0.49,0.22,0.0,0.79,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.4871,0.8949,1,0.1776
5,3-alternatives,exp_20,1.0,0.255,0.0,0.28,0.17,0.0,0.8300000000000001,0.5,0.43,0.5,0.0,TwoStageBetween,0.6291,0.68,0,0.6071
6,3-alternatives,exp_108,0.0,0.9385,0.0,0.78,0.4,0.0,0.3,0.5,0.21000000000000002,0.5,1.0,TwoStageBetween,0.4765,0.9036,1,0.2068
7,3-alternatives,exp_102,0.0,0.274,0.0,0.58,0.38,1.0,0.6900000000000001,0.5,0.49000000000000005,0.5,1.0,TwoStageBetween,0.594,0.7618,0,0.136
8,3-alternatives,exp_58,1.0,0.5397000000029802,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.6524,0.5795,1,0.2137
9,3-alternatives,exp_88,0.0,0.38569999999925486,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6395,0.6447,1,1.3037
10,3-alternatives,exp_78,0.0,0.4696000000014901,0.0,0.8,0.2,1.0,0.6799999999999999,0.5,0.4,0.5,1.0,TwoStageBetween,0.2856,0.9893,1,0.0815
11,3-alternatives,exp_90,0.0,0.09669999999925494,0.0,0.5,0.38,0.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6395,0.6447,1,0.1121
